"Status","Year","Disability","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Outside London","Female","280","[c]","22440","21690"
"Leaver CS","2023","Declared non-disabled","Debt","Outside London","Male","160","[c]","23140","21690"
"Leaver CS","2023","Declared non-disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","London","Female","145","[c]","48880","44750"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","London","Male","230","[c]","51270","52770"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Female","325","[c]","38700","37380"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Male","605","[c]","42890","39650"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","London","Female","80","[c]","49200","44880"
"Leaver CS","2023","Declared non-disabled","Finance","London","Male","75","[c]","48400","44420"
"Leaver CS","2023","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Outside London","Female","185","[c]","37660","34170"
"Leaver CS","2023","Declared non-disabled","Finance","Outside London","Male","185","[c]","40920","36770"
"Leaver CS","2023","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Grants Management","Outside London","Female","105","[c]","23360","22150"
"Leaver CS","2023","Declared non-disabled","Grants Management","Outside London","Male","75","[c]","23730","22150"
"Leaver CS","2023","Declared non-disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","London","Female","110","[c]","47670","43750"
"Leaver CS","2023","Declared non-disabled","Human Resources","London","Male","55","[c]","51440","45200"
"Leaver CS","2023","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Outside London","Female","425","[c]","30200","26330"
"Leaver CS","2023","Declared non-disabled","Human Resources","Outside London","Male","295","[c]","33690","31470"
"Leaver CS","2023","Declared non-disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","London","Female","170","[c]","46660","51250"
"Leaver CS","2023","Declared non-disabled","Legal","London","Male","125","[c]","55810","56450"
"Leaver CS","2023","Declared non-disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Outside London","Female","190","[c]","41360","38760"
"Leaver CS","2023","Declared non-disabled","Legal","Outside London","Male","90","[c]","49470","55170"
"Leaver CS","2023","Declared non-disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","London","Female","2055","[c]","38820","32520"
"Leaver CS","2023","Declared non-disabled","No function","London","Male","1505","[c]","43180","36140"
"Leaver CS","2023","Declared non-disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Outside London","Female","8165","[c]","28060","26120"
"Leaver CS","2023","Declared non-disabled","No function","Outside London","Male","6145","[c]","30720","27570"
"Leaver CS","2023","Declared non-disabled","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","London","Female","90","[c]","48870","45190"
"Leaver CS","2023","Declared non-disabled","Project Delivery","London","Male","105","[c]","53890","50090"
"Leaver CS","2023","Declared non-disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Outside London","Female","290","[c]","40540","37640"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Outside London","Male","405","[c]","43630","40670"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","London","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","London","Male","50","[c]","47150","45750"
"Leaver CS","2023","Declared non-disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Outside London","Female","140","[c]","31520","27470"
"Leaver CS","2023","Declared non-disabled","Property","Outside London","Male","190","[c]","36330","34300"
"Leaver CS","2023","Declared non-disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","London","Male","45","[c]","40710","39090"
"Leaver CS","2023","Declared non-disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Outside London","Female","90","[c]","30930","29010"
"Leaver CS","2023","Declared non-disabled","Security","Outside London","Male","340","[c]","32670","27500"
"Leaver CS","2023","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","London","Female","130","[c]","50560","43760"
"Leaver CS","2023","Declared non-disabled","Unknown","London","Male","115","[c]","50510","45580"
"Leaver CS","2023","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Outside London","Female","410","[c]","39650","34450"
"Leaver CS","2023","Declared non-disabled","Unknown","Outside London","Male","360","[c]","41910","37940"
"Leaver CS","2023","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
