"Status","Year","Age","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Sefton","10","10","22810","22400"
"In post","2023","16-19","Sheffield","15","15","22660","22090"
"In post","2023","16-19","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Hampshire","30","25","21040","20320"
"In post","2023","16-19","South Lanarkshire","10","10","22610","22520"
"In post","2023","16-19","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","16-19","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Staffordshire CC","20","20","23890","23230"
"In post","2023","16-19","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Suffolk CC","15","10","23710","23230"
"In post","2023","16-19","Sunderland","10","10","[c]","[c]"
"In post","2023","16-19","Swansea","85","75","20850","21690"
"In post","2023","16-19","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Thurrock","5","5","[c]","[c]"
"In post","2023","16-19","Tower Hamlets","10","10","25670","25280"
"In post","2023","16-19","Tyneside","35","35","23030","22520"
"In post","2023","16-19","Unknown","40","40","21120","17810"
"In post","2023","16-19","Wakefield","10","10","26220","28880"
"In post","2023","16-19","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Cumbria","10","10","23970","23110"
"In post","2023","16-19","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Surrey","5","5","[c]","[c]"
"In post","2023","16-19","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Westminster","60","60","26990","27820"
"In post","2023","16-19","Wiltshire","40","40","22460","23290"
"In post","2023","16-19","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","York","5","5","[c]","[c]"
"In post","2023","20-29","Aberdeen City and Aberdeenshire","230","225","30160","29100"
"In post","2023","20-29","Angus and Dundee City","375","365","26000","23340"
"In post","2023","20-29","Antrim and Newtownabbey","15","15","26660","22130"
"In post","2023","20-29","Ards and North Down","5","5","[c]","[c]"
"In post","2023","20-29","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Barking & Dagenham and Havering","90","90","31000","32520"
"In post","2023","20-29","Barnet","310","300","32670","32520"
"In post","2023","20-29","Barnsley, Doncaster and Rotherham","415","405","27950","28880"
"In post","2023","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","2665","2640","30350","30740"
"In post","2023","20-29","Bedford","160","160","29100","30880"
"In post","2023","20-29","Belfast","510","495","26480","22520"
"In post","2023","20-29","Berkshire","380","375","29870","29480"
"In post","2023","20-29","Bexley and Greenwich","290","290","31910","32520"
"In post","2023","20-29","Birmingham","2685","2620","28010","26900"
"In post","2023","20-29","Blackburn with Darwen","45","45","25090","24110"
"In post","2023","20-29","Blackpool","615","605","26610","28120"
"In post","2023","20-29","Bournemouth, Christchurch and Poole","80","80","25990","25300"
"In post","2023","20-29","Bradford","595","575","24300","22520"
"In post","2023","20-29","Breckland and South Norfolk","90","90","29030","28880"
"In post","2023","20-29","Brent","100","100","31650","32520"
"In post","2023","20-29","Bridgend and Neath Port Talbot","85","80","25300","22360"
"In post","2023","20-29","Brighton and Hove","90","90","27350","28120"
"In post","2023","20-29","Bristol, City of","1240","1220","30630","28840"
"In post","2023","20-29","Bromley","65","65","30300","32520"
"In post","2023","20-29","Buckinghamshire","245","240","30640","30810"
"In post","2023","20-29","Caithness and Sutherland, and Ross and Cromarty","25","25","29080","28140"
"In post","2023","20-29","Calderdale and Kirklees","125","120","26880","28120"
"In post","2023","20-29","Cambridgeshire CC","460","455","29390","28880"
"In post","2023","20-29","Camden and City of London","275","275","33390","30090"
"In post","2023","20-29","Cardiff and Vale of Glamorgan","1885","1860","28850","27890"
"In post","2023","20-29","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2023","20-29","Central Bedfordshire","40","40","29060","28120"
"In post","2023","20-29","Central Hampshire","770","765","31540","30650"
"In post","2023","20-29","Central Valleys","410","405","27710","28120"
"In post","2023","20-29","Cheshire East","190","190","27480","28120"
"In post","2023","20-29","Cheshire West and Chester","70","65","24330","23640"
"In post","2023","20-29","Chorley and West Lancashire","285","280","29130","28880"
"In post","2023","20-29","City of Edinburgh","2365","2340","31900","29450"
"In post","2023","20-29","Clackmannanshire and Fife","135","135","28810","28120"
"In post","2023","20-29","Conwy and Denbighshire","75","70","27020","25620"
"In post","2023","20-29","Cornwall and Isles of Scilly","130","125","25880","24090"
"In post","2023","20-29","Coventry","420","415","30930","30330"
"In post","2023","20-29","Croydon","1515","1500","34790","32170"
"In post","2023","20-29","Darlington","330","325","31770","30510"
"In post","2023","20-29","Derby","155","150","25910","24570"
"In post","2023","20-29","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Devon CC","695","685","27710","28120"
"In post","2023","20-29","Dorset","260","255","28210","28880"
"In post","2023","20-29","Dudley","140","135","24860","21690"
"In post","2023","20-29","Dumfries and Galloway","70","70","28990","28800"
"In post","2023","20-29","Durham","1010","975","26760","27570"
"In post","2023","20-29","Ealing","50","50","31280","32520"
"In post","2023","20-29","East Ayrshire and North Ayrshire mainland","115","115","26310","23700"
"In post","2023","20-29","East Cumbria","85","85","24160","22150"
"In post","2023","20-29","East Derbyshire","25","25","25680","24570"
"In post","2023","20-29","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","340","340","27670","26410"
"In post","2023","20-29","East Kent","825","815","25820","25750"
"In post","2023","20-29","East Lancashire","50","50","26030","25300"
"In post","2023","20-29","East Lothian and Midlothian","15","15","31500","29880"
"In post","2023","20-29","East Merseyside","110","110","26870","26840"
"In post","2023","20-29","East Riding of Yorkshire","325","315","29060","28880"
"In post","2023","20-29","East Surrey","185","180","33030","34110"
"In post","2023","20-29","East Sussex CC","280","270","26760","28120"
"In post","2023","20-29","Enfield","40","40","31370","32520"
"In post","2023","20-29","Essex Haven Gateway","100","100","26490","25750"
"In post","2023","20-29","Essex Thames Gateway","115","110","27630","25610"
"In post","2023","20-29","Falkirk","210","200","26820","24710"
"In post","2023","20-29","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Flintshire and Wrexham","340","340","26770","28120"
"In post","2023","20-29","Glasgow City","2580","2530","28700","26970"
"In post","2023","20-29","Gloucestershire CC","140","135","27430","28080"
"In post","2023","20-29","Greater Manchester North East","145","145","27550","28120"
"In post","2023","20-29","Greater Manchester North West","290","285","25400","23640"
"In post","2023","20-29","Greater Manchester South East","120","120","25120","23640"
"In post","2023","20-29","Greater Manchester South West","2060","2035","30420","28120"
"In post","2023","20-29","Gwent Valleys","65","65","25670","24570"
"In post","2023","20-29","Gwynedd","95","90","24870","23640"
"In post","2023","20-29","Hackney and Newham","1050","1040","37390","32580"
"In post","2023","20-29","Haringey and Islington","270","265","32730","33800"
"In post","2023","20-29","Harrow and Hillingdon","405","400","30150","29750"
"In post","2023","20-29","Hartlepool and Stockton-on-Tees","210","205","27410","28880"
"In post","2023","20-29","Heart of Essex","240","235","28900","28880"
"In post","2023","20-29","Herefordshire, County of","45","45","27140","27080"
"In post","2023","20-29","Hertfordshire CC","375","365","32070","31280"
"In post","2023","20-29","Hounslow and Richmond upon Thames","580","575","31840","31310"
"In post","2023","20-29","Inverclyde, East Renfrewshire, and Renfrewshire","110","110","30500","26930"
"In post","2023","20-29","Inverness and Nairn, Moray, and Badenoch and Strathspey","125","120","26630","25060"
"In post","2023","20-29","Isle of Anglesey","20","20","25590","25880"
"In post","2023","20-29","Isle of Wight","110","110","27960","29530"
"In post","2023","20-29","Kensington & Chelsea and Hammersmith & Fulham","190","185","33710","33800"
"In post","2023","20-29","Kent Thames Gateway","230","225","29330","30880"
"In post","2023","20-29","Kingston upon Hull, City of","300","295","27200","28080"
"In post","2023","20-29","Lambeth","450","445","36940","34820"
"In post","2023","20-29","Lancaster and Wyre","190","190","26690","27080"
"In post","2023","20-29","Leeds","2855","2815","30390","28130"
"In post","2023","20-29","Leicester","375","365","25320","23640"
"In post","2023","20-29","Leicestershire CC and Rutland","315","310","27020","27240"
"In post","2023","20-29","Lewisham and Southwark","185","180","29880","29100"
"In post","2023","20-29","Lincolnshire CC","350","345","27320","28120"
"In post","2023","20-29","Lisburn and Castlereagh","60","60","27280","25750"
"In post","2023","20-29","Liverpool","2560","2515","26900","25750"
"In post","2023","20-29","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","30","30","27770","26600"
"In post","2023","20-29","Luton","105","105","25850","25830"
"In post","2023","20-29","Manchester","1500","1485","30950","28880"
"In post","2023","20-29","Medway","225","225","30110","30880"
"In post","2023","20-29","Merton, Kingston upon Thames and Sutton","75","75","31910","32520"
"In post","2023","20-29","Mid Kent","135","135","28850","28880"
"In post","2023","20-29","Mid Lancashire","565","550","25940","23640"
"In post","2023","20-29","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Milton Keynes","370","370","29070","28540"
"In post","2023","20-29","Monmouthshire and Newport","1100","1080","30850","31060"
"In post","2023","20-29","Na h-Eileanan Siar","15","15","23230","21690"
"In post","2023","20-29","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","20-29","North Hampshire","85","85","27750","27020"
"In post","2023","20-29","North Lanarkshire","235","235","27230","26930"
"In post","2023","20-29","North Northamptonshire","85","85","24970","23020"
"In post","2023","20-29","North Nottinghamshire","180","175","27950","28880"
"In post","2023","20-29","North Yorkshire CC","160","155","27670","27080"
"In post","2023","20-29","North and North East Lincolnshire","115","115","24510","23020"
"In post","2023","20-29","North and West Norfolk","65","65","27200","28480"
"In post","2023","20-29","Northumberland","35","35","26240","24570"
"In post","2023","20-29","Norwich and East Norfolk","280","270","27470","28120"
"In post","2023","20-29","Nottingham","1660","1625","28470","27890"
"In post","2023","20-29","Orkney Islands","5","5","[c]","[c]"
"In post","2023","20-29","Overseas","340","340","38980","34880"
"In post","2023","20-29","Oxfordshire CC","305","300","29650","30880"
"In post","2023","20-29","Perth and Kinross, and Stirling","170","170","28610","28140"
"In post","2023","20-29","Peterborough","185","175","26530","23640"
"In post","2023","20-29","Plymouth","400","395","27990","26520"
"In post","2023","20-29","Portsmouth","440","435","28380","27080"
"In post","2023","20-29","Powys","30","25","27730","26900"
"In post","2023","20-29","Redbridge and Waltham Forest","190","185","30070","29660"
"In post","2023","20-29","Sandwell","45","45","26510","27650"
"In post","2023","20-29","Scottish Borders","75","75","28310","27170"
"In post","2023","20-29","Sefton","770","755","26140","25750"
"In post","2023","20-29","Sheffield","1425","1405","29270","25900"
"In post","2023","20-29","Shetland Islands","5","5","[c]","[c]"
"In post","2023","20-29","Shropshire","85","85","27830","28480"
"In post","2023","20-29","Solihull","210","205","26660","25880"
"In post","2023","20-29","Somerset CC","280","275","27930","27610"
"In post","2023","20-29","South Ayrshire","20","20","28170","28140"
"In post","2023","20-29","South Hampshire","565","545","30150","31060"
"In post","2023","20-29","South Lanarkshire","545","530","27460","23950"
"In post","2023","20-29","South Nottinghamshire","140","135","29100","28880"
"In post","2023","20-29","South Teesside","130","130","25230","23640"
"In post","2023","20-29","South West Wales","150","145","25330","25620"
"In post","2023","20-29","South and West Derbyshire","145","145","29140","28880"
"In post","2023","20-29","Southampton","160","160","27790","26900"
"In post","2023","20-29","Southend-on-Sea","25","25","27090","25090"
"In post","2023","20-29","Staffordshire CC","690","680","29530","28880"
"In post","2023","20-29","Stoke-on-Trent","210","200","24680","21780"
"In post","2023","20-29","Suffolk CC","595","580","27700","27890"
"In post","2023","20-29","Sunderland","370","355","25390","22520"
"In post","2023","20-29","Swansea","1140","1090","24840","22500"
"In post","2023","20-29","Swindon","45","45","29400","28120"
"In post","2023","20-29","Telford and Wrekin","260","255","31420","28120"
"In post","2023","20-29","Thurrock","75","75","24620","22400"
"In post","2023","20-29","Torbay","25","25","25450","24570"
"In post","2023","20-29","Tower Hamlets","1270","1260","37220","35000"
"In post","2023","20-29","Tyneside","2790","2740","28530","27890"
"In post","2023","20-29","Unknown","545","540","31630","29860"
"In post","2023","20-29","Wakefield","290","285","28460","28880"
"In post","2023","20-29","Walsall","30","30","25200","24110"
"In post","2023","20-29","Wandsworth","185","185","33340","33800"
"In post","2023","20-29","Warrington","375","370","31310","30740"
"In post","2023","20-29","Warwickshire CC","125","120","25790","23640"
"In post","2023","20-29","West Cumbria","180","175","25700","22530"
"In post","2023","20-29","West Essex","70","70","27390","25880"
"In post","2023","20-29","West Kent","10","10","32370","31940"
"In post","2023","20-29","West Lothian","35","35","28240","28140"
"In post","2023","20-29","West Northamptonshire","185","180","26570","25830"
"In post","2023","20-29","West Surrey","400","395","29610","29080"
"In post","2023","20-29","West Sussex (North East)","140","135","27000","26880"
"In post","2023","20-29","West Sussex (South West)","120","120","30050","28130"
"In post","2023","20-29","Westminster","15115","15060","40440","37870"
"In post","2023","20-29","Wiltshire","1310","1300","30420","30650"
"In post","2023","20-29","Wirral","220","215","25700","23390"
"In post","2023","20-29","Wolverhampton","135","135","28250","25830"
"In post","2023","20-29","Worcestershire CC","325","325","27560","28880"
"In post","2023","20-29","York","475","470","29160","27320"
"In post","2023","30-39","Aberdeen City and Aberdeenshire","420","395","36310","34070"
"In post","2023","30-39","Angus and Dundee City","700","665","29240","28700"
"In post","2023","30-39","Antrim and Newtownabbey","35","35","31080","25750"
"In post","2023","30-39","Ards and North Down","20","20","29090","26960"
"In post","2023","30-39","Armagh City, Banbridge and Craigavon","5","5","[c]","[c]"
"In post","2023","30-39","Barking & Dagenham and Havering","110","100","34340","32520"
"In post","2023","30-39","Barnet","330","315","40220","38760"
"In post","2023","30-39","Barnsley, Doncaster and Rotherham","625","580","30370","28880"
"In post","2023","30-39","Bath and North East Somerset, North Somerset and South Gloucestershire","3360","3205","39070","38790"
"In post","2023","30-39","Bedford","180","170","31410","30880"
"In post","2023","30-39","Belfast","945","905","31820","28130"
"In post","2023","30-39","Berkshire","535","520","36690","34320"
"In post","2023","30-39","Bexley and Greenwich","365","355","34810","34800"
"In post","2023","30-39","Birmingham","3420","3265","32830","28480"
"In post","2023","30-39","Blackburn with Darwen","85","80","29950","28120"
"In post","2023","30-39","Blackpool","875","825","29660","28120"
"In post","2023","30-39","Bournemouth, Christchurch and Poole","100","90","30410","28120"
"In post","2023","30-39","Bradford","580","525","26690","26840"
"In post","2023","30-39","Breckland and South Norfolk","135","125","32220","30440"
"In post","2023","30-39","Brent","100","95","32710","32520"
"In post","2023","30-39","Bridgend and Neath Port Talbot","150","140","27890","28100"
"In post","2023","30-39","Brighton and Hove","115","110","34400","30810"
"In post","2023","30-39","Bristol, City of","1775","1680","38620","35000"
"In post","2023","30-39","Bromley","85","80","33500","32520"
"In post","2023","30-39","Buckinghamshire","375","355","35230","33390"
"In post","2023","30-39","Caithness and Sutherland, and Ross and Cromarty","30","30","33390","31180"
"In post","2023","30-39","Calderdale and Kirklees","180","160","28630","28120"
"In post","2023","30-39","Cambridgeshire CC","715","685","34200","33130"
"In post","2023","30-39","Camden and City of London","340","335","44220","36180"
"In post","2023","30-39","Cardiff and Vale of Glamorgan","3225","3100","35530","33700"
"In post","2023","30-39","Causeway Coast and Glens","5","5","[c]","[c]"
"In post","2023","30-39","Central Bedfordshire","60","60","33220","29290"
"In post","2023","30-39","Central Hampshire","870","845","39180","39890"
"In post","2023","30-39","Central Valleys","735","695","30470","28120"
"In post","2023","30-39","Cheshire East","270","255","31680","29050"
"In post","2023","30-39","Cheshire West and Chester","90","85","29490","26840"
"In post","2023","30-39","Chorley and West Lancashire","380","365","32340","30950"
"In post","2023","30-39","City of Edinburgh","3735","3615","40760","37680"
"In post","2023","30-39","Clackmannanshire and Fife","230","220","33260","31290"
"In post","2023","30-39","Conwy and Denbighshire","125","120","34000","30610"
"In post","2023","30-39","Cornwall and Isles of Scilly","265","240","27890","26780"
"In post","2023","30-39","Coventry","570","550","37510","37590"
"In post","2023","30-39","Croydon","2135","2065","40840","36280"
"In post","2023","30-39","Darlington","450","435","39880","37590"
"In post","2023","30-39","Derby","215","195","28370","28120"
"In post","2023","30-39","Devon CC","1200","1130","33910","32420"
"In post","2023","30-39","Dorset","405","390","30910","29890"
"In post","2023","30-39","Dudley","210","180","25770","23410"
"In post","2023","30-39","Dumfries and Galloway","110","105","32400","31290"
"In post","2023","30-39","Durham","1240","1165","29000","28120"
"In post","2023","30-39","Ealing","75","75","34450","32520"
"In post","2023","30-39","East Ayrshire and North Ayrshire mainland","165","155","30230","28120"
"In post","2023","30-39","East Cumbria","165","160","29930","25920"
"In post","2023","30-39","East Derbyshire","55","50","30790","28120"
"In post","2023","30-39","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","545","535","32660","30700"
"In post","2023","30-39","East Kent","875","835","28870","25980"
"In post","2023","30-39","East Lancashire","100","90","29320","28120"
"In post","2023","30-39","East Lothian and Midlothian","15","15","33570","28120"
"In post","2023","30-39","East Merseyside","185","170","31180","28120"
"In post","2023","30-39","East Riding of Yorkshire","360","340","31630","30410"
"In post","2023","30-39","East Surrey","245","235","36180","35810"
"In post","2023","30-39","East Sussex CC","325","295","28830","28120"
"In post","2023","30-39","Enfield","50","45","34180","32520"
"In post","2023","30-39","Essex Haven Gateway","150","140","31460","30810"
"In post","2023","30-39","Essex Thames Gateway","155","145","29080","26840"
"In post","2023","30-39","Falkirk","365","330","29590","28120"
"In post","2023","30-39","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Flintshire and Wrexham","475","460","30100","28880"
"In post","2023","30-39","Glasgow City","4180","4015","34790","31970"
"In post","2023","30-39","Gloucestershire CC","260","245","31560","28120"
"In post","2023","30-39","Greater Manchester North East","225","215","29660","28120"
"In post","2023","30-39","Greater Manchester North West","370","350","27680","28120"
"In post","2023","30-39","Greater Manchester South East","165","155","28110","28120"
"In post","2023","30-39","Greater Manchester South West","2855","2760","35780","34700"
"In post","2023","30-39","Gwent Valleys","135","125","30480","28120"
"In post","2023","30-39","Gwynedd","190","180","27520","28120"
"In post","2023","30-39","Hackney and Newham","1380","1325","43880","39450"
"In post","2023","30-39","Haringey and Islington","325","315","34760","33800"
"In post","2023","30-39","Harrow and Hillingdon","615","590","32900","30110"
"In post","2023","30-39","Hartlepool and Stockton-on-Tees","275","265","29460","28880"
"In post","2023","30-39","Heart of Essex","265","255","33810","32050"
"In post","2023","30-39","Herefordshire, County of","75","70","29910","28120"
"In post","2023","30-39","Hertfordshire CC","540","515","38050","34060"
"In post","2023","30-39","Hounslow and Richmond upon Thames","655","635","34980","34110"
"In post","2023","30-39","Inverclyde, East Renfrewshire, and Renfrewshire","185","175","32840","28490"
"In post","2023","30-39","Inverness and Nairn, Moray, and Badenoch and Strathspey","205","195","31400","29560"
"In post","2023","30-39","Isle of Anglesey","50","45","27760","26240"
"In post","2023","30-39","Isle of Wight","190","180","29570","30440"
"In post","2023","30-39","Kensington & Chelsea and Hammersmith & Fulham","215","205","35630","33800"
"In post","2023","30-39","Kent Thames Gateway","385","370","32410","32410"
"In post","2023","30-39","Kingston upon Hull, City of","425","395","29920","28480"
"In post","2023","30-39","Lambeth","585","570","42120","41160"
"In post","2023","30-39","Lancaster and Wyre","230","220","28920","27470"
"In post","2023","30-39","Leeds","3465","3325","36450","34170"
"In post","2023","30-39","Leicester","470","435","28670","28080"
"In post","2023","30-39","Leicestershire CC and Rutland","455","430","31150","30740"
"In post","2023","30-39","Lewisham and Southwark","245","235","35310","32520"
"In post","2023","30-39","Lincolnshire CC","525","510","31620","30410"
"In post","2023","30-39","Lisburn and Castlereagh","90","85","29220","26130"
"In post","2023","30-39","Liverpool","3785","3600","31090","27890"
"In post","2023","30-39","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","55","55","32760","31180"
"In post","2023","30-39","Luton","100","90","27940","27370"
"In post","2023","30-39","Manchester","1905","1850","36900","33590"
"In post","2023","30-39","Medway","305","290","33010","32000"
"In post","2023","30-39","Merton, Kingston upon Thames and Sutton","110","105","36770","34310"
"In post","2023","30-39","Mid Kent","180","170","32960","31280"
"In post","2023","30-39","Mid Lancashire","935","870","28970","27890"
"In post","2023","30-39","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mid and East Antrim","10","10","[c]","[c]"
"In post","2023","30-39","Milton Keynes","455","440","33940","32380"
"In post","2023","30-39","Monmouthshire and Newport","1710","1620","36850","33700"
