"Status","Year","Disability","Profession_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","London","Heterosexual / straight","330","325","50620","46320"
"In post","2023","Declared disabled","Digital, Data and Technology","London","LGBO","80","80","51400","53180"
"In post","2023","Declared disabled","Digital, Data and Technology","London","Undeclared","60","55","51630","55190"
"In post","2023","Declared disabled","Digital, Data and Technology","London","Unknown","40","35","44210","38130"
"In post","2023","Declared disabled","Digital, Data and Technology","Outside London","Heterosexual / straight","1275","1225","40570","37680"
"In post","2023","Declared disabled","Digital, Data and Technology","Outside London","LGBO","180","175","39690","37310"
"In post","2023","Declared disabled","Digital, Data and Technology","Outside London","Undeclared","185","180","40060","37680"
"In post","2023","Declared disabled","Digital, Data and Technology","Outside London","Unknown","95","90","38240","34460"
"In post","2023","Declared disabled","Digital, Data and Technology","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","London","Heterosexual / straight","75","70","52780","55250"
"In post","2023","Declared disabled","Economics","London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Economics","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Economics","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Economics","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Economics","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Economics","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","London","Heterosexual / straight","180","175","50110","43760"
"In post","2023","Declared disabled","Finance","London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Finance","Outside London","Heterosexual / straight","600","560","38710","35000"
"In post","2023","Declared disabled","Finance","Outside London","LGBO","45","45","36660","34170"
"In post","2023","Declared disabled","Finance","Outside London","Undeclared","70","65","36070","33990"
"In post","2023","Declared disabled","Finance","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Geography","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","London","Heterosexual / straight","330","315","49460","43760"
"In post","2023","Declared disabled","Human Resources","London","LGBO","50","50","47910","43680"
"In post","2023","Declared disabled","Human Resources","London","Undeclared","40","35","44720","39150"
"In post","2023","Declared disabled","Human Resources","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Outside London","Heterosexual / straight","1060","1000","37690","34300"
"In post","2023","Declared disabled","Human Resources","Outside London","LGBO","115","115","37440","34290"
"In post","2023","Declared disabled","Human Resources","Outside London","Undeclared","95","90","34920","34170"
"In post","2023","Declared disabled","Human Resources","Outside London","Unknown","35","30","38290","36920"
"In post","2023","Declared disabled","Human Resources","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","Outside London","Heterosexual / straight","70","65","63780","66170"
"In post","2023","Declared disabled","Inspector of Education and Training","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","London","Heterosexual / straight","85","85","40940","37180"
"In post","2023","Declared disabled","Intelligence Analysis","London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Outside London","Heterosexual / straight","145","135","30840","28480"
"In post","2023","Declared disabled","Intelligence Analysis","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Outside London","Heterosexual / straight","50","45","44680","41700"
"In post","2023","Declared disabled","Internal Audit","Outside London","LGBO","15","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","London","Heterosexual / straight","65","65","49760","42130"
"In post","2023","Declared disabled","International Trade","London","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","International Trade","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","London","Heterosexual / straight","75","70","42180","39130"
"In post","2023","Declared disabled","Knowledge and Information Management","London","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Outside London","Heterosexual / straight","180","175","31650","28120"
"In post","2023","Declared disabled","Knowledge and Information Management","Outside London","LGBO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","London","Heterosexual / straight","265","245","59120","61920"
"In post","2023","Declared disabled","Legal","London","LGBO","45","45","56650","54210"
"In post","2023","Declared disabled","Legal","London","Undeclared","40","40","57900","57670"
"In post","2023","Declared disabled","Legal","London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Legal","Outside London","Heterosexual / straight","535","490","48100","49050"
"In post","2023","Declared disabled","Legal","Outside London","LGBO","50","50","47520","50530"
"In post","2023","Declared disabled","Legal","Outside London","Undeclared","65","60","48110","45450"
"In post","2023","Declared disabled","Legal","Outside London","Unknown","60","50","49080","53900"
"In post","2023","Declared disabled","Legal","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","Heterosexual / straight","95","85","57300","43030"
"In post","2023","Declared disabled","Medicine","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","London","Heterosexual / straight","3095","2880","34800","32520"
"In post","2023","Declared disabled","Operational Delivery","London","LGBO","310","305","37010","32890"
"In post","2023","Declared disabled","Operational Delivery","London","Undeclared","455","420","33980","32520"
"In post","2023","Declared disabled","Operational Delivery","London","Unknown","260","230","32100","31260"
"In post","2023","Declared disabled","Operational Delivery","Outside London","Heterosexual / straight","24225","21630","28550","28120"
"In post","2023","Declared disabled","Operational Delivery","Outside London","LGBO","2665","2540","28240","28120"
"In post","2023","Declared disabled","Operational Delivery","Outside London","Undeclared","3155","2765","27960","27650"
"In post","2023","Declared disabled","Operational Delivery","Outside London","Unknown","1895","1620","27410","26650"
"In post","2023","Declared disabled","Operational Delivery","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Heterosexual / straight","50","45","28920","28120"
"In post","2023","Declared disabled","Operational Delivery","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","Heterosexual / straight","70","65","40020","39890"
"In post","2023","Declared disabled","Operational Research","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other","London","Heterosexual / straight","175","165","41430","36180"
"In post","2023","Declared disabled","Other","London","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Other","London","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Other","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","Outside London","Heterosexual / straight","1265","1150","29530","27760"
"In post","2023","Declared disabled","Other","Outside London","LGBO","120","115","28190","28120"
"In post","2023","Declared disabled","Other","Outside London","Undeclared","170","145","28490","25880"
"In post","2023","Declared disabled","Other","Outside London","Unknown","115","105","32450","28120"
"In post","2023","Declared disabled","Other","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","London","Heterosexual / straight","1375","1335","50490","47640"
"In post","2023","Declared disabled","Policy","London","LGBO","340","335","48340","43650"
"In post","2023","Declared disabled","Policy","London","Undeclared","160","160","48370","43650"
"In post","2023","Declared disabled","Policy","London","Unknown","90","85","51900","45960"
"In post","2023","Declared disabled","Policy","Outside London","Heterosexual / straight","790","760","42150","37850"
"In post","2023","Declared disabled","Policy","Outside London","LGBO","165","155","42400","39430"
"In post","2023","Declared disabled","Policy","Outside London","Undeclared","100","95","42680","38500"
"In post","2023","Declared disabled","Policy","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Policy","Overseas","Heterosexual / straight","90","90","48960","41100"
"In post","2023","Declared disabled","Policy","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Policy","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","London","Heterosexual / straight","325","320","50510","45750"
"In post","2023","Declared disabled","Project Delivery","London","LGBO","55","55","49410","43700"
"In post","2023","Declared disabled","Project Delivery","London","Undeclared","35","35","54640","52760"
"In post","2023","Declared disabled","Project Delivery","London","Unknown","50","50","38150","32520"
"In post","2023","Declared disabled","Project Delivery","Outside London","Heterosexual / straight","1105","1055","41700","39270"
"In post","2023","Declared disabled","Project Delivery","Outside London","LGBO","115","115","40700","38470"
"In post","2023","Declared disabled","Project Delivery","Outside London","Undeclared","130","125","42540","40660"
"In post","2023","Declared disabled","Project Delivery","Outside London","Unknown","75","70","38040","34850"
"In post","2023","Declared disabled","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
