"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Communications","London","SEO/HEO","570","560","41490","41870"
"In post","2023","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Outside London","AA/AO","80","75","22530","22220"
"In post","2023","Declared non-disabled","Communications","Outside London","EO","190","175","27820","27470"
"In post","2023","Declared non-disabled","Communications","Outside London","G6/G7","235","225","56870","55810"
"In post","2023","Declared non-disabled","Communications","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Outside London","SEO/HEO","725","680","37410","37680"
"In post","2023","Declared non-disabled","Communications","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","London","AA/AO","310","275","25560","25610"
"In post","2023","Declared non-disabled","Counter Fraud","London","EO","870","825","32440","32520"
"In post","2023","Declared non-disabled","Counter Fraud","London","G6/G7","275","260","66420","65230"
"In post","2023","Declared non-disabled","Counter Fraud","London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","London","SEO/HEO","910","880","41450","39790"
"In post","2023","Declared non-disabled","Counter Fraud","Outside London","AA/AO","1200","1040","22570","21690"
"In post","2023","Declared non-disabled","Counter Fraud","Outside London","EO","4090","3740","28420","28120"
"In post","2023","Declared non-disabled","Counter Fraud","Outside London","G6/G7","615","590","60470","57970"
"In post","2023","Declared non-disabled","Counter Fraud","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Outside London","SEO/HEO","3115","2960","36880","35000"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","London","AA/AO","240","220","26750","26920"
"In post","2023","Declared non-disabled","Debt","London","EO","95","90","32570","32540"
"In post","2023","Declared non-disabled","Debt","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Outside London","AA/AO","3270","2895","22220","22520"
"In post","2023","Declared non-disabled","Debt","Outside London","EO","795","725","28340","28120"
"In post","2023","Declared non-disabled","Debt","Outside London","G6/G7","30","30","60000","57970"
"In post","2023","Declared non-disabled","Debt","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Outside London","SEO/HEO","280","255","36470","35000"
"In post","2023","Declared non-disabled","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","AA/AO","55","50","26150","26560"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","EO","290","280","30670","30560"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","G6/G7","1440","1415","62630","61110"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","SCS level","110","110","97410","92520"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","SEO/HEO","1390","1365","41430","41870"
"In post","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","AA/AO","470","450","22070","22220"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","EO","2045","1935","28000","28090"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","G6/G7","3740","3655","57660","56100"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","SCS level","145","145","91720","84960"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","SEO/HEO","6960","6755","38210","38050"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","50","50","37230","33390"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Overseas","SEO/HEO","40","40","38970","37420"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data & Technology","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","London","AA/AO","70","65","26130","26560"
"In post","2023","Declared non-disabled","Finance","London","EO","225","215","30860","31190"
"In post","2023","Declared non-disabled","Finance","London","G6/G7","725","710","63780","62380"
"In post","2023","Declared non-disabled","Finance","London","SCS level","125","125","92140","83850"
"In post","2023","Declared non-disabled","Finance","London","SEO/HEO","885","865","41820","41910"
"In post","2023","Declared non-disabled","Finance","Outside London","AA/AO","1040","885","22530","22520"
"In post","2023","Declared non-disabled","Finance","Outside London","EO","1070","1010","27710","27850"
"In post","2023","Declared non-disabled","Finance","Outside London","G6/G7","1305","1265","58060","56870"
"In post","2023","Declared non-disabled","Finance","Outside London","SCS level","115","115","89550","80040"
"In post","2023","Declared non-disabled","Finance","Outside London","SEO/HEO","2920","2800","37930","37680"
"In post","2023","Declared non-disabled","Finance","Outside London","Unknown","45","45","53910","48680"
"In post","2023","Declared non-disabled","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Outside London","AA/AO","720","655","22130","22150"
"In post","2023","Declared non-disabled","Grants Management","Outside London","EO","375","355","26050","25920"
"In post","2023","Declared non-disabled","Grants Management","Outside London","G6/G7","50","45","53060","50340"
"In post","2023","Declared non-disabled","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Outside London","SEO/HEO","235","220","33030","31260"
"In post","2023","Declared non-disabled","Human Resources","London","AA/AO","50","45","26310","26400"
"In post","2023","Declared non-disabled","Human Resources","London","EO","270","255","30470","30260"
"In post","2023","Declared non-disabled","Human Resources","London","G6/G7","680","665","62450","60790"
"In post","2023","Declared non-disabled","Human Resources","London","SCS level","115","110","90310","82290"
"In post","2023","Declared non-disabled","Human Resources","London","SEO/HEO","820","790","40260","39220"
"In post","2023","Declared non-disabled","Human Resources","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Outside London","AA/AO","670","620","22280","22220"
"In post","2023","Declared non-disabled","Human Resources","Outside London","EO","1900","1795","28220","28120"
"In post","2023","Declared non-disabled","Human Resources","Outside London","G6/G7","1180","1135","57150","56000"
"In post","2023","Declared non-disabled","Human Resources","Outside London","SCS level","70","65","90220","82910"
"In post","2023","Declared non-disabled","Human Resources","Outside London","SEO/HEO","3185","3045","37040","35040"
"In post","2023","Declared non-disabled","Human Resources","Outside London","Unknown","65","60","39500","38790"
"In post","2023","Declared non-disabled","Human Resources","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Unknown","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","G6/G7","45","45","61160","58890"
"In post","2023","Declared non-disabled","Internal Audit","London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","London","SEO/HEO","65","65","44880","45540"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","G6/G7","105","100","57790","57610"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Outside London","SEO/HEO","210","195","41560","42700"
"In post","2023","Declared non-disabled","Internal Audit","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","London","AA/AO","265","245","24320","24480"
"In post","2023","Declared non-disabled","Legal","London","EO","545","520","29710","29530"
"In post","2023","Declared non-disabled","Legal","London","G6/G7","2125","1980","62920","64330"
"In post","2023","Declared non-disabled","Legal","London","SCS level","290","275","89980","84000"
"In post","2023","Declared non-disabled","Legal","London","SEO/HEO","400","385","38970","39450"
"In post","2023","Declared non-disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Outside London","AA/AO","865","785","22830","22870"
"In post","2023","Declared non-disabled","Legal","Outside London","EO","925","860","28240","28200"
