"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Blackburn with Darwen","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Blackburn with Darwen","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bradford","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bridgend and Neath Port Talbot","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","EO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Brighton and Hove","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","AA/AO","Female","30","30","22150","22870"
"In post","2023","Attorney General's Departments","Bristol, City of","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","EO","Female","30","30","27750","26900"
"In post","2023","Attorney General's Departments","Bristol, City of","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","G6/G7","Female","75","65","56000","52300"
"In post","2023","Attorney General's Departments","Bristol, City of","G6/G7","Male","45","45","58040","56450"
"In post","2023","Attorney General's Departments","Bristol, City of","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Bristol, City of","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Bromley","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Buckinghamshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Calderdale and Kirklees","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cambridgeshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Camden and City of London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","AA/AO","Female","45","40","23010","22870"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","Female","35","30","27860","27440"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","Female","65","55","55000","55040"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","G6/G7","Male","40","35","58420","56450"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Cardiff and Vale of Glamorgan","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Central Hampshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Central Hampshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Conwy and Denbighshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Female","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","EO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Croydon","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Darlington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Derby","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","EO","Female","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Devon CC","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dorset","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Dudley","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Durham","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Ealing","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Cumbria","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Derbyshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","AA/AO","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","EO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","East Kent","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Merseyside","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","East Surrey","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Haven Gateway","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Essex Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","EO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","G6/G7","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Flintshire and Wrexham","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gloucestershire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester North West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester South West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Gwent Valleys","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Haringey and Islington","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Harrow and Hillingdon","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hartlepool and Stockton-on-Tees","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","AA/AO","Female","40","35","24060","24480"
"In post","2023","Attorney General's Departments","Heart of Essex","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","EO","Female","35","30","29540","29850"
"In post","2023","Attorney General's Departments","Heart of Essex","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","G6/G7","Female","65","60","60290","57810"
"In post","2023","Attorney General's Departments","Heart of Essex","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Heart of Essex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, County of","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, County of","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","AA/AO","Female","35","30","23960","24480"
"In post","2023","Attorney General's Departments","Hertfordshire CC","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","EO","Female","30","25","29360","28870"
"In post","2023","Attorney General's Departments","Hertfordshire CC","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","G6/G7","Female","50","40","61150","63370"
"In post","2023","Attorney General's Departments","Hertfordshire CC","G6/G7","Male","40","40","61410","63370"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Hertfordshire CC","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hounslow and Richmond upon Thames","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Isle of Wight","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent Thames Gateway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","EO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Kingston upon Hull, City of","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancaster and Wyre","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","AA/AO","Female","60","55","22930","22870"
"In post","2023","Attorney General's Departments","Leeds","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","EO","Female","75","70","27690","26900"
"In post","2023","Attorney General's Departments","Leeds","EO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","G6/G7","Female","185","165","55710","53630"
"In post","2023","Attorney General's Departments","Leeds","G6/G7","Male","100","100","56700","56450"
"In post","2023","Attorney General's Departments","Leeds","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leeds","SEO/HEO","Female","60","60","37290","38350"
"In post","2023","Attorney General's Departments","Leeds","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","AA/AO","Female","35","30","22190","22870"
"In post","2023","Attorney General's Departments","Leicester","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","EO","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","G6/G7","Female","45","35","52620","51870"
"In post","2023","Attorney General's Departments","Leicester","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicester","SCS level","Female","[c]","[c]","[c]","[c]"
