"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Legal","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Education","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Education","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Education","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Transport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","AO","10","10","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","EO","15","15","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","G7","15","15","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","HEO","20","20","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Revenue and Customs","SEO","10","10","[c]","[c]"
"In post","2023","Black","Legal","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Gas and Electricity Markets","G7","10","10","[c]","[c]"
"In post","2023","Black","Legal","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","AO","10","10","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","EO","25","25","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","G6","5","5","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","G7","15","15","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","HEO","15","15","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Cabinet Office","SEO","5","5","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","AO","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","EO","55","55","28810","28720"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","G6","10","10","[c]","[c]"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","G7","80","80","56090","55120"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","HEO","110","110","34670","34670"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","SCS level","10","10","[c]","[c]"
"In post","2023","Black","No function","Department for Business, Energy and Industrial Strategy","SEO","85","85","41600","41360"
"In post","2023","Black","No function","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Digital, Culture, Media and Sport","EO","15","15","[c]","[c]"
"In post","2023","Black","No function","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Digital, Culture, Media and Sport","G7","10","10","[c]","[c]"
"In post","2023","Black","No function","Department for Digital, Culture, Media and Sport","HEO","30","30","35800","35620"
"In post","2023","Black","No function","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Education","EO","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Education","G6","5","5","[c]","[c]"
"In post","2023","Black","No function","Department for Education","G7","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Education","HEO","35","35","32890","32100"
"In post","2023","Black","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Education","SEO","35","35","40590","41440"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","AO","25","20","[c]","[c]"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","EO","50","45","29150","29080"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","G6","5","5","[c]","[c]"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","G7","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","HEO","40","40","33490","33830"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","SEO","30","30","[c]","[c]"
"In post","2023","Black","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","EO","20","20","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","G6","5","5","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","G7","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","HEO","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for International Trade","SEO","30","30","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","AO","10","10","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","EO","20","20","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","G6","5","5","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","G7","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","HEO","35","35","33900","34310"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Levelling Up, Housing and Communities","SEO","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Transport","AO","45","40","26160","22500"
"In post","2023","Black","No function","Department for Transport","EO","50","50","31040","31360"
"In post","2023","Black","No function","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Transport","G7","15","15","[c]","[c]"
"In post","2023","Black","No function","Department for Transport","HEO","25","25","[c]","[c]"
"In post","2023","Black","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Transport","SEO","20","20","[c]","[c]"
"In post","2023","Black","No function","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Work and Pensions","AO","610","545","23460","22990"
"In post","2023","Black","No function","Department for Work and Pensions","EO","2035","1900","30810","32520"
"In post","2023","Black","No function","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Work and Pensions","G7","10","10","[c]","[c]"
"In post","2023","Black","No function","Department for Work and Pensions","HEO","150","145","37660","39150"
"In post","2023","Black","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department for Work and Pensions","SEO","35","30","50270","43760"
"In post","2023","Black","No function","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Department of Health and Social Care","AO","25","25","[c]","[c]"
"In post","2023","Black","No function","Department of Health and Social Care","EO","70","70","28420","28770"
"In post","2023","Black","No function","Department of Health and Social Care","G6","15","15","[c]","[c]"
"In post","2023","Black","No function","Department of Health and Social Care","G7","50","50","55290","54690"
"In post","2023","Black","No function","Department of Health and Social Care","HEO","80","75","34140","34100"
"In post","2023","Black","No function","Department of Health and Social Care","SCS level","20","20","[c]","[c]"
"In post","2023","Black","No function","Department of Health and Social Care","SEO","85","85","41290","41280"
"In post","2023","Black","No function","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Food Standards Agency","EO","10","10","[c]","[c]"
"In post","2023","Black","No function","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Food Standards Agency","HEO","15","15","[c]","[c]"
"In post","2023","Black","No function","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Food Standards Agency","SEO","10","10","[c]","[c]"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","AO","15","15","[c]","[c]"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","EO","20","20","[c]","[c]"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","G6","5","5","[c]","[c]"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","G7","30","30","56920","57710"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","HEO","45","45","37350","36620"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Foreign, Commonwealth and Development Office","SEO","10","10","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","AO","20","20","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","EO","15","15","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","HEO","5","5","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Revenue and Customs","AA","5","5","[c]","[c]"
"In post","2023","Black","No function","HM Revenue and Customs","AO","265","250","23170","22520"
"In post","2023","Black","No function","HM Revenue and Customs","EO","265","260","29630","28130"
"In post","2023","Black","No function","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Revenue and Customs","G7","40","40","61280","62770"
"In post","2023","Black","No function","HM Revenue and Customs","HEO","280","275","37300","36990"
"In post","2023","Black","No function","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Revenue and Customs","SEO","65","65","44670","45560"
"In post","2023","Black","No function","HM Treasury","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Treasury","EO","15","15","[c]","[c]"
"In post","2023","Black","No function","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Treasury","G7","5","5","[c]","[c]"
"In post","2023","Black","No function","HM Treasury","HEO","5","5","[c]","[c]"
"In post","2023","Black","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Home Office","AA","40","35","23120","23500"
"In post","2023","Black","No function","Home Office","AO","320","280","25280","26400"
"In post","2023","Black","No function","Home Office","EO","675","630","29360","29940"
"In post","2023","Black","No function","Home Office","G6","10","10","[c]","[c]"
"In post","2023","Black","No function","Home Office","G7","75","75","59860","59290"
"In post","2023","Black","No function","Home Office","HEO","295","290","35620","36180"
"In post","2023","Black","No function","Home Office","SCS level","5","5","[c]","[c]"
"In post","2023","Black","No function","Home Office","SEO","170","170","43590","43210"
"In post","2023","Black","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Ministry of Defence","AA","20","20","[c]","[c]"
"In post","2023","Black","No function","Ministry of Defence","AO","110","105","23830","23480"
"In post","2023","Black","No function","Ministry of Defence","EO","35","35","29260","29520"
"In post","2023","Black","No function","Ministry of Defence","G6","10","5","[c]","[c]"
"In post","2023","Black","No function","Ministry of Defence","G7","15","15","[c]","[c]"
"In post","2023","Black","No function","Ministry of Defence","HEO","70","70","34930","34000"
"In post","2023","Black","No function","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Ministry of Defence","SEO","55","55","44810","43170"
"In post","2023","Black","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Ministry of Justice","AA","375","360","24450","23670"
"In post","2023","Black","No function","Ministry of Justice","AO","1510","1425","29120","28880"
"In post","2023","Black","No function","Ministry of Justice","EO","435","425","31610","29660"
"In post","2023","Black","No function","Ministry of Justice","G6","10","10","[c]","[c]"
"In post","2023","Black","No function","Ministry of Justice","G7","45","45","60200","57340"
"In post","2023","Black","No function","Ministry of Justice","HEO","270","260","37150","35410"
"In post","2023","Black","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Ministry of Justice","SEO","160","155","47780","46500"
"In post","2023","Black","No function","Ministry of Justice","Unknown","1300","1250","31990","29300"
"In post","2023","Black","No function","National Crime Agency","AO","15","15","[c]","[c]"
"In post","2023","Black","No function","National Crime Agency","EO","35","35","36440","37550"
"In post","2023","Black","No function","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","National Crime Agency","HEO","20","20","[c]","[c]"
"In post","2023","Black","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","AO","5","5","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","EO","10","10","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","G7","10","10","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","HEO","5","5","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office for Standards in Education, Children's Services and Skills","SEO","30","30","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","EO","15","15","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","G7","10","10","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","No function","Office of Qualifications and Examinations Regulation","HEO","5","5","[c]","[c]"
