"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","White","No function","Cabinet Office","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Cabinet Office","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Charity Commission","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Charity Commission","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","AO","80","[c]","22010","21380"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","EO","55","[c]","26670","25610"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","HEO","90","[c]","32960","31620"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Business, Energy and Industrial Strategy","SEO","50","[c]","42420","41060"
"New entrant CS","2023","White","No function","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Digital, Culture, Media and Sport","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Digital, Culture, Media and Sport","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Digital, Culture, Media and Sport","HEO","35","[c]","34310","35040"
"New entrant CS","2023","White","No function","Department for Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Education","EO","35","[c]","25980","25900"
"New entrant CS","2023","White","No function","Department for Education","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Education","HEO","40","[c]","31400","30330"
"New entrant CS","2023","White","No function","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Education","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","AO","180","[c]","22990","22150"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","EO","140","[c]","26740","25920"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","G7","70","[c]","52430","53290"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","HEO","150","[c]","31960","31390"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","SEO","125","[c]","39260","38410"
"New entrant CS","2023","White","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for International Trade","EO","45","[c]","27730","28140"
"New entrant CS","2023","White","No function","Department for International Trade","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for International Trade","G7","55","[c]","55550","55370"
"New entrant CS","2023","White","No function","Department for International Trade","HEO","80","[c]","33560","33670"
"New entrant CS","2023","White","No function","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for International Trade","SEO","160","[c]","41610","41910"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","G6","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","G7","60","[c]","45210","43740"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","HEO","35","[c]","32800","33880"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Levelling Up, Housing and Communities","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Transport","AA","85","[c]","18990","19000"
"New entrant CS","2023","White","No function","Department for Transport","AO","440","[c]","23410","22500"
"New entrant CS","2023","White","No function","Department for Transport","EO","130","[c]","27460","26780"
"New entrant CS","2023","White","No function","Department for Transport","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Transport","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Transport","HEO","55","[c]","33650","35040"
"New entrant CS","2023","White","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Transport","SEO","45","[c]","41580","39820"
"New entrant CS","2023","White","No function","Department for Work and Pensions","AO","660","[c]","21680","21690"
"New entrant CS","2023","White","No function","Department for Work and Pensions","EO","445","[c]","28040","28120"
"New entrant CS","2023","White","No function","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Work and Pensions","HEO","75","[c]","33750","33310"
"New entrant CS","2023","White","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department for Work and Pensions","SEO","45","[c]","49220","46320"
"New entrant CS","2023","White","No function","Department of Health and Social Care","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department of Health and Social Care","AO","30","[c]","21880","20880"
"New entrant CS","2023","White","No function","Department of Health and Social Care","EO","60","[c]","26210","25190"
"New entrant CS","2023","White","No function","Department of Health and Social Care","G6","30","[c]","69940","67570"
"New entrant CS","2023","White","No function","Department of Health and Social Care","G7","50","[c]","52970","53400"
"New entrant CS","2023","White","No function","Department of Health and Social Care","HEO","75","[c]","32340","32980"
"New entrant CS","2023","White","No function","Department of Health and Social Care","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Department of Health and Social Care","SEO","55","[c]","40240","40590"
"New entrant CS","2023","White","No function","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Food Standards Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Food Standards Agency","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Food Standards Agency","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Land Registry","AO","65","[c]","23540","23390"
"New entrant CS","2023","White","No function","HM Land Registry","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Revenue and Customs","AO","715","[c]","22560","22520"
"New entrant CS","2023","White","No function","HM Revenue and Customs","EO","80","[c]","27830","27650"
"New entrant CS","2023","White","No function","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Revenue and Customs","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Revenue and Customs","HEO","85","[c]","35120","34400"
"New entrant CS","2023","White","No function","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Treasury","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Treasury","EO","35","[c]","26240","25460"
"New entrant CS","2023","White","No function","HM Treasury","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Treasury","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Treasury","HEO","70","[c]","30940","29970"
"New entrant CS","2023","White","No function","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Home Office","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Home Office","AO","570","[c]","22660","22400"
"New entrant CS","2023","White","No function","Home Office","EO","585","[c]","26690","25750"
"New entrant CS","2023","White","No function","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Home Office","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Home Office","HEO","55","[c]","33480","32160"
"New entrant CS","2023","White","No function","Home Office","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Home Office","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Defence","AA","110","[c]","20580","20540"
"New entrant CS","2023","White","No function","Ministry of Defence","AO","450","[c]","22140","22220"
"New entrant CS","2023","White","No function","Ministry of Defence","EO","185","[c]","28300","27140"
"New entrant CS","2023","White","No function","Ministry of Defence","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Defence","G7","50","[c]","58830","56000"
"New entrant CS","2023","White","No function","Ministry of Defence","HEO","315","[c]","34520","33830"
"New entrant CS","2023","White","No function","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Defence","SEO","170","[c]","43810","43890"
"New entrant CS","2023","White","No function","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Justice","AA","1145","[c]","22760","23230"
"New entrant CS","2023","White","No function","Ministry of Justice","AO","3385","[c]","27640","28880"
"New entrant CS","2023","White","No function","Ministry of Justice","EO","260","[c]","28200","28480"
"New entrant CS","2023","White","No function","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Justice","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Justice","HEO","170","[c]","33280","33200"
"New entrant CS","2023","White","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Ministry of Justice","SEO","55","[c]","44000","44330"
"New entrant CS","2023","White","No function","Ministry of Justice","Unknown","2360","[c]","23000","23640"
"New entrant CS","2023","White","No function","National Crime Agency","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","National Crime Agency","EO","205","[c]","34550","34670"
"New entrant CS","2023","White","No function","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","National Crime Agency","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","National Crime Agency","HEO","55","[c]","42200","42110"
"New entrant CS","2023","White","No function","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","National Crime Agency","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","AO","35","[c]","22540","22260"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","G7","115","[c]","75930","77470"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office for Standards in Education, Children's Services and Skills","SEO","105","[c]","49750","47750"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","EO","70","[c]","25250","25000"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Gas and Electricity Markets","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Qualifications and Examinations Regulation","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Rail and Road","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Scottish Government","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Scottish Government","AO","185","[c]","22850","22180"
"New entrant CS","2023","White","No function","Scottish Government","EO","35","[c]","28300","28700"
"New entrant CS","2023","White","No function","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Scottish Government","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","The National Archives","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","The National Archives","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","The National Archives","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","The National Archives","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","UK Statistics Authority","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","UK Statistics Authority","AO","265","[c]","21440","21200"
"New entrant CS","2023","White","No function","UK Statistics Authority","EO","30","[c]","24850","24840"
"New entrant CS","2023","White","No function","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","UK Statistics Authority","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","UK Statistics Authority","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","UK Statistics Authority","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Water Services Regulation Authority","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Cabinet Office","HEO","75","[c]","28840","28840"
"New entrant CS","2023","White","Project Delivery","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Chancellor's other departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Competition and Markets Authority","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Education","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Education","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Education","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Education","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Education","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Environment, Food and Rural Affairs","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for International Trade","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Transport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Transport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Department of Health and Social Care","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Estyn","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Estyn","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Foreign, Commonwealth and Development Office","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Revenue and Customs","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Revenue and Customs","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","HM Treasury","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Home Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Home Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","AO","35","[c]","22080","22220"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","EO","70","[c]","25960","26000"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","G7","55","[c]","51270","52000"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","HEO","125","[c]","32050","32500"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","SEO","90","[c]","40440","40850"
