"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","No function","National Crime Agency","10","[c]","52970","41910"
"Leaver Dept.","2023","50-59","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","No function","UK Statistics Authority","15","[c]","31030","21200"
"Leaver Dept.","2023","50-59","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Department for Work and Pensions","10","[c]","37300","35880"
"Leaver Dept.","2023","50-59","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","HM Revenue and Customs","15","[c]","29880","26020"
"Leaver Dept.","2023","50-59","Property","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Cabinet Office","15","[c]","41800","36910"
"Leaver Dept.","2023","50-59","Security","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Security","Ministry of Defence","10","[c]","31360","27500"
"Leaver Dept.","2023","50-59","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Department for Work and Pensions","10","[c]","47760","44160"
"Leaver Dept.","2023","50-59","Unknown","Department of Health and Social Care","35","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Scottish Government","15","[c]","49020","49620"
"Leaver Dept.","2023","50-59","Unknown","Welsh Government","10","[c]","48830","45840"
"Leaver Dept.","2023","60-64","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Department for Work and Pensions","60","[c]","27490","27570"
"Leaver Dept.","2023","60-64","No function","Department of Health and Social Care","5","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Home Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","No function","Ministry of Justice","30","[c]","26330","21780"
"Leaver Dept.","2023","60-64","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","65+","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Department for Environment, Food and Rural Affairs","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Department of Health and Social Care","30","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Ministry of Defence","15","[c]","23830","23340"
"New entrant CS","2023","16-19","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Analysis","UK Statistics Authority","10","[c]","24530","24840"
"New entrant CS","2023","16-19","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Debt","Department for Work and Pensions","10","[c]","21650","21690"
"New entrant CS","2023","16-19","Debt","HM Revenue and Customs","40","[c]","22740","22520"
"New entrant CS","2023","16-19","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Finance","Ministry of Defence","15","[c]","20110","19460"
"New entrant CS","2023","16-19","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Grants Management","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Attorney General's Departments","45","[c]","21020","20980"
"New entrant CS","2023","16-19","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Department for Environment, Food and Rural Affairs","15","[c]","24160","24320"
"New entrant CS","2023","16-19","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Department for Transport","70","[c]","21930","22500"
"New entrant CS","2023","16-19","No function","Department for Work and Pensions","35","[c]","22240","21690"
"New entrant CS","2023","16-19","No function","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","HM Revenue and Customs","65","[c]","22820","22520"
"New entrant CS","2023","16-19","No function","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Home Office","125","[c]","23550","22400"
"New entrant CS","2023","16-19","No function","Ministry of Defence","75","[c]","19790","19230"
"New entrant CS","2023","16-19","No function","Ministry of Justice","340","[c]","25540","23640"
"New entrant CS","2023","16-19","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","Scottish Government","10","[c]","23960","24710"
"New entrant CS","2023","16-19","No function","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","No function","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Project Delivery","Ministry of Defence","20","[c]","18740","18280"
"New entrant CS","2023","16-19","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","HM Revenue and Customs","20","[c]","23730","22520"
"New entrant CS","2023","16-19","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Property","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Ministry of Defence","35","[c]","18450","17410"
"New entrant CS","2023","16-19","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Unknown","Scottish Government","30","[c]","22300","22180"
"New entrant CS","2023","16-19","Unknown","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Cabinet Office","35","[c]","28790","28840"
"New entrant CS","2023","20-29","Analysis","Chancellor's other departments","20","[c]","32210","30090"
"New entrant CS","2023","20-29","Analysis","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Competition and Markets Authority","20","[c]","33650","34110"
"New entrant CS","2023","20-29","Analysis","Department for Business, Energy and Industrial Strategy","45","[c]","33900","34480"
"New entrant CS","2023","20-29","Analysis","Department for Digital, Culture, Media and Sport","15","[c]","36810","39040"
"New entrant CS","2023","20-29","Analysis","Department for Education","20","[c]","30820","33950"
"New entrant CS","2023","20-29","Analysis","Department for Environment, Food and Rural Affairs","20","[c]","26010","25920"
"New entrant CS","2023","20-29","Analysis","Department for International Trade","30","[c]","33510","35010"
"New entrant CS","2023","20-29","Analysis","Department for Levelling Up, Housing and Communities","45","[c]","30990","28410"
"New entrant CS","2023","20-29","Analysis","Department for Transport","40","[c]","30710","29970"
"New entrant CS","2023","20-29","Analysis","Department for Work and Pensions","55","[c]","32810","34170"
"New entrant CS","2023","20-29","Analysis","Department of Health and Social Care","15","[c]","30190","28220"
"New entrant CS","2023","20-29","Analysis","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","HM Land Registry","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","HM Revenue and Customs","75","[c]","34740","34400"
"New entrant CS","2023","20-29","Analysis","HM Treasury","40","[c]","28820","23210"
"New entrant CS","2023","20-29","Analysis","Home Office","55","[c]","28800","29750"
"New entrant CS","2023","20-29","Analysis","Ministry of Defence","155","[c]","28600","27330"
"New entrant CS","2023","20-29","Analysis","Ministry of Justice","90","[c]","35290","35410"
"New entrant CS","2023","20-29","Analysis","Office for Standards in Education, Children's Services and Skills","30","[c]","32270","32800"
"New entrant CS","2023","20-29","Analysis","Office of Gas and Electricity Markets","20","[c]","29960","29480"
"New entrant CS","2023","20-29","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Analysis","UK Statistics Authority","155","[c]","28490","31060"
"New entrant CS","2023","20-29","Analysis","Water Services Regulation Authority","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Cabinet Office","40","[c]","31480","28840"
"New entrant CS","2023","20-29","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Department for Education","10","[c]","31460","30330"
"New entrant CS","2023","20-29","Commercial","Department for Environment, Food and Rural Affairs","15","[c]","30950","30320"
"New entrant CS","2023","20-29","Commercial","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Department for Transport","10","[c]","32130","31350"
"New entrant CS","2023","20-29","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Department of Health and Social Care","10","[c]","32160","32980"
"New entrant CS","2023","20-29","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Commercial","Ministry of Defence","120","[c]","27410","27080"
