"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Other ethnicity","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Inner London - East","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Inner London - West","20","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Outer London - West and North West","10","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Other ethnicity","Operational Delivery","Surrey, East and West Sussex","10","[c]","[c]","[c]"
