"Status","Year","Profession_of_post","Region_ITL1","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","Outside London","SEO/HEO","75","75","37270","37590"
"In post","2023","Communications","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","AA/AO","10","10","22150","22020"
"In post","2023","Communications","North West (England)","Outside London","EO","35","35","27210","26940"
"In post","2023","Communications","North West (England)","Outside London","G6/G7","55","55","57770","55340"
"In post","2023","Communications","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","Outside London","SEO/HEO","150","145","37110","37300"
"In post","2023","Communications","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Outside London","SEO/HEO","20","20","38200","38370"
"In post","2023","Communications","Overseas","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","Outside London","EO","15","15","28600","27600"
"In post","2023","Communications","Scotland","Outside London","G6/G7","20","20","58940","57380"
"In post","2023","Communications","Scotland","Outside London","SEO/HEO","65","60","37390","38050"
"In post","2023","Communications","South East (England)","Outside London","AA/AO","30","30","22790","22220"
"In post","2023","Communications","South East (England)","Outside London","EO","70","65","28350","27600"
"In post","2023","Communications","South East (England)","Outside London","G6/G7","35","35","57280","56180"
"In post","2023","Communications","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South East (England)","Outside London","SEO/HEO","150","140","36850","36300"
"In post","2023","Communications","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Outside London","AA/AO","25","20","22500","22220"
"In post","2023","Communications","South West (England)","Outside London","EO","60","55","27530","27450"
"In post","2023","Communications","South West (England)","Outside London","G6/G7","50","50","56390","55470"
"In post","2023","Communications","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","Outside London","SEO/HEO","180","170","36400","37300"
"In post","2023","Communications","South West (England)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","AA/AO","35","30","23360","22500"
"In post","2023","Communications","Wales","Outside London","EO","85","80","28220","27450"
"In post","2023","Communications","Wales","Outside London","G6/G7","75","75","58100","57860"
"In post","2023","Communications","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","Outside London","SEO/HEO","230","215","38810","39690"
"In post","2023","Communications","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","AA/AO","10","10","21730","22220"
"In post","2023","Communications","West Midlands (England)","Outside London","EO","25","25","27160","27140"
"In post","2023","Communications","West Midlands (England)","Outside London","G6/G7","40","40","55570","54440"
"In post","2023","Communications","West Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","Outside London","SEO/HEO","95","90","37260","37300"
"In post","2023","Communications","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","EO","15","15","26930","26920"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","G6/G7","45","45","56910","54300"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","SEO/HEO","120","115","39600","39730"
"In post","2023","Communications","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","London","London","EO","10","10","[c]","[c]"
"In post","2023","Corporate Finance","London","London","G6/G7","25","25","75710","70650"
"In post","2023","Corporate Finance","London","London","SCS level","5","5","[c]","[c]"
"In post","2023","Corporate Finance","London","London","SEO/HEO","30","30","39740","38550"
"In post","2023","Corporate Finance","North West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South East (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","South West (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Corporate Finance","West Midlands (England)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","AA/AO","55","45","21870","21690"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","EO","295","270","28160","28120"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","G6/G7","15","15","63260","59290"
"In post","2023","Counter Fraud","East Midlands (England)","Outside London","SEO/HEO","175","165","36230","34700"
"In post","2023","Counter Fraud","East of England","Outside London","AA/AO","85","80","23260","22520"
"In post","2023","Counter Fraud","East of England","Outside London","EO","265","250","29820","29730"
"In post","2023","Counter Fraud","East of England","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East of England","Outside London","SEO/HEO","105","100","36650","36990"
"In post","2023","Counter Fraud","London","London","AA/AO","330","290","25310","25610"
"In post","2023","Counter Fraud","London","London","EO","795","755","32210","32520"
"In post","2023","Counter Fraud","London","London","G6/G7","160","155","65420","65230"
"In post","2023","Counter Fraud","London","London","SCS level","15","15","93850","84930"
"In post","2023","Counter Fraud","London","London","SEO/HEO","670","650","40960","39790"
"In post","2023","Counter Fraud","North East (England)","Outside London","AA/AO","105","85","21600","21690"
"In post","2023","Counter Fraud","North East (England)","Outside London","EO","505","470","27970","28120"
"In post","2023","Counter Fraud","North East (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","Outside London","SEO/HEO","185","175","35280","34170"
"In post","2023","Counter Fraud","North West (England)","Outside London","AA/AO","85","80","21800","21690"
"In post","2023","Counter Fraud","North West (England)","Outside London","EO","550","500","28110","28120"
"In post","2023","Counter Fraud","North West (England)","Outside London","G6/G7","40","40","58360","57970"
"In post","2023","Counter Fraud","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","Outside London","SEO/HEO","345","325","36580","34970"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","EO","70","65","27800","28000"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","SEO/HEO","35","35","36770","35000"
"In post","2023","Counter Fraud","Scotland","Outside London","AA/AO","240","215","21740","21690"
"In post","2023","Counter Fraud","Scotland","Outside London","EO","435","400","27950","28120"
"In post","2023","Counter Fraud","Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","Outside London","SEO/HEO","155","145","35550","34170"
"In post","2023","Counter Fraud","South East (England)","Outside London","AA/AO","295","255","24530","25610"
"In post","2023","Counter Fraud","South East (England)","Outside London","EO","455","415","29780","28410"
"In post","2023","Counter Fraud","South East (England)","Outside London","G6/G7","20","15","61150","57970"
"In post","2023","Counter Fraud","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","Outside London","SEO/HEO","200","195","37410","37520"
"In post","2023","Counter Fraud","South West (England)","Outside London","AA/AO","40","30","21760","21690"
"In post","2023","Counter Fraud","South West (England)","Outside London","EO","325","290","28160","28120"
"In post","2023","Counter Fraud","South West (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","Outside London","SEO/HEO","140","135","36200","34700"
"In post","2023","Counter Fraud","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","AA/AO","200","180","22120","21690"
"In post","2023","Counter Fraud","Wales","Outside London","EO","340","305","27830","28120"
"In post","2023","Counter Fraud","Wales","Outside London","G6/G7","10","10","59990","57970"
"In post","2023","Counter Fraud","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","Outside London","SEO/HEO","185","175","35860","34700"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","AA/AO","90","75","21920","21690"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","EO","405","365","28280","28120"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","G6/G7","25","25","58600","57970"
"In post","2023","Counter Fraud","West Midlands (England)","Outside London","SEO/HEO","235","220","35700","34170"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","AA/AO","85","70","21790","21690"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","EO","465","420","28140","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","G6/G7","45","40","59560","57970"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","Outside London","SEO/HEO","265","260","36660","35000"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","AA/AO","20","20","22820","22900"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","EO","85","80","28250","28120"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","G6/G7","95","95","57280","54210"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Midlands (England)","Outside London","SEO/HEO","210","205","37530","37300"
"In post","2023","Digital, Data and Technology","East of England","Outside London","AA/AO","25","25","22900","22220"
"In post","2023","Digital, Data and Technology","East of England","Outside London","EO","135","130","29010","28120"
"In post","2023","Digital, Data and Technology","East of England","Outside London","G6/G7","90","85","55830","54260"
"In post","2023","Digital, Data and Technology","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East of England","Outside London","SEO/HEO","280","270","37230","37300"
"In post","2023","Digital, Data and Technology","London","London","AA/AO","55","55","25900","25900"
"In post","2023","Digital, Data and Technology","London","London","EO","420","410","30920","30560"
"In post","2023","Digital, Data and Technology","London","London","G6/G7","2335","2295","62980","61530"
"In post","2023","Digital, Data and Technology","London","London","SCS level","170","165","99700","94330"
"In post","2023","Digital, Data and Technology","London","London","SEO/HEO","2320","2280","41030","41780"
"In post","2023","Digital, Data and Technology","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","AA/AO","50","50","21740","21690"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","EO","335","315","27970","28120"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","G6/G7","785","770","58690","56870"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","SCS level","30","30","88960","80500"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","SEO/HEO","1225","1185","37750","37760"
"In post","2023","Digital, Data and Technology","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","AA/AO","50","45","22020","21690"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","EO","510","485","27780","28120"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","G6/G7","1095","1075","58330","56460"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","SCS level","40","35","97110","93400"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","SEO/HEO","1765","1730","37320","37590"
"In post","2023","Digital, Data and Technology","North West (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","G6/G7","15","15","59810","56870"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","SEO/HEO","50","50","36150","35000"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","EO","15","15","43110","38680"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","SEO/HEO","25","25","44350","43670"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","AA/AO","50","50","24650","24710"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","EO","225","220","29890","28540"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","G6/G7","225","225","57640","56570"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Scotland","Outside London","SEO/HEO","535","530","39440","38170"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","AA/AO","35","35","23690","22220"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","EO","240","225","28210","27470"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","G6/G7","300","295","57830","56760"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","SCS level","20","20","92720","87460"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","SEO/HEO","615","600","37940","37520"
"In post","2023","Digital, Data and Technology","South East (England)","Outside London","Unknown","15","15","25300","23800"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","AA/AO","120","115","22620","22220"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","EO","470","450","28680","28080"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","G6/G7","615","605","56860","56040"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","SCS level","35","35","103290","100450"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","SEO/HEO","1545","1490","38920","39460"
"In post","2023","Digital, Data and Technology","South West (England)","Outside London","Unknown","45","40","40220","39460"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","G6/G7","15","15","60220","57970"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","SEO/HEO","15","15","38170","38470"
"In post","2023","Digital, Data and Technology","Wales","Outside London","AA/AO","95","95","23470","22500"
"In post","2023","Digital, Data and Technology","Wales","Outside London","EO","425","410","28130","27450"
"In post","2023","Digital, Data and Technology","Wales","Outside London","G6/G7","585","575","60080","59030"
"In post","2023","Digital, Data and Technology","Wales","Outside London","SCS level","20","20","88940","81600"
"In post","2023","Digital, Data and Technology","Wales","Outside London","SEO/HEO","1315","1290","39970","39640"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","AA/AO","55","55","22490","22220"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","EO","230","225","27800","27650"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","G6/G7","420","415","57830","56870"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","SCS level","30","30","86780","79380"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","SEO/HEO","780","760","38100","37590"
"In post","2023","Digital, Data and Technology","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","AA/AO","25","20","22350","22520"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","EO","245","230","27880","28120"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","G6/G7","695","685","58240","56500"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","SCS level","25","25","89570","90000"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","SEO/HEO","795","770","37480","37680"
"In post","2023","Digital, Data and Technology","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Midlands (England)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Midlands (England)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East of England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","London","London","AA/AO","25","25","25020","23210"
"In post","2023","Economics","London","London","EO","115","115","28720","28940"
"In post","2023","Economics","London","London","G6/G7","755","730","61840","59370"
"In post","2023","Economics","London","London","SCS level","100","95","91710","83420"
"In post","2023","Economics","London","London","SEO/HEO","620","615","38210","36710"
"In post","2023","Economics","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","Outside London","AA/AO","10","10","21710","21200"
"In post","2023","Economics","North East (England)","Outside London","EO","10","10","25090","24840"
"In post","2023","Economics","North East (England)","Outside London","G6/G7","10","10","61640","60120"
"In post","2023","Economics","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North East (England)","Outside London","SEO/HEO","15","15","33410","31930"
"In post","2023","Economics","North West (England)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","Outside London","EO","20","20","26990","27290"
"In post","2023","Economics","North West (England)","Outside London","G6/G7","25","25","57510","55780"
"In post","2023","Economics","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","North West (England)","Outside London","SEO/HEO","60","60","37140","35000"
"In post","2023","Economics","Northern Ireland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","G6/G7","15","15","59070","56470"
"In post","2023","Economics","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Scotland","Outside London","SEO/HEO","20","20","35810","34620"
"In post","2023","Economics","South East (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South East (England)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Economics","South East (England)","Outside London","SEO/HEO","20","20","32940","31560"
