"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","Heterosexual / straight","245","245","76220","77470"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Heterosexual / straight","210","205","47440","52750"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","EO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","G6/G7","Heterosexual / straight","65","60","62060","60000"
"In post","2023","50-59","Office of Gas and Electricity Markets","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","G6/G7","Unknown","35","35","63910","64670"
"In post","2023","50-59","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Gas and Electricity Markets","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","G6/G7","Heterosexual / straight","30","30","63320","61130"
"In post","2023","50-59","Office of Rail and Road","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of Rail and Road","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","AA/AO","Heterosexual / straight","95","90","21780","21780"
"In post","2023","50-59","Office of the Public Guardian","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","EO","Heterosexual / straight","65","65","25990","25830"
"In post","2023","50-59","Office of the Public Guardian","EO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","EO","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","SEO/HEO","Heterosexual / straight","35","30","33600","31270"
"In post","2023","50-59","Office of the Public Guardian","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Office of the Public Guardian","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Scottish Charity Regulator","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office of the Secretary of State for Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","G6/G7","Heterosexual / straight","125","115","61990","60050"
"In post","2023","50-59","Planning Inspectorate","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SEO/HEO","Undeclared","10","5","[c]","[c]"
"In post","2023","50-59","Planning Inspectorate","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Queen Elizabeth II Centre","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
