"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","HM Treasury (excl. agencies)","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","Heterosexual / straight","35","30","36650","39050"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","HM Treasury (excl. agencies)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","AA/AO","Heterosexual / straight","80","75","23340","23500"
"In post","2023","50-59","Health and Safety Executive","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","EO","Heterosexual / straight","110","100","28970","29150"
"In post","2023","50-59","Health and Safety Executive","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","EO","Undeclared","35","35","28900","29540"
"In post","2023","50-59","Health and Safety Executive","EO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","G6/G7","Heterosexual / straight","185","180","63120","59700"
"In post","2023","50-59","Health and Safety Executive","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","G6/G7","Undeclared","45","45","64580","60110"
"In post","2023","50-59","Health and Safety Executive","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","Heterosexual / straight","340","325","46670","44670"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","Undeclared","85","80","44860","46780"
"In post","2023","50-59","Health and Safety Executive","SEO/HEO","Unknown","30","30","47720","47250"
"In post","2023","50-59","Home Office","AA/AO","Heterosexual / straight","1335","1195","23140","22400"
"In post","2023","50-59","Home Office","AA/AO","LGBO","40","35","22720","22400"
"In post","2023","50-59","Home Office","AA/AO","Undeclared","195","175","23680","22400"
"In post","2023","50-59","Home Office","AA/AO","Unknown","420","395","23060","22400"
"In post","2023","50-59","Home Office","EO","Heterosexual / straight","2990","2775","28000","27550"
"In post","2023","50-59","Home Office","EO","LGBO","85","80","27740","27310"
"In post","2023","50-59","Home Office","EO","Undeclared","630","580","28370","27650"
"In post","2023","50-59","Home Office","EO","Unknown","710","625","28390","26070"
"In post","2023","50-59","Home Office","G6/G7","Heterosexual / straight","865","850","62660","59570"
"In post","2023","50-59","Home Office","G6/G7","LGBO","35","35","62760","59510"
"In post","2023","50-59","Home Office","G6/G7","Undeclared","160","155","62740","59510"
"In post","2023","50-59","Home Office","G6/G7","Unknown","115","115","61590","59290"
"In post","2023","50-59","Home Office","SCS level","Heterosexual / straight","95","95","93360","85720"
"In post","2023","50-59","Home Office","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Home Office","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Home Office","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Home Office","SEO/HEO","Heterosexual / straight","2110","2060","37770","36800"
"In post","2023","50-59","Home Office","SEO/HEO","LGBO","80","80","36970","36310"
"In post","2023","50-59","Home Office","SEO/HEO","Undeclared","440","430","38220","37720"
"In post","2023","50-59","Home Office","SEO/HEO","Unknown","175","170","37120","36180"
"In post","2023","50-59","Home Office","Unknown","Heterosexual / straight","35","35","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","Heterosexual / straight","35","35","57570","52110"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Institute for Apprenticeships and Technical Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","EO","Heterosexual / straight","55","50","26890","25040"
"In post","2023","50-59","Intellectual Property Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","EO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","G6/G7","Heterosexual / straight","70","70","63000","61980"
"In post","2023","50-59","Intellectual Property Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","G6/G7","Unknown","40","35","62760","61980"
"In post","2023","50-59","Intellectual Property Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","Heterosexual / straight","75","70","40760","41450"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Intellectual Property Office","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","AA/AO","Heterosexual / straight","65","60","21750","21780"
"In post","2023","50-59","Legal Aid Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","EO","Heterosexual / straight","80","75","26470","25830"
"In post","2023","50-59","Legal Aid Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","G6/G7","Heterosexual / straight","30","30","60730","59380"
"In post","2023","50-59","Legal Aid Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","Heterosexual / straight","65","65","37640","37680"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Legal Aid Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","Heterosexual / straight","35","35","22500","22500"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","Heterosexual / straight","45","40","27170","27260"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","Heterosexual / straight","40","40","58370","57570"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","Heterosexual / straight","110","110","37970","39820"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","50-59","Maritime and Coastguard Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","EO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","Heterosexual / straight","60","60","62630","63390"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Heterosexual / straight","35","35","90060","87830"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Heterosexual / straight","60","60","39500","41190"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Met Office","AA/AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","Met Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Met Office","G6/G7","Heterosexual / straight","180","175","53660","49540"
"In post","2023","50-59","Met Office","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","G6/G7","Undeclared","35","35","53480","50150"
"In post","2023","50-59","Met Office","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Met Office","SEO/HEO","Heterosexual / straight","225","215","38110","38200"
"In post","2023","50-59","Met Office","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Met Office","SEO/HEO","Undeclared","55","55","38790","39650"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","Heterosexual / straight","4095","3975","24090","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","LGBO","60","60","23460","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","Undeclared","550","530","25450","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","AA/AO","Unknown","530","515","24860","22220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","Heterosexual / straight","1975","1940","29740","27470"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","Undeclared","325","320","30680","28170"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","EO","Unknown","215","210","30580","28070"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","Heterosexual / straight","970","950","63350","60220"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","Undeclared","160","155","63660","60180"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","G6/G7","Unknown","95","90","66170","62530"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","Heterosexual / straight","115","115","90910","83770"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SCS level","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","Heterosexual / straight","3205","3155","39560","38680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","LGBO","50","50","39510","40590"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","Undeclared","575","565","39760","38680"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","SEO/HEO","Unknown","310","305","43040","41000"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","Heterosexual / straight","60","55","22870","21780"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","Heterosexual / straight","110","105","28280","27170"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","EO","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","Heterosexual / straight","360","355","60300","59590"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","Undeclared","65","60","64250","64140"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","G6/G7","Unknown","55","55","60610","57740"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","Heterosexual / straight","35","30","90500","88970"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","Heterosexual / straight","580","570","39040","38390"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","Undeclared","65","65","40540","41510"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","SEO/HEO","Unknown","90","85","37840","37600"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Ministry of Justice (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","AA/AO","Heterosexual / straight","40","35","26760","27400"
"In post","2023","50-59","National Crime Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","National Crime Agency","EO","Heterosexual / straight","410","400","37010","38240"
"In post","2023","50-59","National Crime Agency","EO","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","National Crime Agency","EO","Undeclared","40","40","37240","38290"
"In post","2023","50-59","National Crime Agency","EO","Unknown","95","90","38380","38310"
"In post","2023","50-59","National Crime Agency","G6/G7","Heterosexual / straight","125","125","68010","67840"
"In post","2023","50-59","National Crime Agency","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","National Crime Agency","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","National Crime Agency","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SEO/HEO","Heterosexual / straight","640","630","46370","46540"
"In post","2023","50-59","National Crime Agency","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","National Crime Agency","SEO/HEO","Undeclared","50","50","47470","47330"
"In post","2023","50-59","National Crime Agency","SEO/HEO","Unknown","125","125","46770","47370"
"In post","2023","50-59","National Infrastructure Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Infrastructure Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","AA/AO","Unknown","40","40","25360","24890"
"In post","2023","50-59","National Records of Scotland","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SEO/HEO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Records of Scotland","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","National Savings and Investments","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Budget Responsibility","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","Heterosexual / straight","40","35","22440","22490"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","[c]","[c]","[c]","[c]"
