"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","SEO","30","[c]","42110","42820"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Research","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","G7","15","[c]","54570","54720"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","HEO","25","[c]","34740","34260"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Policy","SEO","35","[c]","42800","43650"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Project Delivery","SEO","10","[c]","41580","42700"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Property","SEO","10","[c]","40750","40750"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Statistics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Operational Delivery","AO","15","[c]","27910","24650"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Operational Delivery","EO","30","[c]","35530","35740"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Operational Delivery","HEO","20","[c]","41280","40440"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Operational Delivery","SEO","10","[c]","50350","50910"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","National Crime Agency","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","HM Treasury","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","HM Treasury","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Infrastructure Commission","HM Treasury","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Records of Scotland","Scottish Government","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Savings and Investments","Chancellor's other departments","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Economics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Policy","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Northern Ireland Office","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","HM Treasury","Economics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Budget Responsibility","HM Treasury","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Social Research","G6","[c]","[c]","[c]","[c]"
