"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","G7","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","SEO","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","HEO","10","10","32100","32730"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Communications","SEO","15","15","38780","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","65","65","27240","26650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","50","50","54450","54150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","HEO","125","120","34660","35230"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","85","80","43980","43420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","EO","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","G7","10","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","HEO","10","10","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","G7","15","15","46120","45150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","HEO","30","30","32450","32730"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","15","15","37250","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","G7","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","70","70","20910","20660"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","15","15","25060","25630"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6","20","15","58720","59430"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","60","55","46650","47090"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","140","135","31810","30930"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","205","190","38850","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","AA","60","60","19010","19080"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","AO","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","EO","30","30","25280","25630"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","G6","15","15","59990","60490"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","G7","70","65","47090","47960"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","HEO","25","25","31760","30930"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Other","SEO","75","70","38260","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","G6","50","50","64180","64000"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","G7","20","20","47120","47960"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Policy","SCS level","10","10","105630","96010"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","G6","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","G7","65","65","46430","45150"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","HEO","10","10","31390","30930"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO","25","25","37420","37420"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","EO","10","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Property","SEO","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","70","70","25400","24650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6","60","50","59690","60490"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","G7","170","160","47710","47960"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","HEO","145","140","32940","32730"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO","310","290","40020","39650"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","G7","5","5","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Department for Business, Energy and Industrial Strategy","Security","SEO","10","10","43100","43650"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","AO","40","40","22700","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","EO","215","210","27830","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","G6","20","20","71230","67620"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","G7","85","85","53470","55110"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","HEO","325","310","35010","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","SEO","320","305","43250","42700"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","AO","75","70","22760","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","EO","140","135","28440","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","G6","10","10","68690","72490"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","G7","45","45","58140","59290"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","HEO","145","140","35650","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","SEO","105","105","44230","43630"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","AO","140","140","22920","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","EO","435","425","28740","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","G6","70","70","66270","65410"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","G7","170","170","54990","55110"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","HEO","600","590","35020","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","SCS level","25","25","107920","108000"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","SEO","430","420","42000","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","AO","160","145","22660","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","EO","430","415","28500","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","G6","70","70","69160","69140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","G7","180","175","58280","58110"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","HEO","400","390","35830","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","SCS level","45","45","92710","88100"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","SEO","450","435","45660","44980"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","AA","55","50","21060","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","AO","490","455","22460","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","EO","1395","1360","29090","27740"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","G6","80","75","69920","68270"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","G7","215","210","58520","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","HEO","1175","1150","38700","34640"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","SCS level","25","25","88880","82560"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","SEO","470","455","44340","41920"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","Unknown","25","20","31840","21450"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","AO","15","15","24860","25060"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","EO","195","190","29520","30080"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","G6","15","15","69550","70470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","G7","60","60","59880","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","HEO","310","305","36310","36350"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","SEO","205","200","45640","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","EO","20","20","28540","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","HEO","40","40","35410","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","SEO","30","25","45620","43470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","AA","10","10","21590","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","AO","225","215","23170","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","EO","245","240","28240","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","G6","10","10","67290","67470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","G7","20","20","57200","59750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","HEO","175","175","35080","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","SEO","70","70","43530","42210"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","G6","20","20","76190","76220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","AA","50","45","20220","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","AO","250","230","24870","24680"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","EO","255","230","33790","32930"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","G6","285","230","88630","91990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","G7","160","140","69410","73710"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","HEO","385","340","39750","40590"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","SCS level","35","25","106710","107500"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","SEO","175","160","46430","47670"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","AA","575","525","21500","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","AO","3745","3500","22660","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","EO","1545","1490","28190","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","G6","60","60","68280","66140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","G7","155","155","54950","55640"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","HEO","1275","1250","34990","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","SCS level","30","30","85870","78310"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","SEO","490","480","43180","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","Unknown","25","20","41610","39690"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","AA","1020","1000","20120","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","AO","995","975","22100","21600"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","EO","275","270","27690","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","G6","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","G7","30","25","60590","57000"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","HEO","165","165","35320","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","SEO","110","105","48130","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","AO","100","100","24080","23350"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","EO","155","155","29550","28550"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","G6","115","110","69310","70470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","G7","265","265","59550","60220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","HEO","230","230","36730","37850"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","SCS level","95","90","89270","79060"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","SEO","430","425","45480","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","AO","20","20","22830","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","EO","185","180","27810","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","G6","235","235","67250","66140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","G7","540","535","55610","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","HEO","635","620","34640","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","SCS level","75","75","86710","81870"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","SEO","1065","1040","42470","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","AA","505","485","19290","18830"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","AO","60","55","22920","22590"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","EO","280","275","27780","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","G6","45","45","64510","65410"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","G7","160","160","55020","55110"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","HEO","585","570","34710","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","SCS level","15","15","94190","80820"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","SEO","405","395","42650","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","AA","40","40","19700","19770"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","AO","325","315","23260","23430"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","EO","340","335","27630","27080"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","G6","50","50","70850","70470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","G7","170","170","59440","58260"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","HEO","300","295","37290","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","SCS level","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","SEO","265","260","46560","44530"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","Unknown","10","10","73720","70630"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","AA","2345","2280","22610","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","AO","2600","2555","35120","40880"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","EO","755","745","36620","33470"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","G6","25","25","79140","74940"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","G7","60","60","58820","59530"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","HEO","375","375","42910","38020"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","SCS level","10","10","98990","91080"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","SEO","165","165","46920","42750"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","AO","10","10","23920","23560"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","EO","50","50","29300","29140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","G6","10","10","69190","69140"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","G7","45","45","59070","59530"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","HEO","105","105","36690","36990"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","SEO","95","95","44600","44800"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","HEO","10","10","38580","38680"
"In post","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","AO","20","20","21780","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","EO","50","50","26490","25920"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","HEO","60","55","33370","32130"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","SEO","125","125","41950","43130"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","EO","10","10","28840","29660"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","G6","15","15","68450","66740"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","G7","40","35","57290","56080"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","HEO","55","50","35130","35410"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","SEO","70","65","44040","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","EO","65","65","27190","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","G6","85","85","70710","68600"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","G7","475","465","58310","56780"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","HEO","205","205","33710","34450"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","SCS level","15","15","102460","95950"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","SEO","285","280","42390","43650"
"In post","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
