"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Medicine","SCS level","SCS level","50","[c]","106210","106560"
"Leaver CS","2023","Medicine","SEO/HEO","HEO","110","[c]","38610","40590"
"Leaver CS","2023","Medicine","SEO/HEO","SEO","35","[c]","45210","47470"
"Leaver CS","2023","Operational Delivery","AA/AO","AA","1760","[c]","20200","19930"
"Leaver CS","2023","Operational Delivery","AA/AO","AO","11665","[c]","22330","21780"
"Leaver CS","2023","Operational Delivery","EO","EO","7095","[c]","28560","28120"
"Leaver CS","2023","Operational Delivery","G6/G7","G6","235","[c]","67200","66230"
"Leaver CS","2023","Operational Delivery","G6/G7","G7","515","[c]","54920","53610"
"Leaver CS","2023","Operational Delivery","SCS level","SCS level","135","[c]","96890","91840"
"Leaver CS","2023","Operational Delivery","SEO/HEO","HEO","1515","[c]","34170","33790"
"Leaver CS","2023","Operational Delivery","SEO/HEO","SEO","940","[c]","41990","41000"
"Leaver CS","2023","Operational Delivery","Unknown","Unknown","1855","[c]","37860","29050"
"Leaver CS","2023","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","G6/G7","G7","15","[c]","57650","57030"
"Leaver CS","2023","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Operational Research","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Other","AA/AO","AA","180","[c]","20160","19770"
"Leaver CS","2023","Other","AA/AO","AO","505","[c]","22270","21690"
"Leaver CS","2023","Other","EO","EO","195","[c]","28290","28120"
"Leaver CS","2023","Other","G6/G7","G6","40","[c]","77280","70670"
"Leaver CS","2023","Other","G6/G7","G7","90","[c]","53340","53030"
"Leaver CS","2023","Other","SCS level","SCS level","30","[c]","113630","98390"
"Leaver CS","2023","Other","SEO/HEO","HEO","150","[c]","34770","34280"
"Leaver CS","2023","Other","SEO/HEO","SEO","100","[c]","42360","41030"
"Leaver CS","2023","Other","Unknown","Unknown","200","[c]","36830","33920"
"Leaver CS","2023","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectors","G6/G7","G6","15","[c]","67200","64280"
"Leaver CS","2023","Planning Inspectors","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Policy","AA/AO","AA","25","[c]","18330","18300"
"Leaver CS","2023","Policy","AA/AO","AO","130","[c]","22940","22500"
"Leaver CS","2023","Policy","EO","EO","245","[c]","27320","27840"
"Leaver CS","2023","Policy","G6/G7","G6","190","[c]","67290","66000"
"Leaver CS","2023","Policy","G6/G7","G7","470","[c]","54980","53600"
"Leaver CS","2023","Policy","SCS level","SCS level","110","[c]","92350","80490"
"Leaver CS","2023","Policy","SEO/HEO","HEO","485","[c]","34320","33820"
"Leaver CS","2023","Policy","SEO/HEO","SEO","375","[c]","41770","41200"
"Leaver CS","2023","Policy","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Project Delivery","AA/AO","AO","40","[c]","22430","22500"
"Leaver CS","2023","Project Delivery","EO","EO","105","[c]","26910","27050"
"Leaver CS","2023","Project Delivery","G6/G7","G6","115","[c]","69210","68560"
"Leaver CS","2023","Project Delivery","G6/G7","G7","235","[c]","54340","54540"
"Leaver CS","2023","Project Delivery","SCS level","SCS level","30","[c]","102220","91170"
"Leaver CS","2023","Project Delivery","SEO/HEO","HEO","300","[c]","33480","33120"
"Leaver CS","2023","Project Delivery","SEO/HEO","SEO","330","[c]","41800","41200"
"Leaver CS","2023","Project Delivery","Unknown","Unknown","45","[c]","41470","39980"
"Leaver CS","2023","Property","AA/AO","AA","60","[c]","19230","19010"
"Leaver CS","2023","Property","AA/AO","AO","50","[c]","22510","22220"
"Leaver CS","2023","Property","EO","EO","105","[c]","27500","27000"
"Leaver CS","2023","Property","G6/G7","G6","15","[c]","69390","69940"
"Leaver CS","2023","Property","G6/G7","G7","40","[c]","57600","57150"
"Leaver CS","2023","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","SEO/HEO","HEO","110","[c]","34190","33990"
"Leaver CS","2023","Property","SEO/HEO","SEO","130","[c]","44980","45000"
"Leaver CS","2023","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","EO","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Psychology","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Science and Engineering","AA/AO","AA","60","[c]","19940","19280"
"Leaver CS","2023","Science and Engineering","AA/AO","AO","150","[c]","22650","22220"
"Leaver CS","2023","Science and Engineering","EO","EO","180","[c]","27200","26970"
"Leaver CS","2023","Science and Engineering","G6/G7","G6","40","[c]","73080","71690"
"Leaver CS","2023","Science and Engineering","G6/G7","G7","160","[c]","53450","50080"
"Leaver CS","2023","Science and Engineering","SCS level","SCS level","10","[c]","90760","86640"
"Leaver CS","2023","Science and Engineering","SEO/HEO","HEO","420","[c]","32950","32560"
"Leaver CS","2023","Science and Engineering","SEO/HEO","SEO","370","[c]","42200","41660"
"Leaver CS","2023","Science and Engineering","Unknown","Unknown","65","[c]","40400","34480"
"Leaver CS","2023","Security","AA/AO","AA","265","[c]","23550","22290"
"Leaver CS","2023","Security","AA/AO","AO","320","[c]","33420","30560"
"Leaver CS","2023","Security","EO","EO","90","[c]","37040","32190"
"Leaver CS","2023","Security","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","SEO/HEO","HEO","75","[c]","41530","35630"
"Leaver CS","2023","Security","SEO/HEO","SEO","55","[c]","45050","43750"
"Leaver CS","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","AA/AO","AO","10","[c]","21340","21300"
"Leaver CS","2023","Social Research","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Research","SEO/HEO","HEO","35","[c]","31070","32230"
"Leaver CS","2023","Social Research","SEO/HEO","SEO","20","[c]","42240","42080"
"Leaver CS","2023","Statistics","AA/AO","AA","50","[c]","22760","23500"
"Leaver CS","2023","Statistics","AA/AO","AO","35","[c]","23590","23440"
"Leaver CS","2023","Statistics","EO","EO","25","[c]","28570","28850"
"Leaver CS","2023","Statistics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","G6/G7","G7","15","[c]","55400","55300"
"Leaver CS","2023","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Statistics","SEO/HEO","HEO","45","[c]","33050","32260"
"Leaver CS","2023","Statistics","SEO/HEO","SEO","35","[c]","41170","41050"
"Leaver CS","2023","Tax","AA/AO","AO","300","[c]","[c]","[c]"
"Leaver CS","2023","Tax","EO","EO","290","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","G6","35","[c]","[c]","[c]"
"Leaver CS","2023","Tax","G6/G7","G7","90","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","HEO","235","[c]","[c]","[c]"
"Leaver CS","2023","Tax","SEO/HEO","SEO","85","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","AA","255","[c]","23290","23340"
"Leaver CS","2023","Unknown","AA/AO","AO","445","[c]","23850","24490"
"Leaver CS","2023","Unknown","EO","EO","605","[c]","28370","29100"
"Leaver CS","2023","Unknown","G6/G7","G6","320","[c]","73520","70920"
"Leaver CS","2023","Unknown","G6/G7","G7","645","[c]","58450","56430"
"Leaver CS","2023","Unknown","SCS level","SCS level","175","[c]","105900","92850"
"Leaver CS","2023","Unknown","SEO/HEO","HEO","680","[c]","35150","34730"
"Leaver CS","2023","Unknown","SEO/HEO","SEO","525","[c]","43900","42860"
"Leaver CS","2023","Unknown","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","G6/G7","G7","10","[c]","54660","54530"
"Leaver CS","2023","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinarian","SEO/HEO","SEO","25","[c]","40800","38230"
"Leaver Dept.","2023","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","EO","EO","30","[c]","27540","27140"
"Leaver Dept.","2023","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","G6/G7","G7","40","[c]","50810","51800"
"Leaver Dept.","2023","Commercial","SEO/HEO","HEO","65","[c]","32650","32000"
"Leaver Dept.","2023","Commercial","SEO/HEO","SEO","100","[c]","41370","41590"
"Leaver Dept.","2023","Commercial","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","EO","EO","30","[c]","28290","28420"
"Leaver Dept.","2023","Communications","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","G6/G7","G7","40","[c]","56490","57410"
"Leaver Dept.","2023","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","SEO/HEO","HEO","110","[c]","34020","33570"
"Leaver Dept.","2023","Communications","SEO/HEO","SEO","55","[c]","42860","42810"
"Leaver Dept.","2023","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","AA/AO","AO","30","[c]","23010","21690"
"Leaver Dept.","2023","Counter Fraud","EO","EO","115","[c]","28920","28120"
"Leaver Dept.","2023","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","HEO","25","[c]","34300","34170"
"Leaver Dept.","2023","Counter Fraud","SEO/HEO","SEO","10","[c]","40120","39250"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data and Technology","AA/AO","AO","15","[c]","22020","21690"
"Leaver Dept.","2023","Digital, Data and Technology","EO","EO","90","[c]","27640","27170"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","G6","30","[c]","69250","67160"
"Leaver Dept.","2023","Digital, Data and Technology","G6/G7","G7","120","[c]","55040","54540"
"Leaver Dept.","2023","Digital, Data and Technology","SCS level","SCS level","20","[c]","93420","91250"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","HEO","190","[c]","33000","32760"
"Leaver Dept.","2023","Digital, Data and Technology","SEO/HEO","SEO","185","[c]","41320","40580"
"Leaver Dept.","2023","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","G6/G7","G7","45","[c]","56710","55370"
"Leaver Dept.","2023","Economics","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Economics","SEO/HEO","HEO","75","[c]","33750","33630"
"Leaver Dept.","2023","Economics","SEO/HEO","SEO","25","[c]","40930","39260"
"Leaver Dept.","2023","Finance","AA/AO","AO","15","[c]","21720","22220"
"Leaver Dept.","2023","Finance","EO","EO","60","[c]","28040","27570"
"Leaver Dept.","2023","Finance","G6/G7","G6","35","[c]","69900","71040"
"Leaver Dept.","2023","Finance","G6/G7","G7","65","[c]","54320","52990"
"Leaver Dept.","2023","Finance","SCS level","SCS level","25","[c]","97350","90910"
"Leaver Dept.","2023","Finance","SEO/HEO","HEO","130","[c]","33670","33250"
"Leaver Dept.","2023","Finance","SEO/HEO","SEO","95","[c]","40600","40150"
"Leaver Dept.","2023","Geography","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Human Resources","AA/AO","AO","70","[c]","22290","22220"
"Leaver Dept.","2023","Human Resources","EO","EO","75","[c]","27020","26930"
"Leaver Dept.","2023","Human Resources","G6/G7","G6","25","[c]","68000","68770"
"Leaver Dept.","2023","Human Resources","G6/G7","G7","65","[c]","54250","54470"
"Leaver Dept.","2023","Human Resources","SCS level","SCS level","15","[c]","85150","80000"
"Leaver Dept.","2023","Human Resources","SEO/HEO","HEO","175","[c]","32840","32240"
"Leaver Dept.","2023","Human Resources","SEO/HEO","SEO","110","[c]","41570","41510"
"Leaver Dept.","2023","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","EO","EO","25","[c]","27920","27370"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","HEO","10","[c]","36290","36310"
"Leaver Dept.","2023","Intelligence Analysis","SEO/HEO","SEO","15","[c]","42940","43210"
"Leaver Dept.","2023","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Internal Audit","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","EO","EO","10","[c]","25860","26250"
"Leaver Dept.","2023","International Trade","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","G6/G7","G7","20","[c]","53670","53590"
"Leaver Dept.","2023","International Trade","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","International Trade","SEO/HEO","HEO","30","[c]","32740","32120"
"Leaver Dept.","2023","International Trade","SEO/HEO","SEO","20","[c]","39730","39090"
"Leaver Dept.","2023","Knowledge and Information Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","EO","EO","15","[c]","27520","26940"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","HEO","15","[c]","33780","33790"
"Leaver Dept.","2023","Knowledge and Information Management","SEO/HEO","SEO","10","[c]","42320","41200"
"Leaver Dept.","2023","Legal","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal","EO","EO","45","[c]","27840","27580"
"Leaver Dept.","2023","Legal","G6/G7","G6","40","[c]","68910","66620"
"Leaver Dept.","2023","Legal","G6/G7","G7","75","[c]","54840","52790"
"Leaver Dept.","2023","Legal","SCS level","SCS level","15","[c]","87520","87460"
"Leaver Dept.","2023","Legal","SEO/HEO","HEO","30","[c]","35370","34260"
"Leaver Dept.","2023","Legal","SEO/HEO","SEO","30","[c]","41980","41940"
"Leaver Dept.","2023","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AA","105","[c]","20520","19930"
"Leaver Dept.","2023","Operational Delivery","AA/AO","AO","2040","[c]","22220","21780"
"Leaver Dept.","2023","Operational Delivery","EO","EO","2230","[c]","28250","28120"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G6","70","[c]","67220","66940"
"Leaver Dept.","2023","Operational Delivery","G6/G7","G7","180","[c]","54880","53960"
"Leaver Dept.","2023","Operational Delivery","SCS level","SCS level","40","[c]","97250","91040"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","HEO","640","[c]","33410","33380"
"Leaver Dept.","2023","Operational Delivery","SEO/HEO","SEO","300","[c]","40750","40060"
"Leaver Dept.","2023","Operational Delivery","Unknown","Unknown","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Operational Research","SEO/HEO","HEO","20","[c]","33780","33800"
"Leaver Dept.","2023","Operational Research","SEO/HEO","SEO","20","[c]","42420","42710"
"Leaver Dept.","2023","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","AA/AO","AO","70","[c]","22130","21690"
"Leaver Dept.","2023","Other","EO","EO","85","[c]","28430","28120"
"Leaver Dept.","2023","Other","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","G6/G7","G7","40","[c]","54620","54680"
"Leaver Dept.","2023","Other","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other","SEO/HEO","HEO","80","[c]","34360","34170"
"Leaver Dept.","2023","Other","SEO/HEO","SEO","35","[c]","42550","41870"
"Leaver Dept.","2023","Other","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Policy","AA/AO","AO","20","[c]","23710","23360"
"Leaver Dept.","2023","Policy","EO","EO","210","[c]","28260","28120"
"Leaver Dept.","2023","Policy","G6/G7","G6","165","[c]","66590","65370"
"Leaver Dept.","2023","Policy","G6/G7","G7","530","[c]","55000","54530"
"Leaver Dept.","2023","Policy","SCS level","SCS level","100","[c]","84810","78170"
"Leaver Dept.","2023","Policy","SEO/HEO","HEO","720","[c]","34370","34030"
"Leaver Dept.","2023","Policy","SEO/HEO","SEO","485","[c]","41120","41010"
"Leaver Dept.","2023","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","EO","EO","60","[c]","27600","27160"
"Leaver Dept.","2023","Project Delivery","G6/G7","G6","35","[c]","67260","66610"
"Leaver Dept.","2023","Project Delivery","G6/G7","G7","90","[c]","53900","54000"
"Leaver Dept.","2023","Project Delivery","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","HEO","215","[c]","33580","33250"
"Leaver Dept.","2023","Project Delivery","SEO/HEO","SEO","155","[c]","41010","41200"
"Leaver Dept.","2023","Project Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","EO","EO","25","[c]","26800","26020"
"Leaver Dept.","2023","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","G6/G7","G7","15","[c]","54830","55130"
"Leaver Dept.","2023","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Property","SEO/HEO","HEO","25","[c]","34100","34080"
"Leaver Dept.","2023","Property","SEO/HEO","SEO","30","[c]","41660","40980"
"Leaver Dept.","2023","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","EO","EO","10","[c]","27700","27960"
"Leaver Dept.","2023","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Science and Engineering","G6/G7","G7","25","[c]","51920","49260"
"Leaver Dept.","2023","Science and Engineering","SEO/HEO","HEO","50","[c]","32050","32000"
"Leaver Dept.","2023","Science and Engineering","SEO/HEO","SEO","30","[c]","41080","40200"
"Leaver Dept.","2023","Security","AA/AO","AA","30","[c]","24320","24430"
"Leaver Dept.","2023","Security","AA/AO","AO","10","[c]","28600","26560"
"Leaver Dept.","2023","Security","EO","EO","15","[c]","28540","26960"
"Leaver Dept.","2023","Security","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Security","SEO/HEO","HEO","25","[c]","34970","34300"
"Leaver Dept.","2023","Security","SEO/HEO","SEO","25","[c]","41430","41160"
"Leaver Dept.","2023","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Social Research","G6/G7","G7","10","[c]","57250","56120"
"Leaver Dept.","2023","Social Research","SEO/HEO","HEO","40","[c]","33080","32690"
"Leaver Dept.","2023","Social Research","SEO/HEO","SEO","40","[c]","42350","42710"
"Leaver Dept.","2023","Statistics","EO","EO","15","[c]","29400","29690"
"Leaver Dept.","2023","Statistics","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","G6/G7","G7","15","[c]","58140","58540"
"Leaver Dept.","2023","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Statistics","SEO/HEO","HEO","115","[c]","32950","33250"
"Leaver Dept.","2023","Statistics","SEO/HEO","SEO","35","[c]","43260","44200"
"Leaver Dept.","2023","Tax","AA/AO","AO","115","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","EO","EO","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SEO/HEO","HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Tax","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","AO","105","[c]","23410","21830"
"Leaver Dept.","2023","Unknown","EO","EO","330","[c]","27610","27500"
"Leaver Dept.","2023","Unknown","G6/G7","G6","195","[c]","67630","66530"
"Leaver Dept.","2023","Unknown","G6/G7","G7","500","[c]","55560","55740"
"Leaver Dept.","2023","Unknown","SCS level","SCS level","130","[c]","85280","78100"
"Leaver Dept.","2023","Unknown","SEO/HEO","HEO","850","[c]","33630","33020"
"Leaver Dept.","2023","Unknown","SEO/HEO","SEO","375","[c]","41670","41870"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","AA/AO","AO","90","[c]","22610","22220"
"New entrant CS","2023","Commercial","EO","EO","115","[c]","26890","27080"
"New entrant CS","2023","Commercial","G6/G7","G6","25","[c]","79330","78000"
"New entrant CS","2023","Commercial","G6/G7","G7","75","[c]","63530","65500"
"New entrant CS","2023","Commercial","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Commercial","SEO/HEO","HEO","215","[c]","32430","32500"
"New entrant CS","2023","Commercial","SEO/HEO","SEO","115","[c]","40840","40640"
"New entrant CS","2023","Commercial","Unknown","Unknown","25","[c]","33360","32500"
"New entrant CS","2023","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Communications","AA/AO","AO","35","[c]","22740","22370"
"New entrant CS","2023","Communications","EO","EO","105","[c]","27400","27080"
"New entrant CS","2023","Communications","G6/G7","G6","15","[c]","72270","71110"
"New entrant CS","2023","Communications","G6/G7","G7","50","[c]","54600","54460"
"New entrant CS","2023","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
