"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Undeclared","Legal","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Business, Energy and Industrial Strategy","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Environment, Food and Rural Affairs","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for International Trade","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Levelling Up, Housing and Communities","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Female","35","[c]","25850","22500"
"New entrant CS","2023","Undeclared","No function","Department for Transport","Male","55","[c]","29060","27490"
"New entrant CS","2023","Undeclared","No function","Department for Work and Pensions","Female","35","[c]","26620","24500"
"New entrant CS","2023","Undeclared","No function","Department for Work and Pensions","Male","30","[c]","26140","24500"
"New entrant CS","2023","Undeclared","No function","Department of Health and Social Care","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Department of Health and Social Care","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Revenue and Customs","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Revenue and Customs","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Treasury","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","HM Treasury","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Defence","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Ministry of Justice","Female","200","[c]","24570","23640"
"New entrant CS","2023","Undeclared","No function","Ministry of Justice","Male","145","[c]","25580","23640"
"New entrant CS","2023","Undeclared","No function","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of Rail and Road","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","UK Statistics Authority","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","UK Statistics Authority","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","No function","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","HM Treasury","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","HM Treasury","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Project Delivery","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","HM Revenue and Customs","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Scottish Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","Scottish Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Property","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Transport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Transport","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Home Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Home Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Security","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Work and Pensions","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department for Work and Pensions","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Scottish Government","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Scottish Government","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Cabinet Office","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Cabinet Office","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Business, Energy and Industrial Strategy","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Digital, Culture, Media and Sport","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Education","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Education","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for International Trade","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for International Trade","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Transport","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Transport","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Work and Pensions","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department of Health and Social Care","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Department of Health and Social Care","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","HM Land Registry","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Analysis","HM Land Registry","Male","[c]","[c]","[c]","[c]"
