"Status","Year","Age","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Human Resources","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Birmingham","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Bristol, City of","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Leeds","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Westminster","10","10","[c]","[c]"
"In post","2023","16-19","No function","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","65","65","19230","18780"
"In post","2023","16-19","No function","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Birmingham","35","30","23310","22500"
"In post","2023","16-19","No function","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bradford","5","5","[c]","[c]"
"In post","2023","16-19","No function","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Bristol, City of","15","15","23530","22520"
"In post","2023","16-19","No function","Buckinghamshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Cambridgeshire CC","10","10","[c]","[c]"
"In post","2023","16-19","No function","Cardiff and Vale of Glamorgan","15","15","23360","22520"
"In post","2023","16-19","No function","Central Hampshire","10","10","[c]","[c]"
"In post","2023","16-19","No function","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Chorley and West Lancashire","10","10","[c]","[c]"
"In post","2023","16-19","No function","City of Edinburgh","10","10","[c]","[c]"
"In post","2023","16-19","No function","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Croydon","10","10","26950","26920"
"In post","2023","16-19","No function","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Devon CC","5","5","[c]","[c]"
"In post","2023","16-19","No function","Dorset","5","5","[c]","[c]"
"In post","2023","16-19","No function","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Durham","25","20","25320","23230"
"In post","2023","16-19","No function","East Ayrshire and North Ayrshire mainland","10","10","19850","18780"
"In post","2023","16-19","No function","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Kent","40","40","23410","22400"
"In post","2023","16-19","No function","East Riding of Yorkshire","10","10","[c]","[c]"
"In post","2023","16-19","No function","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Flintshire and Wrexham","15","15","20700","19840"
"In post","2023","16-19","No function","Glasgow City","10","10","22550","22520"
"In post","2023","16-19","No function","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Greater Manchester North West","10","10","[c]","[c]"
"In post","2023","16-19","No function","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Greater Manchester South West","10","10","22690","22520"
"In post","2023","16-19","No function","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Harrow and Hillingdon","15","15","26990","26400"
"In post","2023","16-19","No function","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Heart of Essex","5","5","[c]","[c]"
"In post","2023","16-19","No function","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Isle of Wight","5","5","[c]","[c]"
"In post","2023","16-19","No function","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2023","16-19","No function","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Leeds","30","30","24870","23230"
"In post","2023","16-19","No function","Leicester","5","5","[c]","[c]"
"In post","2023","16-19","No function","Leicestershire CC and Rutland","15","15","24650","23230"
"In post","2023","16-19","No function","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Lincolnshire CC","10","10","25350","23650"
"In post","2023","16-19","No function","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Liverpool","30","30","22750","22460"
"In post","2023","16-19","No function","Manchester","5","5","[c]","[c]"
"In post","2023","16-19","No function","Medway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Mid Lancashire","10","10","23350","23230"
"In post","2023","16-19","No function","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Monmouthshire and Newport","10","10","21750","21780"
"In post","2023","16-19","No function","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","North Nottinghamshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","North and West Norfolk","5","5","[c]","[c]"
"In post","2023","16-19","No function","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Nottingham","20","20","24950","22520"
"In post","2023","16-19","No function","Oxfordshire CC","5","5","[c]","[c]"
"In post","2023","16-19","No function","Peterborough","10","5","[c]","[c]"
"In post","2023","16-19","No function","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Portsmouth","5","5","[c]","[c]"
"In post","2023","16-19","No function","Sefton","10","5","[c]","[c]"
"In post","2023","16-19","No function","Sheffield","10","10","22830","22400"
"In post","2023","16-19","No function","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","South Hampshire","20","15","19390","18930"
"In post","2023","16-19","No function","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","South and West Derbyshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Staffordshire CC","15","15","24050","23230"
"In post","2023","16-19","No function","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Suffolk CC","15","10","23810","23230"
"In post","2023","16-19","No function","Sunderland","10","5","[c]","[c]"
"In post","2023","16-19","No function","Swansea","80","70","20630","19000"
"In post","2023","16-19","No function","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Thurrock","5","5","[c]","[c]"
"In post","2023","16-19","No function","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Tyneside","20","20","22260","22520"
"In post","2023","16-19","No function","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","Wakefield","10","10","26820","28880"
"In post","2023","16-19","No function","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","West Surrey","5","5","[c]","[c]"
"In post","2023","16-19","No function","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Westminster","25","20","28300","28770"
"In post","2023","16-19","No function","Wiltshire","10","10","24270","23230"
"In post","2023","16-19","No function","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","York","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","18640","18280"
"In post","2023","16-19","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Plymouth","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Milton Keynes","15","15","23210","22750"
"In post","2023","16-19","Property","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Milton Keynes","5","5","[c]","[c]"
"In post","2023","16-19","Security","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","City of Edinburgh","10","10","23140","22180"
"In post","2023","16-19","Unknown","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Glasgow City","20","20","22650","22180"
"In post","2023","16-19","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Wiltshire","15","15","20980","19430"
"In post","2023","20-29","Analysis","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Bath and North East Somerset, North Somerset and South Gloucestershire","25","25","32910","30850"
"In post","2023","20-29","Analysis","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Birmingham","45","45","35270","34170"
"In post","2023","20-29","Analysis","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Bristol, City of","50","50","37070","33950"
"In post","2023","20-29","Analysis","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Camden and City of London","50","50","40000","36640"
"In post","2023","20-29","Analysis","Cardiff and Vale of Glamorgan","10","10","39510","38010"
"In post","2023","20-29","Analysis","Central Hampshire","160","160","34170","30650"
"In post","2023","20-29","Analysis","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","City of Edinburgh","15","15","34830","34110"
"In post","2023","20-29","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Coventry","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","Croydon","50","50","39350","37180"
"In post","2023","20-29","Analysis","Darlington","70","70","31010","31560"
"In post","2023","20-29","Analysis","Derby","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Dorset","20","20","27500","25970"
"In post","2023","20-29","Analysis","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Glasgow City","25","25","33210","33020"
"In post","2023","20-29","Analysis","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Greater Manchester South West","120","120","37290","35000"
"In post","2023","20-29","Analysis","Hackney and Newham","90","90","42110","39450"
"In post","2023","20-29","Analysis","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Leeds","100","100","36210","34170"
"In post","2023","20-29","Analysis","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
