"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Finance","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Finance","AO","120","105","23070","22520"
"In post","2023","Declared disabled","Finance","EO","175","165","28350","28090"
"In post","2023","Declared disabled","Finance","G6","55","55","68200","67990"
"In post","2023","Declared disabled","Finance","G7","145","140","56360","56180"
"In post","2023","Declared disabled","Finance","HEO","225","210","35000","34300"
"In post","2023","Declared disabled","Finance","SCS level","30","30","[c]","[c]"
"In post","2023","Declared disabled","Finance","SEO","205","195","42280","41800"
"In post","2023","Declared disabled","Finance","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Geography","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Geography","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Human Resources","AO","155","140","22820","22220"
"In post","2023","Declared disabled","Human Resources","EO","335","315","28770","28080"
"In post","2023","Declared disabled","Human Resources","G6","100","95","68030","67150"
"In post","2023","Declared disabled","Human Resources","G7","270","260","55170","55150"
"In post","2023","Declared disabled","Human Resources","HEO","470","450","34630","34300"
"In post","2023","Declared disabled","Human Resources","SCS level","45","40","88920","82400"
"In post","2023","Declared disabled","Human Resources","SEO","355","345","42130","41620"
"In post","2023","Declared disabled","Human Resources","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G6","15","10","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","G7","30","30","73850","77470"
"In post","2023","Declared disabled","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Inspector of Education and Training","SEO","30","30","51960","52750"
"In post","2023","Declared disabled","Intelligence Analysis","AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","EO","150","145","28940","28480"
"In post","2023","Declared disabled","Intelligence Analysis","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","HEO","75","70","35420","34640"
"In post","2023","Declared disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intelligence Analysis","SEO","35","35","43470","44270"
"In post","2023","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","G7","15","10","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","HEO","30","30","35810","35500"
"In post","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Internal Audit","SEO","30","30","45390","44540"
"In post","2023","Declared disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","International Trade","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","International Trade","G7","35","35","55070","55370"
"In post","2023","Declared disabled","International Trade","HEO","35","35","34480","35010"
"In post","2023","Declared disabled","International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","International Trade","SEO","45","45","40940","41550"
"In post","2023","Declared disabled","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","AO","60","55","23370","22220"
"In post","2023","Declared disabled","Knowledge and Information Management","EO","100","95","28510","28120"
"In post","2023","Declared disabled","Knowledge and Information Management","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","G7","30","30","55360","56430"
"In post","2023","Declared disabled","Knowledge and Information Management","HEO","85","80","34870","34170"
"In post","2023","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Knowledge and Information Management","SEO","35","35","41800","42510"
"In post","2023","Declared disabled","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Legal","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Legal","EO","110","105","29030","28130"
"In post","2023","Declared disabled","Legal","G6","115","105","72270","71340"
"In post","2023","Declared disabled","Legal","G7","510","465","57840","56450"
"In post","2023","Declared disabled","Legal","HEO","120","115","36570","35000"
"In post","2023","Declared disabled","Legal","SCS level","35","35","87150","85200"
"In post","2023","Declared disabled","Legal","SEO","165","150","42270","42510"
"In post","2023","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicine","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","EO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Medicine","G6","30","25","87640","91990"
"In post","2023","Declared disabled","Medicine","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SCS level","15","10","[c]","[c]"
"In post","2023","Declared disabled","Medicine","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Delivery","AA","1515","1300","21850","22080"
"In post","2023","Declared disabled","Operational Delivery","AO","12300","10730","23720","22220"
"In post","2023","Declared disabled","Operational Delivery","EO","12515","11185","28900","28120"
"In post","2023","Declared disabled","Operational Delivery","G6","185","180","71720","67890"
"In post","2023","Declared disabled","Operational Delivery","G7","630","610","56010","55230"
"In post","2023","Declared disabled","Operational Delivery","HEO","3375","3170","35180","34400"
"In post","2023","Declared disabled","Operational Delivery","SCS level","80","80","96040","86670"
"In post","2023","Declared disabled","Operational Delivery","SEO","1475","1415","43860","42170"
"In post","2023","Declared disabled","Operational Delivery","Unknown","4070","3795","31140","29050"
"In post","2023","Declared disabled","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","G7","45","40","53680","49260"
"In post","2023","Declared disabled","Operational Research","HEO","35","35","33380","32670"
"In post","2023","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Operational Research","SEO","50","45","41420","39890"
"In post","2023","Declared disabled","Other","AA","140","135","20220","19770"
"In post","2023","Declared disabled","Other","AO","645","560","22370","21690"
"In post","2023","Declared disabled","Other","EO","495","450","28530","28120"
"In post","2023","Declared disabled","Other","G6","35","30","72490","70550"
"In post","2023","Declared disabled","Other","G7","105","100","54420","54260"
"In post","2023","Declared disabled","Other","HEO","310","290","34610","34170"
"In post","2023","Declared disabled","Other","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Other","SEO","170","160","41220","39890"
"In post","2023","Declared disabled","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Policy","AO","55","50","25960","25620"
"In post","2023","Declared disabled","Policy","EO","255","245","29000","28850"
"In post","2023","Declared disabled","Policy","G6","325","310","68190","66790"
"In post","2023","Declared disabled","Policy","G7","885","860","55720","55150"
"In post","2023","Declared disabled","Policy","HEO","800","780","34720","34310"
"In post","2023","Declared disabled","Policy","SCS level","150","145","86640","79270"
"In post","2023","Declared disabled","Policy","SEO","710","685","41720","41360"
"In post","2023","Declared disabled","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","AO","35","30","23800","23390"
"In post","2023","Declared disabled","Project Delivery","EO","165","155","28310","28120"
"In post","2023","Declared disabled","Project Delivery","G6","140","140","68700","68180"
"In post","2023","Declared disabled","Project Delivery","G7","395","385","55100","55190"
"In post","2023","Declared disabled","Project Delivery","HEO","545","520","33920","34170"
"In post","2023","Declared disabled","Project Delivery","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","Project Delivery","SEO","545","525","41430","41780"
"In post","2023","Declared disabled","Project Delivery","Unknown","50","45","45400","41800"
"In post","2023","Declared disabled","Property","AA","30","30","[c]","[c]"
"In post","2023","Declared disabled","Property","AO","50","45","23270","22520"
"In post","2023","Declared disabled","Property","EO","110","100","28100","27600"
"In post","2023","Declared disabled","Property","G6","30","30","67100","66700"
"In post","2023","Declared disabled","Property","G7","80","80","55290","55580"
"In post","2023","Declared disabled","Property","HEO","185","175","34060","34240"
"In post","2023","Declared disabled","Property","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Property","SEO","125","120","42900","42080"
"In post","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","AO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Psychology","EO","55","55","28740","28480"
"In post","2023","Declared disabled","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Psychology","HEO","45","45","32160","31670"
"In post","2023","Declared disabled","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Psychology","SEO","30","30","46020","45510"
"In post","2023","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","AO","110","110","23960","23440"
"In post","2023","Declared disabled","Science and Engineering","EO","140","135","27100","26960"
"In post","2023","Declared disabled","Science and Engineering","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","G7","305","285","53310","49460"
"In post","2023","Declared disabled","Science and Engineering","HEO","320","310","32820","32550"
"In post","2023","Declared disabled","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Science and Engineering","SEO","385","365","42060","40420"
"In post","2023","Declared disabled","Science and Engineering","Unknown","95","95","41870","42620"
"In post","2023","Declared disabled","Security","AA","160","150","22280","21380"
"In post","2023","Declared disabled","Security","AO","195","185","33050","30700"
"In post","2023","Declared disabled","Security","EO","135","130","32930","28220"
"In post","2023","Declared disabled","Security","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Security","G7","45","45","56440","56080"
"In post","2023","Declared disabled","Security","HEO","150","150","36610","34320"
"In post","2023","Declared disabled","Security","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Security","SEO","80","80","42260","41470"
"In post","2023","Declared disabled","Security","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Social Research","G7","35","35","55850","53440"
"In post","2023","Declared disabled","Social Research","HEO","50","45","33140","31560"
"In post","2023","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Social Research","SEO","65","60","41720","41160"
"In post","2023","Declared disabled","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","EO","30","30","29250","29610"
"In post","2023","Declared disabled","Statistics","G6","25","25","[c]","[c]"
"In post","2023","Declared disabled","Statistics","G7","55","50","56560","55220"
"In post","2023","Declared disabled","Statistics","HEO","90","90","33620","33880"
"In post","2023","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Statistics","SEO","95","90","41990","41550"
"In post","2023","Declared disabled","Tax","AO","155","135","22750","22520"
"In post","2023","Declared disabled","Tax","EO","330","300","29040","28130"
"In post","2023","Declared disabled","Tax","G6","50","50","72700","71300"
"In post","2023","Declared disabled","Tax","G7","215","200","58910","57970"
"In post","2023","Declared disabled","Tax","HEO","560","520","35910","35000"
"In post","2023","Declared disabled","Tax","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Tax","SEO","215","205","43270","42510"
"In post","2023","Declared disabled","Unknown","AA","205","185","23760","23340"
"In post","2023","Declared disabled","Unknown","AO","215","205","24980","25610"
"In post","2023","Declared disabled","Unknown","EO","550","520","29720","29450"
"In post","2023","Declared disabled","Unknown","G6","150","145","73520","73340"
"In post","2023","Declared disabled","Unknown","G7","325","315","58850","57500"
"In post","2023","Declared disabled","Unknown","HEO","690","675","34810","34730"
"In post","2023","Declared disabled","Unknown","SCS level","50","50","88840","83530"
"In post","2023","Declared disabled","Unknown","SEO","400","385","45150","43090"
"In post","2023","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Veterinarian","SEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","AA","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Commercial","AO","195","180","23100","22330"
"In post","2023","Declared non-disabled","Commercial","EO","425","405","27930","27470"
"In post","2023","Declared non-disabled","Commercial","G6","470","460","74310","71820"
"In post","2023","Declared non-disabled","Commercial","G7","1060","1035","59490","56200"
"In post","2023","Declared non-disabled","Commercial","HEO","980","940","34030","34170"
"In post","2023","Declared non-disabled","Commercial","SCS level","215","210","113790","109330"
"In post","2023","Declared non-disabled","Commercial","SEO","1315","1275","42280","42500"
"In post","2023","Declared non-disabled","Commercial","Unknown","130","130","43790","42620"
"In post","2023","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Communications","AO","100","95","23210","22490"
"In post","2023","Declared non-disabled","Communications","EO","300","280","28530","28120"
"In post","2023","Declared non-disabled","Communications","G6","190","185","69210","68610"
"In post","2023","Declared non-disabled","Communications","G7","510","495","56680","56340"
"In post","2023","Declared non-disabled","Communications","HEO","630","605","35230","34520"
"In post","2023","Declared non-disabled","Communications","SCS level","65","65","88450","82650"
"In post","2023","Declared non-disabled","Communications","SEO","710","685","42870","42510"
"In post","2023","Declared non-disabled","Communications","Unknown","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Corporate Finance","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","AA","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","AO","1135","990","23170","21690"
"In post","2023","Declared non-disabled","Counter Fraud","EO","3475","3180","28980","28120"
"In post","2023","Declared non-disabled","Counter Fraud","G6","70","70","71930","71300"
"In post","2023","Declared non-disabled","Counter Fraud","G7","160","150","58300","57970"
"In post","2023","Declared non-disabled","Counter Fraud","HEO","1400","1340","35760","34700"
"In post","2023","Declared non-disabled","Counter Fraud","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Counter Fraud","SEO","450","430","42600","42510"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AA","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Digital, Data and Technology","AO","305","295","23070","22240"
"In post","2023","Declared non-disabled","Digital, Data and Technology","EO","2015","1915","28560","28120"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G6","1190","1170","69930","68540"
"In post","2023","Declared non-disabled","Digital, Data and Technology","G7","3615","3540","56360","56000"
"In post","2023","Declared non-disabled","Digital, Data and Technology","HEO","3260","3165","34960","34300"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SCS level","255","255","93960","87400"
"In post","2023","Declared non-disabled","Digital, Data and Technology","SEO","3845","3760","42460","41870"
"In post","2023","Declared non-disabled","Digital, Data and Technology","Unknown","35","35","38810","34810"
"In post","2023","Declared non-disabled","Economics","AO","35","35","22430","21200"
"In post","2023","Declared non-disabled","Economics","EO","105","105","27520","28130"
"In post","2023","Declared non-disabled","Economics","G6","180","170","72360","71040"
"In post","2023","Declared non-disabled","Economics","G7","455","445","57790","56430"
"In post","2023","Declared non-disabled","Economics","HEO","335","335","35750","35010"
"In post","2023","Declared non-disabled","Economics","SCS level","80","75","90170","83200"
"In post","2023","Declared non-disabled","Economics","SEO","145","145","43350","43430"
"In post","2023","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","AA","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","AO","585","530","23130","22520"
"In post","2023","Declared non-disabled","Finance","EO","1045","990","28290","27890"
"In post","2023","Declared non-disabled","Finance","G6","545","530","70060","70640"
"In post","2023","Declared non-disabled","Finance","G7","1305","1270","56270","56180"
"In post","2023","Declared non-disabled","Finance","HEO","1475","1410","34930","34300"
"In post","2023","Declared non-disabled","Finance","SCS level","240","230","93470","84320"
"In post","2023","Declared non-disabled","Finance","SEO","1655","1600","43080","42510"
"In post","2023","Declared non-disabled","Finance","Unknown","45","45","53910","48680"
"In post","2023","Declared non-disabled","Geography","AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","EO","105","95","28390","27610"
"In post","2023","Declared non-disabled","Geography","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Geography","HEO","125","115","34860","34370"
"In post","2023","Declared non-disabled","Geography","SEO","40","40","43860","43890"
"In post","2023","Declared non-disabled","Human Resources","AA","40","35","21070","21380"
"In post","2023","Declared non-disabled","Human Resources","AO","695","645","22810","22220"
"In post","2023","Declared non-disabled","Human Resources","EO","1705","1630","28580","27740"
"In post","2023","Declared non-disabled","Human Resources","G6","495","485","68570","68000"
"In post","2023","Declared non-disabled","Human Resources","G7","1270","1220","55680","55720"
"In post","2023","Declared non-disabled","Human Resources","HEO","2155","2065","34690","34300"
"In post","2023","Declared non-disabled","Human Resources","SCS level","175","170","90880","82500"
"In post","2023","Declared non-disabled","Human Resources","SEO","1575","1505","42430","41780"
"In post","2023","Declared non-disabled","Human Resources","Unknown","65","60","39940","38790"
"In post","2023","Declared non-disabled","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G6","170","170","83560","85090"
"In post","2023","Declared non-disabled","Inspector of Education and Training","G7","390","385","75120","77470"
"In post","2023","Declared non-disabled","Inspector of Education and Training","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Inspector of Education and Training","SEO","355","345","51630","52750"
"In post","2023","Declared non-disabled","Intelligence Analysis","AO","75","65","24500","25060"
"In post","2023","Declared non-disabled","Intelligence Analysis","EO","1080","1015","28550","28480"
"In post","2023","Declared non-disabled","Intelligence Analysis","G6","30","30","70670","71070"
"In post","2023","Declared non-disabled","Intelligence Analysis","G7","140","135","59200","59400"
"In post","2023","Declared non-disabled","Intelligence Analysis","HEO","540","525","35060","34640"
"In post","2023","Declared non-disabled","Intelligence Analysis","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Intelligence Analysis","SEO","310","305","44010","43430"
"In post","2023","Declared non-disabled","Intelligence Analysis","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","G6","55","55","66400","64280"
"In post","2023","Declared non-disabled","Internal Audit","G7","105","100","55170","55000"
"In post","2023","Declared non-disabled","Internal Audit","HEO","95","90","35080","34330"
"In post","2023","Declared non-disabled","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","SEO","210","195","45430","44500"
"In post","2023","Declared non-disabled","International Trade","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","International Trade","EO","65","65","28740","29280"
"In post","2023","Declared non-disabled","International Trade","G6","115","110","67090","65980"
"In post","2023","Declared non-disabled","International Trade","G7","285","285","56070","55500"
"In post","2023","Declared non-disabled","International Trade","HEO","205","200","34910","35010"
"In post","2023","Declared non-disabled","International Trade","SCS level","65","65","83830","77060"
"In post","2023","Declared non-disabled","International Trade","SEO","315","315","41770","41550"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AA","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Knowledge and Information Management","AO","250","235","23320","22220"
"In post","2023","Declared non-disabled","Knowledge and Information Management","EO","415","395","28550","28120"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G6","55","55","68540","67320"
"In post","2023","Declared non-disabled","Knowledge and Information Management","G7","200","180","56280","56080"
"In post","2023","Declared non-disabled","Knowledge and Information Management","HEO","455","445","34750","34170"
