"Status","Year","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","40","40","44010","40000"
"In post","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","75","70","42740","39690"
"In post","2023","Asian","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Black","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","35","35","35390","32650"
"In post","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","25","25","[c]","[c]"
"In post","2023","Black","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","15","15","[c]","[c]"
"In post","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","225","225","41770","37870"
"In post","2023","Black","Central Civil Service Fast Stream","Cabinet Office","50","50","31010","30130"
"In post","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Black","Charity Commission","Charity Commission","10","10","[c]","[c]"
"In post","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Black","Competition and Markets Authority","Competition and Markets Authority","40","40","43360","40160"
"In post","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Black","Crown Commercial Service","Cabinet Office","20","20","[c]","[c]"
"In post","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","10","10","[c]","[c]"
"In post","2023","Black","Crown Prosecution Service","Attorney General's Departments","410","390","40830","32070"
"In post","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Black","Defence Equipment and Support","Ministry of Defence","210","205","35140","33200"
"In post","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","30","30","[c]","[c]"
"In post","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","355","350","43250","41060"
"In post","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","80","80","37830","35620"
"In post","2023","Black","Department for Education (excl. agencies)","Department for Education","270","270","41850","38070"
"In post","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","240","235","38030","33830"
"In post","2023","Black","Department for International Trade","Department for International Trade","170","165","42800","41550"
"In post","2023","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","165","165","42240","39060"
"In post","2023","Black","Department for Transport (excl. agencies)","Department for Transport","180","175","43370","39820"
"In post","2023","Black","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","3675","3430","30770","31280"
"In post","2023","Black","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","155","150","43880","38120"
"In post","2023","Black","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Driver and Vehicle Licensing Agency","Department for Transport","30","30","24970","22500"
"In post","2023","Black","Driver and Vehicle Standards Agency","Department for Transport","55","50","33200","31450"
"In post","2023","Black","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Education and Skills Funding Agency","Department for Education","15","15","[c]","[c]"
"In post","2023","Black","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Black","FCDO Services","Foreign, Commonwealth and Development Office","30","30","39280","32780"
"In post","2023","Black","Food Standards Agency","Food Standards Agency","50","50","36900","33820"
"In post","2023","Black","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","225","220","41430","36650"
"In post","2023","Black","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","Government Commercial Organisation","Cabinet Office","35","35","75690","68000"
"In post","2023","Black","Government Internal Audit Agency","HM Treasury","10","10","[c]","[c]"
"In post","2023","Black","Government Legal Department","Attorney General's Departments","195","190","43300","38860"
"In post","2023","Black","Government Property Agency","Cabinet Office","15","15","[c]","[c]"
"In post","2023","Black","HM Courts and Tribunals Service","Ministry of Justice","950","895","28040","25480"
"In post","2023","Black","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","HM Land Registry","70","70","33550","31680"
"In post","2023","Black","HM Prison and Probation Service","Ministry of Justice","2935","2825","33030","32110"
"In post","2023","Black","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2050","1990","35820","34400"
"In post","2023","Black","HM Treasury (excl. agencies)","HM Treasury","35","35","40330","32300"
"In post","2023","Black","Health and Safety Executive","Department for Work and Pensions","35","35","44840","40790"
"In post","2023","Black","Home Office","Home Office","1830","1725","34340","30250"
"In post","2023","Black","Institute for Apprenticeships and Technical Education","Department for Education","10","10","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Ministry of Justice","45","40","28850","23000"
"In post","2023","Black","Maritime and Coastguard Agency","Department for Transport","10","10","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","65","65","40970","41190"
"In post","2023","Black","Met Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Ministry of Defence","500","490","36000","33990"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Ministry of Justice","395","390","40410","36940"
"In post","2023","Black","National Crime Agency","National Crime Agency","105","105","38370","38640"
"In post","2023","Black","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","Chancellor's other departments","15","10","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","75","75","47680","47750"
"In post","2023","Black","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","115","115","41760","39860"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","20","20","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Office of Rail and Road","20","20","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Ministry of Justice","90","85","23830","21780"
"In post","2023","Black","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Department for Levelling Up, Housing and Communities","15","15","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Royal Fleet Auxiliary","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Scottish Government","45","45","44220","41640"
"In post","2023","Black","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Scottish Government","10","10","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","Attorney General's Departments","25","25","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Scottish Government","25","25","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","Department for Education","5","5","[c]","[c]"
"In post","2023","Black","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Submarine Delivery Agency","Ministry of Defence","15","15","[c]","[c]"
"In post","2023","Black","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Black","The Insolvency Service","Department for Business, Energy and Industrial Strategy","55","55","31450","25880"
"In post","2023","Black","The National Archives","The National Archives","10","10","[c]","[c]"
"In post","2023","Black","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","UK Export Finance","50","50","47210","42970"
"In post","2023","Black","UK Health Security Agency","Department of Health and Social Care","290","280","42780","36410"
"In post","2023","Black","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","UK Statistics Authority","130","120","33850","31060"
"In post","2023","Black","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","Black","Valuation Office Agency","HM Revenue and Customs","75","70","36160","33160"
"In post","2023","Black","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Black","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2023","Black","Welsh Government (excl. agencies)","Welsh Government","20","20","[c]","[c]"
"In post","2023","Black","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","Black","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Accountant in Bankruptcy","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","20","15","[c]","[c]"
"In post","2023","Mixed","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","55","55","29650","29120"
"In post","2023","Mixed","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Building Digital UK","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2023","Mixed","Cabinet Office (excl. agencies)","Cabinet Office","180","175","48070","42380"
"In post","2023","Mixed","Central Civil Service Fast Stream","Cabinet Office","115","115","30730","30130"
"In post","2023","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","15","15","[c]","[c]"
"In post","2023","Mixed","Charity Commission","Charity Commission","10","10","[c]","[c]"
"In post","2023","Mixed","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","Competition and Markets Authority","35","35","48980","45190"
"In post","2023","Mixed","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Crown Commercial Service","Cabinet Office","10","10","[c]","[c]"
"In post","2023","Mixed","Crown Office and Procurator Fiscal Service","Scottish Government","15","15","[c]","[c]"
"In post","2023","Mixed","Crown Prosecution Service","Attorney General's Departments","230","215","41400","35550"
"In post","2023","Mixed","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Defence Equipment and Support","Ministry of Defence","155","150","36960","32820"
"In post","2023","Mixed","Defence Science and Technology Laboratory","Ministry of Defence","70","70","39940","39890"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","260","255","47710","46410"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","70","70","47910","52760"
"In post","2023","Mixed","Department for Education (excl. agencies)","Department for Education","180","175","44470","41440"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","160","155","43280","40260"
"In post","2023","Mixed","Department for International Trade","Department for International Trade","110","105","48620","42930"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","90","90","45490","40800"
"In post","2023","Mixed","Department for Transport (excl. agencies)","Department for Transport","125","120","46620","43750"
"In post","2023","Mixed","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1535","1415","29560","28120"
"In post","2023","Mixed","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","95","95","47640","41950"
"In post","2023","Mixed","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Driver and Vehicle Licensing Agency","Department for Transport","55","50","25650","22500"
"In post","2023","Mixed","Driver and Vehicle Standards Agency","Department for Transport","60","55","30640","30780"
"In post","2023","Mixed","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Education and Skills Funding Agency","Department for Education","20","20","[c]","[c]"
"In post","2023","Mixed","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","FCDO Services","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","Food Standards Agency","40","40","40570","38670"
"In post","2023","Mixed","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","265","260","48460","44970"
"In post","2023","Mixed","Forestry and Land Scotland","Scottish Government","5","5","[c]","[c]"
"In post","2023","Mixed","Government Actuary's Department","Chancellor's other departments","10","5","[c]","[c]"
"In post","2023","Mixed","Government Commercial Organisation","Cabinet Office","30","30","78800","69870"
"In post","2023","Mixed","Government Internal Audit Agency","HM Treasury","10","10","[c]","[c]"
"In post","2023","Mixed","Government Legal Department","Attorney General's Departments","95","90","56570","52790"
"In post","2023","Mixed","Government Property Agency","Cabinet Office","15","15","[c]","[c]"
"In post","2023","Mixed","HM Courts and Tribunals Service","Ministry of Justice","340","310","27610","25480"
"In post","2023","Mixed","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","HM Land Registry","75","70","31710","28080"
"In post","2023","Mixed","HM Prison and Probation Service","Ministry of Justice","1525","1460","32980","31310"
"In post","2023","Mixed","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","975","935","37050","34700"
"In post","2023","Mixed","HM Treasury (excl. agencies)","HM Treasury","85","85","48140","53550"
"In post","2023","Mixed","Health and Safety Executive","Department for Work and Pensions","55","50","41770","40790"
"In post","2023","Mixed","Home Office","Home Office","745","695","35370","30320"
"In post","2023","Mixed","Institute for Apprenticeships and Technical Education","Department for Education","5","5","[c]","[c]"
"In post","2023","Mixed","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","20","20","[c]","[c]"
"In post","2023","Mixed","Legal Aid Agency","Ministry of Justice","25","25","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","Department for Transport","20","20","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40","40","45370","42060"
"In post","2023","Mixed","Met Office","Department for Business, Energy and Industrial Strategy","45","45","36430","36800"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","Ministry of Defence","445","430","38960","34300"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","Ministry of Justice","190","185","45660","43650"
"In post","2023","Mixed","National Crime Agency","National Crime Agency","110","110","40890","39630"
"In post","2023","Mixed","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","Chancellor's other departments","10","10","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","25","25","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60","60","45000","43650"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","Office of Rail and Road","10","10","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","Ministry of Justice","35","35","25860","25830"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
