"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Heterosexual / straight","160","145","25970","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Undeclared","20","15","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","Unknown","75","70","25410","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Heterosexual / straight","380","340","36020","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Undeclared","65","60","36040","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","Unknown","45","40","33160","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Digital, Data and Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","Heterosexual / straight","535","500","22620","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","LGBO","60","55","22560","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","Undeclared","70","65","22710","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","AA/AO","Unknown","110","105","22680","22150"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","EO","Heterosexual / straight","480","460","27040","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","EO","LGBO","50","45","26760","25920"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","EO","Undeclared","65","65","27150","26030"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","EO","Unknown","50","45","26800","26440"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","G6/G7","Heterosexual / straight","75","75","54280","51530"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Heterosexual / straight","445","430","34090","32490"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Undeclared","60","60","34910","33830"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","Unknown","35","35","35250","37300"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Operational Delivery","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Project Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","Heterosexual / straight","110","105","24410","25340"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","EO","Heterosexual / straight","110","105","28440","29080"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","EO","Undeclared","20","15","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","Heterosexual / straight","40","40","55550","54790"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Heterosexual / straight","145","140","35960","34250"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","Undeclared","35","30","36330","34560"
