"Status","Year","Age","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","10","10","22970","21690"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","10","10","21690","21690"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Disclosure Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Department for Transport","Wales","75","65","20620","19000"
"In post","2023","16-19","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Education Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","30","30","23790","23530"
"In post","2023","16-19","Food Standards Agency","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Forestry and Land Scotland","Scottish Government","Scotland","10","10","[c]","[c]"
"In post","2023","16-19","Government Legal Department","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Land Registry","HM Land Registry","South West (England)","5","5","[c]","[c]"
"In post","2023","16-19","HM Land Registry","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","45","45","26510","28880"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","East of England","40","40","26060","24070"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","London","10","10","29450","28400"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","North East (England)","20","20","25760","28880"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","North West (England)","35","35","25430","24070"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","South East (England)","50","50","25610","23230"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","South West (England)","25","25","26100","24070"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Wales","10","10","24910","24070"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","25","25","25870","24070"
"In post","2023","16-19","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","40","40","25810","28880"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","15","15","23210","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","10","10","27990","26920"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","20","20","22780","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","30","30","23210","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","25","25","22710","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","5","5","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","20","20","22790","22520"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","35","30","23170","22520"
"In post","2023","16-19","HM Treasury (excl. agencies)","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","HM Treasury","London","5","5","[c]","[c]"
"In post","2023","16-19","HM Treasury (excl. agencies)","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Department for Work and Pensions","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Department for Work and Pensions","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","East of England","15","15","22600","22400"
"In post","2023","16-19","Home Office","Home Office","London","25","25","27530","26400"
"In post","2023","16-19","Home Office","Home Office","North East (England)","10","5","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","North West (England)","30","25","23130","22400"
"In post","2023","16-19","Home Office","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","South East (England)","40","40","23260","22400"
"In post","2023","16-19","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Home Office","Home Office","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal Aid Agency","Ministry of Justice","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Maritime and Coastguard Agency","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Met Office","Department for Business, Energy and Industrial Strategy","South West (England)","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","Scotland","5","5","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","South East (England)","10","10","[c]","[c]"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","10","10","24570","22220"
"In post","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Crime Agency","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","National Savings and Investments","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland Office","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Planning Inspectorate","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Royal Fleet Auxiliary","Ministry of Defence","Unknown","30","30","19370","17400"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","North West (England)","5","5","[c]","[c]"
"In post","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Courts and Tribunals Service","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","Scotland","15","15","22760","22760"
"In post","2023","16-19","Scottish Prison Service","Scottish Government","Scotland","15","15","23460","24710"
"In post","2023","16-19","Scottish Public Pensions Agency","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Serious Fraud Office","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Security Scotland","Scottish Government","Scotland","15","15","22720","22180"
"In post","2023","16-19","Student Awards Agency for Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Submarine Delivery Agency","Ministry of Defence","South West (England)","20","20","18720","18280"
"In post","2023","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","The National Archives","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Export Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Health Security Agency","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","UK Statistics Authority","North East (England)","5","5","[c]","[c]"
"In post","2023","16-19","UK Statistics Authority","UK Statistics Authority","South East (England)","10","10","22370","21200"
"In post","2023","16-19","UK Statistics Authority","UK Statistics Authority","Wales","10","10","23020","23020"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","North East (England)","5","5","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Valuation Office Agency","HM Revenue and Customs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Vehicle Certification Agency","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Welsh Government (excl. agencies)","Welsh Government","Wales","10","10","22670","22150"
"In post","2023","20-29","Accountant in Bankruptcy","Scottish Government","Scotland","20","20","26630","24890"
"In post","2023","20-29","Active Travel England","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Active Travel England","Department for Transport","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","London","10","10","32990","29330"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North East (England)","15","10","26540","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","North West (England)","10","10","28320","25160"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","10","10","27660","25920"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","25","25","29530","29150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","15","15","33330","32720"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","10","10","[c]","[c]"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","55","55","24830","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","20","20","26430","25920"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","205","200","29020","29080"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","70","70","25900","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","50","45","24170","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","40","40","25150","22150"
"In post","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","70","70","25790","24920"
"In post","2023","20-29","Attorney General's Office","Attorney General's Departments","London","15","15","37600","32890"
"In post","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","London","40","40","40270","36010"
"In post","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","North West (England)","25","25","37260","31880"
"In post","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","London","815","810","41550","38460"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","55","50","24750","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","60","60","38150","33020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","95","95","30180","32640"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","20","20","42780","44580"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","55","55","34910","32640"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Wales","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","15","15","37050","33020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","115","115","28580","27110"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","East Midlands (England)","15","15","30600","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","London","1105","1100","30720","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","North East (England)","30","30","30470","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","North West (England)","95","95","30390","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","Scotland","35","35","30480","30130"
