"Status","Year","Age","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","19540","19460"
"In post","2023","16-19","Finance","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Human Resources","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","London","Inner London - West","10","10","[c]","[c]"
"In post","2023","16-19","Legal","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","16-19","Legal","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","16-19","No function","East Midlands (England)","Derbyshire and Nottinghamshire","35","30","24900","23230"
"In post","2023","16-19","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","20","25890","28120"
"In post","2023","16-19","No function","East Midlands (England)","Lincolnshire","10","10","25350","23650"
"In post","2023","16-19","No function","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","East of England","East Anglia","40","35","24440","23230"
"In post","2023","16-19","No function","East of England","Essex","15","15","24620","22400"
"In post","2023","16-19","No function","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","16-19","No function","London","Inner London - West","25","25","28520","28770"
"In post","2023","16-19","No function","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","London","Outer London - South","10","10","26950","26920"
"In post","2023","16-19","No function","London","Outer London - West and North West","20","20","26720","26400"
"In post","2023","16-19","No function","North East (England)","Northumberland, and Tyne and Wear","25","25","22500","22520"
"In post","2023","16-19","No function","North East (England)","Tees Valley and Durham","25","25","24830","23230"
"In post","2023","16-19","No function","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","16-19","No function","North West (England)","Greater Manchester","30","30","24540","22520"
"In post","2023","16-19","No function","North West (England)","Lancashire","25","25","24010","23230"
"In post","2023","16-19","No function","North West (England)","Merseyside","40","35","22900","22400"
"In post","2023","16-19","No function","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Scotland","Eastern Scotland","15","15","23400","23190"
"In post","2023","16-19","No function","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","Scotland","North Eastern Scotland","5","5","[c]","[c]"
"In post","2023","16-19","No function","Scotland","Southern Scotland","15","15","20530","21090"
"In post","2023","16-19","No function","Scotland","West Central Scotland","15","15","22580","22400"
"In post","2023","16-19","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","22820","23230"
"In post","2023","16-19","No function","South East (England)","Hampshire and Isle of Wight","40","40","22850","22310"
"In post","2023","16-19","No function","South East (England)","Kent","50","50","24100","22400"
"In post","2023","16-19","No function","South East (England)","Surrey, East and West Sussex","15","15","26050","25340"
"In post","2023","16-19","No function","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","No function","South West (England)","Devon","10","10","[c]","[c]"
"In post","2023","16-19","No function","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","16-19","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","90","90","20540","18780"
"In post","2023","16-19","No function","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","No function","Wales","East Wales","40","40","22030","22520"
"In post","2023","16-19","No function","Wales","West Wales and The Valleys","85","75","20760","20390"
"In post","2023","16-19","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","West Midlands (England)","Shropshire and Staffordshire","20","20","23860","23230"
"In post","2023","16-19","No function","West Midlands (England)","West Midlands","40","35","23340","22500"
"In post","2023","16-19","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","15","15","26220","28880"
"In post","2023","16-19","No function","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","No function","Yorkshire and The Humber","South Yorkshire","15","15","23030","22400"
"In post","2023","16-19","No function","Yorkshire and The Humber","West Yorkshire","45","45","24990","23230"
"In post","2023","16-19","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South West (England)","Devon","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","18770","18280"
"In post","2023","16-19","Project Delivery","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","23520","23280"
"In post","2023","16-19","Property","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","16-19","Security","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Security","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","Eastern Scotland","15","15","23270","22760"
"In post","2023","16-19","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","Southern Scotland","10","5","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","West Central Scotland","20","20","22650","22180"
"In post","2023","16-19","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","20980","19430"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Unknown","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","33340","33290"
"In post","2023","20-29","Analysis","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","East of England","East Anglia","55","55","27910","26660"
"In post","2023","20-29","Analysis","London","Inner London - East","360","360","39580","39110"
"In post","2023","20-29","Analysis","London","Inner London - West","1515","1505","40990","38660"
"In post","2023","20-29","Analysis","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","London","Outer London - South","50","50","39430","38250"
"In post","2023","20-29","Analysis","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","North East (England)","Northumberland, and Tyne and Wear","60","60","34910","34400"
"In post","2023","20-29","Analysis","North East (England)","Tees Valley and Durham","70","70","31030","31560"
"In post","2023","20-29","Analysis","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","North West (England)","Greater Manchester","220","220","36570","34700"
"In post","2023","20-29","Analysis","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","North West (England)","Merseyside","50","50","36600","34400"
"In post","2023","20-29","Analysis","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Scotland","Eastern Scotland","15","15","35200","34110"
"In post","2023","20-29","Analysis","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Scotland","West Central Scotland","25","25","33210","33020"
"In post","2023","20-29","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","South East (England)","Hampshire and Isle of Wight","355","350","34320","31560"
"In post","2023","20-29","Analysis","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","South West (England)","Dorset and Somerset","20","20","28000","25970"
"In post","2023","20-29","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","225","220","32980","30650"
"In post","2023","20-29","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","Wales","East Wales","355","350","34080","31560"
"In post","2023","20-29","Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Analysis","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","20-29","Analysis","West Midlands (England)","West Midlands","60","60","34790","33950"
"In post","2023","20-29","Analysis","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2023","20-29","Analysis","Yorkshire and The Humber","South Yorkshire","85","80","37240","34170"
"In post","2023","20-29","Analysis","Yorkshire and The Humber","West Yorkshire","100","100","36230","34170"
"In post","2023","20-29","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","29400","28080"
"In post","2023","20-29","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","East of England","East Anglia","20","20","35390","33910"
"In post","2023","20-29","Commercial","London","Inner London - East","45","45","35770","33230"
"In post","2023","20-29","Commercial","London","Inner London - West","305","305","42590","38640"
"In post","2023","20-29","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","London","Outer London - South","15","15","40720","36000"
"In post","2023","20-29","Commercial","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","20-29","Commercial","North East (England)","Tees Valley and Durham","10","10","30560","30330"
"In post","2023","20-29","Commercial","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","North West (England)","Greater Manchester","80","80","36010","33760"
"In post","2023","20-29","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","North West (England)","Merseyside","30","30","34440","32110"
"In post","2023","20-29","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Scotland","Eastern Scotland","15","15","31440","29910"
"In post","2023","20-29","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Scotland","West Central Scotland","40","40","31710","31570"
"In post","2023","20-29","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","32630","29140"
"In post","2023","20-29","Commercial","South East (England)","Hampshire and Isle of Wight","45","45","29720","27470"
"In post","2023","20-29","Commercial","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","South West (England)","Devon","15","15","33330","30930"
"In post","2023","20-29","Commercial","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","320","320","31820","31920"
"In post","2023","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Wales","East Wales","25","25","30950","31640"
"In post","2023","20-29","Commercial","Wales","West Wales and The Valleys","15","15","28270","26780"
"In post","2023","20-29","Commercial","West Midlands (England)","Shropshire and Staffordshire","15","15","33570","28840"
"In post","2023","20-29","Commercial","West Midlands (England)","West Midlands","30","30","37040","31650"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","North Yorkshire","15","15","35160","30320"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","South Yorkshire","20","20","35080","38300"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","West Yorkshire","45","45","36590","31940"
"In post","2023","20-29","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","30890","31270"
"In post","2023","20-29","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","20-29","Communications","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","20-29","Communications","London","Inner London - East","25","25","35720","35910"
"In post","2023","20-29","Communications","London","Inner London - West","545","545","38610","37790"
"In post","2023","20-29","Communications","London","Outer London - South","5","5","[c]","[c]"
"In post","2023","20-29","Communications","London","Outer London - West and North West","5","5","[c]","[c]"
"In post","2023","20-29","Communications","North East (England)","Northumberland, and Tyne and Wear","15","15","31150","32260"
"In post","2023","20-29","Communications","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","20-29","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","North West (England)","Greater Manchester","20","20","33050","32070"
"In post","2023","20-29","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2023","20-29","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Communications","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2023","20-29","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","29970","29140"
"In post","2023","20-29","Communications","South East (England)","Hampshire and Isle of Wight","20","20","33020","31060"
"In post","2023","20-29","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","20-29","Communications","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","20-29","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","33160","32080"
"In post","2023","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Wales","East Wales","30","25","32260","31160"
