"Status","Year","Disability","Ethnicity","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Other ethnicity","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Cabinet Office (excl. agencies)","Cabinet Office","45","45","44170","41870"
"In post","2023","Declared non-disabled","Other ethnicity","Central Civil Service Fast Stream","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Competition and Markets Authority","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Crown Commercial Service","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Crown Office and Procurator Fiscal Service","Scottish Government","50","50","37990","33120"
"In post","2023","Declared non-disabled","Other ethnicity","Crown Prosecution Service","Attorney General's Departments","35","35","42350","34190"
"In post","2023","Declared non-disabled","Other ethnicity","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","55","55","52280","55120"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Education (excl. agencies)","Department for Education","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Department for International Trade","Department for International Trade","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","40","40","49390","49700"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Transport (excl. agencies)","Department for Transport","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","305","280","30910","28120"
"In post","2023","Declared non-disabled","Other ethnicity","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Driver and Vehicle Licensing Agency","Department for Transport","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Driver and Vehicle Standards Agency","Department for Transport","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Estyn","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","FCDO Services","Foreign, Commonwealth and Development Office","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Food Standards Agency","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","60","60","49360","44450"
"In post","2023","Declared non-disabled","Other ethnicity","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Government Commercial Organisation","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Government Internal Audit Agency","HM Treasury","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Government Legal Department","Attorney General's Departments","30","30","48130","52020"
"In post","2023","Declared non-disabled","Other ethnicity","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","HM Courts and Tribunals Service","Ministry of Justice","80","75","28630","25480"
"In post","2023","Declared non-disabled","Other ethnicity","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","HM Land Registry","HM Land Registry","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","HM Prison and Probation Service","Ministry of Justice","260","250","34040","32060"
"In post","2023","Declared non-disabled","Other ethnicity","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","200","190","37170","34700"
"In post","2023","Declared non-disabled","Other ethnicity","HM Treasury (excl. agencies)","HM Treasury","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Health and Safety Executive","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Home Office","Home Office","165","155","34600","30370"
"In post","2023","Declared non-disabled","Other ethnicity","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Legal Aid Agency","Ministry of Justice","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Maritime and Coastguard Agency","Department for Transport","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Met Office","Department for Business, Energy and Industrial Strategy","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Ministry of Defence (excl. agencies)","Ministry of Defence","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Ministry of Justice (excl. agencies)","Ministry of Justice","45","40","40960","38400"
"In post","2023","Declared non-disabled","Other ethnicity","National Crime Agency","National Crime Agency","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of the Public Guardian","Ministry of Justice","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Other ethnicity","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
