"Status","Year","Ethnicity","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Belfast","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Berkshire","Outside London","Heterosexual / straight","245","225","32410","31280"
"In post","2023","Asian","Berkshire","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Berkshire","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Berkshire","Outside London","Unknown","35","35","30980","29730"
"In post","2023","Asian","Bexley and Greenwich","London","Heterosexual / straight","90","85","33230","32520"
"In post","2023","Asian","Bexley and Greenwich","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Bexley and Greenwich","London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Birmingham","Outside London","Heterosexual / straight","2935","2770","29950","28120"
"In post","2023","Asian","Birmingham","Outside London","LGBO","50","50","29960","27890"
"In post","2023","Asian","Birmingham","Outside London","Undeclared","165","150","27830","26510"
"In post","2023","Asian","Birmingham","Outside London","Unknown","335","305","29300","28120"
"In post","2023","Asian","Blackburn with Darwen","Outside London","Heterosexual / straight","95","85","28360","28120"
"In post","2023","Asian","Blackburn with Darwen","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackburn with Darwen","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Blackpool","Outside London","Heterosexual / straight","125","120","31010","28120"
"In post","2023","Asian","Blackpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Blackpool","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bournemouth, Christchurch and Poole","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bradford","Outside London","Heterosexual / straight","745","680","25910","22520"
"In post","2023","Asian","Bradford","Outside London","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Bradford","Outside London","Undeclared","30","25","23900","22520"
"In post","2023","Asian","Bradford","Outside London","Unknown","135","110","25050","22520"
"In post","2023","Asian","Breckland and South Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","London","Heterosexual / straight","100","90","32170","32520"
"In post","2023","Asian","Brent","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brent","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Brent","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bridgend and Neath Port Talbot","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Brighton and Hove","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Outside London","Heterosexual / straight","195","180","35150","30320"
"In post","2023","Asian","Bristol, City of","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Bristol, City of","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Bromley","London","Heterosexual / straight","30","30","33410","32520"
"In post","2023","Asian","Bromley","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bromley","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","Heterosexual / straight","90","85","33190","29140"
"In post","2023","Asian","Buckinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Buckinghamshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","Heterosexual / straight","150","140","27620","28120"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Calderdale and Kirklees","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","Heterosexual / straight","85","80","36390","32000"
"In post","2023","Asian","Cambridgeshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cambridgeshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","London","Heterosexual / straight","260","250","33960","29890"
"In post","2023","Asian","Camden and City of London","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Camden and City of London","London","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Camden and City of London","London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","Heterosexual / straight","265","255","33990","28130"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Cardiff and Vale of Glamorgan","Outside London","Unknown","30","30","32300","28130"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Causeway Coast and Glens","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Bedfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","Heterosexual / straight","70","70","33150","30560"
"In post","2023","Asian","Central Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","Heterosexual / straight","40","40","29360","28120"
"In post","2023","Asian","Central Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Central Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","Heterosexual / straight","40","40","27890","27140"
"In post","2023","Asian","Cheshire East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire West and Chester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Chorley and West Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Outside London","Heterosexual / straight","180","175","38160","34570"
"In post","2023","Asian","City of Edinburgh","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","City of Edinburgh","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Clackmannanshire and Fife","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Conwy and Denbighshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Coventry","Outside London","Heterosexual / straight","400","380","36060","31320"
"In post","2023","Asian","Coventry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Coventry","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2023","Asian","Coventry","Outside London","Unknown","50","45","34560","30330"
"In post","2023","Asian","Croydon","London","Heterosexual / straight","1520","1440","37610","32890"
"In post","2023","Asian","Croydon","London","LGBO","25","20","[c]","[c]"
"In post","2023","Asian","Croydon","London","Undeclared","140","130","33900","30410"
"In post","2023","Asian","Croydon","London","Unknown","105","95","39440","39450"
"In post","2023","Asian","Darlington","Outside London","Heterosexual / straight","45","40","36580","31270"
"In post","2023","Asian","Darlington","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Darlington","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","Heterosexual / straight","95","85","26880","28120"
"In post","2023","Asian","Derby","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2023","Asian","Derby","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derry City and Strabane","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","Heterosexual / straight","50","45","34420","31090"
"In post","2023","Asian","Devon CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","Heterosexual / straight","90","85","25840","21690"
"In post","2023","Asian","Dudley","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dudley","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dumfries and Galloway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","Heterosexual / straight","45","35","28320","23310"
"In post","2023","Asian","Durham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ealing","London","Heterosexual / straight","125","115","33300","32520"
"In post","2023","Asian","Ealing","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ealing","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Ealing","London","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Derbyshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Kent","Outside London","Heterosexual / straight","45","45","28980","25880"
"In post","2023","Asian","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Kent","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","East Kent","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lancashire","Outside London","Heterosexual / straight","55","50","26920","28120"
"In post","2023","Asian","East Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lancashire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Lothian and Midlothian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","Outside London","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Asian","East Merseyside","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Merseyside","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Surrey","Outside London","Heterosexual / straight","45","40","33980","31310"
"In post","2023","Asian","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Surrey","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Enfield","London","Heterosexual / straight","40","35","33240","32520"
"In post","2023","Asian","Enfield","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Enfield","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Enfield","London","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","Outside London","Heterosexual / straight","35","35","29050","25610"
"In post","2023","Asian","Essex Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Essex Thames Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Falkirk","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Falkirk","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Fermanagh and Omagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Flintshire and Wrexham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Glasgow City","Outside London","Heterosexual / straight","315","295","31870","28120"
"In post","2023","Asian","Glasgow City","Outside London","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Glasgow City","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Glasgow City","Outside London","Unknown","30","30","33130","28010"
"In post","2023","Asian","Gloucestershire CC","Outside London","Heterosexual / straight","30","30","33040","28120"
"In post","2023","Asian","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North East","Outside London","Heterosexual / straight","85","80","28940","28120"
"In post","2023","Asian","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North East","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester North East","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North West","Outside London","Heterosexual / straight","85","75","26130","24070"
"In post","2023","Asian","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North West","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester North West","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Greater Manchester South East","Outside London","Heterosexual / straight","45","40","26760","28120"
