"Status","Year","Ethnicity","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Animal and Plant Health Agency","EO","EO","35","35","28860","29080"
"In post","2023","Asian","Animal and Plant Health Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Attorney General's Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","EO","EO","5","5","[c]","[c]"
"In post","2023","Asian","Building Digital UK","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Building Digital UK","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","AA/AO","AO","20","20","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","EO","EO","65","60","28010","28370"
"In post","2023","Asian","Cabinet Office (excl. agencies)","G6/G7","G6","40","40","67710","66530"
"In post","2023","Asian","Cabinet Office (excl. agencies)","G6/G7","G7","125","125","57010","56430"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SEO/HEO","HEO","80","80","35040","35650"
"In post","2023","Asian","Cabinet Office (excl. agencies)","SEO/HEO","SEO","85","80","41590","41870"
"In post","2023","Asian","Central Civil Service Fast Stream","SEO/HEO","HEO","185","185","30800","30130"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Companies House","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","EO","EO","15","15","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","G6/G7","G7","30","30","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Competition and Markets Authority","SEO/HEO","HEO","35","30","35280","34620"
"In post","2023","Asian","Competition and Markets Authority","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Criminal Injuries Compensation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Crown Commercial Service","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","AA/AO","AO","15","15","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","EO","EO","10","10","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","G6/G7","G7","20","20","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Crown Office and Procurator Fiscal Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","AA/AO","AO","230","215","23230","22870"
"In post","2023","Asian","Crown Prosecution Service","EO","EO","155","145","28470","28200"
"In post","2023","Asian","Crown Prosecution Service","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","G6/G7","G7","315","290","56760","55170"
"In post","2023","Asian","Crown Prosecution Service","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Crown Prosecution Service","SEO/HEO","HEO","55","50","33710","33290"
"In post","2023","Asian","Crown Prosecution Service","SEO/HEO","SEO","65","65","40190","40540"
"In post","2023","Asian","Defence Electronics and Components Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Electronics and Components Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","AA/AO","AO","75","75","24540","24400"
"In post","2023","Asian","Defence Equipment and Support","EO","EO","25","25","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","G6/G7","G7","30","30","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","SEO/HEO","HEO","100","95","32970","32500"
"In post","2023","Asian","Defence Equipment and Support","SEO/HEO","SEO","95","95","42430","42620"
"In post","2023","Asian","Defence Science and Technology Laboratory","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","G6/G7","G7","30","25","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","SEO/HEO","HEO","30","30","29550","30650"
"In post","2023","Asian","Defence Science and Technology Laboratory","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","EO","55","50","28700","28720"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G6","60","60","68410","66790"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","G7","170","165","56140","55120"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","HEO","155","155","34640","34670"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","SEO","185","185","42070","41360"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","EO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","G7","45","45","55010","53430"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","HEO","50","50","37380","35770"
"In post","2023","Asian","Department for Education (excl. agencies)","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","EO","EO","110","110","27790","26940"
"In post","2023","Asian","Department for Education (excl. agencies)","G6/G7","G6","50","50","66620","66210"
"In post","2023","Asian","Department for Education (excl. agencies)","G6/G7","G7","160","160","53730","52470"
"In post","2023","Asian","Department for Education (excl. agencies)","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","SEO/HEO","HEO","165","160","32460","30710"
"In post","2023","Asian","Department for Education (excl. agencies)","SEO/HEO","SEO","185","185","40180","38210"
"In post","2023","Asian","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","EO","55","55","27600","26640"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","G7","70","70","53160","54330"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","HEO","85","85","33180","33830"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","SEO","80","80","39520","40260"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for International Trade","EO","EO","30","30","29210","29280"
"In post","2023","Asian","Department for International Trade","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Asian","Department for International Trade","G6/G7","G7","75","75","56950","55500"
"In post","2023","Asian","Department for International Trade","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Department for International Trade","SEO/HEO","HEO","80","80","35320","35010"
"In post","2023","Asian","Department for International Trade","SEO/HEO","SEO","90","90","42450","41550"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","EO","35","35","29120","28850"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G6","25","25","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","G7","65","65","53740","54630"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","HEO","95","90","34260","34310"
"In post","2023","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","SEO","60","55","40310","40390"
"In post","2023","Asian","Department for Transport (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","EO","EO","35","35","31120","31210"
"In post","2023","Asian","Department for Transport (excl. agencies)","G6/G7","G6","30","30","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","G6/G7","G7","90","90","57150","56290"
"In post","2023","Asian","Department for Transport (excl. agencies)","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Department for Transport (excl. agencies)","SEO/HEO","HEO","95","95","35520","35760"
"In post","2023","Asian","Department for Transport (excl. agencies)","SEO/HEO","SEO","85","80","43880","43750"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","AA","30","25","21310","21250"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","AA/AO","AO","2275","1925","22530","21690"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","EO","EO","4455","4065","29710","28120"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","G6","30","30","72290","72190"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","G6/G7","G7","155","150","55380","55150"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","HEO","610","590","36630","36470"
"In post","2023","Asian","Department for Work and Pensions (excl. agencies)","SEO/HEO","SEO","245","240","41560","41480"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","EO","EO","35","35","28180","28770"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","G6/G7","G7","75","70","54670","54690"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","HEO","65","60","33140","34190"
"In post","2023","Asian","Department of Health and Social Care (excl. agencies)","SEO/HEO","SEO","65","65","41650","41950"
"In post","2023","Asian","Disclosure Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Disclosure Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","AA/AO","AA","15","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","AA/AO","AO","85","75","22530","22500"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","EO","EO","20","20","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Licensing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","AA/AO","AO","40","35","26080","24900"
"In post","2023","Asian","Driver and Vehicle Standards Agency","EO","EO","85","80","29520","27960"
"In post","2023","Asian","Driver and Vehicle Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Asian","Driver and Vehicle Standards Agency","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Education Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","EO","EO","5","5","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","G6/G7","G7","20","20","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","SEO/HEO","SEO","45","40","40400","38210"
"In post","2023","Asian","Estyn","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","EO","EO","20","20","[c]","[c]"
"In post","2023","Asian","FCDO Services","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Asian","FCDO Services","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","EO","EO","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","AO","25","25","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","EO","EO","65","65","32260","31630"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G6","45","45","68070","67190"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","G7","90","90","57490","56490"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","HEO","155","155","37110","37440"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","SEO","30","30","44980","44450"
"In post","2023","Asian","Forestry and Land Scotland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
