"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Digital, Data and Technology","EO","60","60","27430","27960"
"In post","2023","Cabinet Office","Digital, Data and Technology","G6/G7","685","670","58160","56430"
"In post","2023","Cabinet Office","Digital, Data and Technology","SCS level","55","55","100210","95000"
"In post","2023","Cabinet Office","Digital, Data and Technology","SEO/HEO","550","545","36010","35650"
"In post","2023","Cabinet Office","Economics","G6/G7","10","10","59730","57040"
"In post","2023","Cabinet Office","Economics","SCS level","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Economics","SEO/HEO","10","10","35530","35440"
"In post","2023","Cabinet Office","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Finance","EO","25","25","27200","27330"
"In post","2023","Cabinet Office","Finance","G6/G7","70","70","58280","57650"
"In post","2023","Cabinet Office","Finance","SCS level","20","20","120100","118450"
"In post","2023","Cabinet Office","Finance","SEO/HEO","185","180","34650","33020"
"In post","2023","Cabinet Office","Human Resources","AA/AO","130","115","21810","21720"
"In post","2023","Cabinet Office","Human Resources","EO","150","140","26530","26300"
"In post","2023","Cabinet Office","Human Resources","G6/G7","280","270","58390","56430"
"In post","2023","Cabinet Office","Human Resources","SCS level","40","40","89750","79080"
"In post","2023","Cabinet Office","Human Resources","SEO/HEO","335","325","37220","38120"
"In post","2023","Cabinet Office","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","AA/AO","10","10","23860","25280"
"In post","2023","Cabinet Office","Knowledge and Information Management","EO","15","10","28350","28370"
"In post","2023","Cabinet Office","Knowledge and Information Management","G6/G7","15","15","58310","56430"
"In post","2023","Cabinet Office","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Knowledge and Information Management","SEO/HEO","15","15","36720","36680"
"In post","2023","Cabinet Office","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Legal","G6/G7","10","10","[c]","[c]"
"In post","2023","Cabinet Office","Legal","SCS level","55","50","86860","81600"
"In post","2023","Cabinet Office","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","AA/AO","20","20","21580","21040"
"In post","2023","Cabinet Office","Operational Delivery","EO","35","35","26090","26410"
"In post","2023","Cabinet Office","Operational Delivery","G6/G7","75","75","56190","55770"
"In post","2023","Cabinet Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Operational Delivery","SEO/HEO","40","40","35810","33800"
"In post","2023","Cabinet Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Policy","EO","10","10","27150","28370"
"In post","2023","Cabinet Office","Policy","G6/G7","200","195","58610","56430"
"In post","2023","Cabinet Office","Policy","SCS level","20","20","86950","83100"
"In post","2023","Cabinet Office","Policy","SEO/HEO","170","165","38950","39580"
"In post","2023","Cabinet Office","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","Cabinet Office","Project Delivery","G6/G7","75","70","59120","58170"
"In post","2023","Cabinet Office","Project Delivery","SCS level","15","15","101290","89760"
"In post","2023","Cabinet Office","Project Delivery","SEO/HEO","305","305","31490","30130"
"In post","2023","Cabinet Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Property","EO","10","10","27270","27370"
"In post","2023","Cabinet Office","Property","G6/G7","130","130","56770","56150"
"In post","2023","Cabinet Office","Property","SCS level","20","20","97140","93000"
"In post","2023","Cabinet Office","Property","SEO/HEO","120","115","34770","32960"
"In post","2023","Cabinet Office","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Science and Engineering","SEO/HEO","100","100","30250","30130"
"In post","2023","Cabinet Office","Security","AA/AO","35","35","23120","21830"
"In post","2023","Cabinet Office","Security","EO","25","25","27340","27430"
"In post","2023","Cabinet Office","Security","G6/G7","60","60","63080","62320"
"In post","2023","Cabinet Office","Security","SCS level","25","25","95530","86560"
"In post","2023","Cabinet Office","Security","SEO/HEO","255","245","35450","34320"
"In post","2023","Cabinet Office","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office","Statistics","SEO/HEO","115","115","31380","30130"
"In post","2023","Cabinet Office","Unknown","AA/AO","235","220","22820","21830"
"In post","2023","Cabinet Office","Unknown","EO","480","460","27070","27430"
"In post","2023","Cabinet Office","Unknown","G6/G7","925","910","60110","56430"
"In post","2023","Cabinet Office","Unknown","SCS level","205","200","95150","83750"
"In post","2023","Cabinet Office","Unknown","SEO/HEO","1525","1515","33990","32960"
"In post","2023","Chancellor's other departments","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Commercial","G6/G7","10","10","55030","53180"
"In post","2023","Chancellor's other departments","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Communications","G6/G7","15","15","58440","58170"
"In post","2023","Chancellor's other departments","Communications","SEO/HEO","10","10","39730","38500"
"In post","2023","Chancellor's other departments","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Finance","SEO/HEO","15","15","43500","45520"
"In post","2023","Chancellor's other departments","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Other","EO","25","25","30620","30090"
"In post","2023","Chancellor's other departments","Other","G6/G7","140","130","84610","80480"
"In post","2023","Chancellor's other departments","Other","SCS level","10","10","124570","118000"
"In post","2023","Chancellor's other departments","Other","SEO/HEO","75","75","42640","43000"
"In post","2023","Chancellor's other departments","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","G6/G7","20","20","57620","55590"
"In post","2023","Chancellor's other departments","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Project Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Chancellor's other departments","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Charity Commission","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Communications","SEO/HEO","15","15","34350","32060"
"In post","2023","Charity Commission","Digital, Data and Technology","EO","10","10","25390","25300"
"In post","2023","Charity Commission","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Digital, Data and Technology","SEO/HEO","40","40","34940","32990"
"In post","2023","Charity Commission","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Human Resources","SEO/HEO","10","10","34100","30170"
"In post","2023","Charity Commission","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Charity Commission","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Legal","G6/G7","25","20","57080","53820"
"In post","2023","Charity Commission","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","AA/AO","20","15","21480","21100"
"In post","2023","Charity Commission","Operational Delivery","EO","95","95","25720","25300"
"In post","2023","Charity Commission","Operational Delivery","G6/G7","30","30","55520","52240"
"In post","2023","Charity Commission","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Operational Delivery","SEO/HEO","175","170","33500","30170"
"In post","2023","Charity Commission","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Policy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Communications","SEO/HEO","15","15","40360","42540"
"In post","2023","Competition and Markets Authority","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Corporate Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","G6/G7","35","35","66830","61880"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Digital, Data and Technology","SEO/HEO","25","25","40670","42920"
"In post","2023","Competition and Markets Authority","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Economics","G6/G7","65","60","66380","64780"
"In post","2023","Competition and Markets Authority","Economics","SCS level","15","15","111030","101830"
"In post","2023","Competition and Markets Authority","Economics","SEO/HEO","25","25","34800","34110"
"In post","2023","Competition and Markets Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","G6/G7","15","15","63230","63740"
"In post","2023","Competition and Markets Authority","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Human Resources","SEO/HEO","15","15","39660","41370"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","G6/G7","15","15","63700","58190"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Intelligence Analysis","SEO/HEO","10","10","44130","45190"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","EO","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Legal","G6/G7","95","95","69920","73510"
"In post","2023","Competition and Markets Authority","Legal","SCS level","25","25","108730","102320"
"In post","2023","Competition and Markets Authority","Legal","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","G6/G7","15","15","64370","59480"
"In post","2023","Competition and Markets Authority","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Project Delivery","AA/AO","20","20","23200","23200"
"In post","2023","Competition and Markets Authority","Project Delivery","EO","35","35","28730","28760"
"In post","2023","Competition and Markets Authority","Project Delivery","G6/G7","200","190","68200","66470"
"In post","2023","Competition and Markets Authority","Project Delivery","SCS level","70","70","111030","102320"
"In post","2023","Competition and Markets Authority","Project Delivery","SEO/HEO","110","110","37220","35600"
"In post","2023","Competition and Markets Authority","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","EO","10","10","26480","25390"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","G6/G7","25","25","57340","54640"
"In post","2023","Department for Business, Energy and Industrial Strategy","Commercial","SEO/HEO","35","35","41530","42460"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","EO","30","25","27480","28300"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","G6/G7","65","65","60260","59760"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Communications","SEO/HEO","150","145","39630","39720"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","AA/AO","95","80","22620","23240"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","EO","70","65","26500","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","G6/G7","15","15","56320","54180"
"In post","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","SEO/HEO","245","235","39440","39670"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","AA/AO","20","20","25070","25900"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","165","165","29810","28300"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G6/G7","225","220","61590","61150"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SCS level","10","10","89660","82680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO/HEO","665","650","40690","40500"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","EO","35","35","28200","28720"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","G6/G7","105","100","62860","59600"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","SCS level","15","15","80030","77880"
"In post","2023","Department for Business, Energy and Industrial Strategy","Economics","SEO/HEO","115","115","38020","35970"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","AA/AO","40","35","22730","21750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","EO","35","35","27170","26260"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","G6/G7","115","110","61230","59850"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","SCS level","10","10","84190","81800"
"In post","2023","Department for Business, Energy and Industrial Strategy","Finance","SEO/HEO","150","145","40170","40680"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","AA/AO","15","15","23290","23100"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","EO","50","50","26460","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","G6/G7","125","120","57720","56170"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SCS level","15","15","86370","83290"
"In post","2023","Department for Business, Energy and Industrial Strategy","Human Resources","SEO/HEO","205","195","36830","36190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
