"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","HM Treasury","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Internal Audit","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Internal Audit","SEO/HEO","25","[c]","39830","39200"
"New entrant CS","2023","HM Treasury","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Operational Delivery","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Operational Delivery","EO","25","[c]","27540","27820"
"New entrant CS","2023","HM Treasury","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Other","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Policy","AA/AO","15","[c]","21140","20750"
"New entrant CS","2023","HM Treasury","Policy","EO","35","[c]","26100","25460"
"New entrant CS","2023","HM Treasury","Policy","G6/G7","15","[c]","58580","57000"
"New entrant CS","2023","HM Treasury","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Policy","SEO/HEO","95","[c]","30950","29970"
"New entrant CS","2023","HM Treasury","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Treasury","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Communications","SEO/HEO","15","[c]","41310","42840"
"New entrant CS","2023","Home Office","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","EO","30","[c]","27240","25750"
"New entrant CS","2023","Home Office","Digital, Data and Technology","G6/G7","60","[c]","60320","59290"
"New entrant CS","2023","Home Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Digital, Data and Technology","SEO/HEO","115","[c]","37060","36180"
"New entrant CS","2023","Home Office","Economics","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Economics","SEO/HEO","15","[c]","35070","36000"
"New entrant CS","2023","Home Office","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","EO","15","[c]","26430","25880"
"New entrant CS","2023","Home Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Finance","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","EO","10","[c]","28380","27710"
"New entrant CS","2023","Home Office","Human Resources","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Intelligence Analysis","EO","60","[c]","26320","25750"
"New entrant CS","2023","Home Office","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Intelligence Analysis","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","AA/AO","3715","[c]","23030","22400"
"New entrant CS","2023","Home Office","Operational Delivery","EO","2970","[c]","26970","25750"
"New entrant CS","2023","Home Office","Operational Delivery","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Delivery","SEO/HEO","180","[c]","34230","32000"
"New entrant CS","2023","Home Office","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Operational Research","SEO/HEO","10","[c]","35600","36000"
"New entrant CS","2023","Home Office","Other","AA/AO","60","[c]","22560","22400"
"New entrant CS","2023","Home Office","Other","EO","110","[c]","28580","29750"
"New entrant CS","2023","Home Office","Other","SEO/HEO","15","[c]","34000","32380"
"New entrant CS","2023","Home Office","Policy","EO","30","[c]","29000","29750"
"New entrant CS","2023","Home Office","Policy","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Policy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Policy","SEO/HEO","50","[c]","38010","36180"
"New entrant CS","2023","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Project Delivery","EO","30","[c]","28860","29750"
"New entrant CS","2023","Home Office","Project Delivery","G6/G7","10","[c]","64160","65070"
"New entrant CS","2023","Home Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Project Delivery","SEO/HEO","65","[c]","36820","36000"
"New entrant CS","2023","Home Office","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Social Research","SEO/HEO","25","[c]","39320","39480"
"New entrant CS","2023","Home Office","Statistics","AA/AO","40","[c]","23270","23500"
"New entrant CS","2023","Home Office","Statistics","EO","10","[c]","30010","29920"
"New entrant CS","2023","Home Office","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Commercial","AA/AO","65","[c]","22490","22080"
"New entrant CS","2023","Ministry of Defence","Commercial","EO","70","[c]","26930","27080"
"New entrant CS","2023","Ministry of Defence","Commercial","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Commercial","SEO/HEO","110","[c]","36190","33830"
"New entrant CS","2023","Ministry of Defence","Commercial","Unknown","25","[c]","33990","32500"
"New entrant CS","2023","Ministry of Defence","Communications","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Communications","EO","15","[c]","27490","27080"
"New entrant CS","2023","Ministry of Defence","Communications","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Communications","SEO/HEO","30","[c]","38040","40850"
"New entrant CS","2023","Ministry of Defence","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","AA/AO","45","[c]","22970","22220"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","EO","75","[c]","27850","27080"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","G6/G7","15","[c]","61030","64620"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","SEO/HEO","110","[c]","36370","33990"
"New entrant CS","2023","Ministry of Defence","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Finance","AA/AO","60","[c]","22120","22220"
"New entrant CS","2023","Ministry of Defence","Finance","EO","70","[c]","28260","27080"
"New entrant CS","2023","Ministry of Defence","Finance","G6/G7","10","[c]","59030","57440"
"New entrant CS","2023","Ministry of Defence","Finance","SEO/HEO","45","[c]","38580","35830"
"New entrant CS","2023","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Geography","AA/AO","20","[c]","21690","21690"
"New entrant CS","2023","Ministry of Defence","Geography","EO","15","[c]","28540","27610"
"New entrant CS","2023","Ministry of Defence","Geography","SEO/HEO","10","[c]","36000","34370"
"New entrant CS","2023","Ministry of Defence","Human Resources","AA/AO","110","[c]","21840","22220"
"New entrant CS","2023","Ministry of Defence","Human Resources","EO","140","[c]","27840","27110"
"New entrant CS","2023","Ministry of Defence","Human Resources","G6/G7","15","[c]","58330","55110"
"New entrant CS","2023","Ministry of Defence","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Human Resources","SEO/HEO","135","[c]","38350","37270"
"New entrant CS","2023","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Intelligence Analysis","EO","30","[c]","28340","27140"
"New entrant CS","2023","Ministry of Defence","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Intelligence Analysis","SEO/HEO","20","[c]","36040","33910"
"New entrant CS","2023","Ministry of Defence","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Internal Audit","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","AA/AO","15","[c]","22320","22220"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","EO","20","[c]","27860","27080"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","SEO/HEO","15","[c]","34550","33990"
"New entrant CS","2023","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Medicine","AA/AO","45","[c]","23520","23180"
"New entrant CS","2023","Ministry of Defence","Medicine","EO","45","[c]","32160","32930"
"New entrant CS","2023","Ministry of Defence","Medicine","G6/G7","50","[c]","79100","81080"
"New entrant CS","2023","Ministry of Defence","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Medicine","SEO/HEO","100","[c]","39340","40590"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","AA/AO","625","[c]","21960","22220"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","EO","160","[c]","27800","27080"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","G6/G7","40","[c]","57950","54440"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","SEO/HEO","205","[c]","35590","33830"
"New entrant CS","2023","Ministry of Defence","Operational Delivery","Unknown","55","[c]","27470","22000"
"New entrant CS","2023","Ministry of Defence","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Operational Research","G6/G7","10","[c]","50730","49260"
"New entrant CS","2023","Ministry of Defence","Operational Research","SEO/HEO","35","[c]","30890","28360"
"New entrant CS","2023","Ministry of Defence","Other","AA/AO","285","[c]","20970","20870"
"New entrant CS","2023","Ministry of Defence","Other","EO","25","[c]","26540","27080"
"New entrant CS","2023","Ministry of Defence","Other","G6/G7","40","[c]","54370","52250"
"New entrant CS","2023","Ministry of Defence","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Other","SEO/HEO","145","[c]","33750","33630"
"New entrant CS","2023","Ministry of Defence","Other","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Ministry of Defence","Policy","AA/AO","15","[c]","23510","22220"
"New entrant CS","2023","Ministry of Defence","Policy","EO","15","[c]","28810","27950"
"New entrant CS","2023","Ministry of Defence","Policy","G6/G7","10","[c]","60680","59980"
"New entrant CS","2023","Ministry of Defence","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Policy","SEO/HEO","40","[c]","39680","38020"
"New entrant CS","2023","Ministry of Defence","Project Delivery","AA/AO","65","[c]","22410","24750"
"New entrant CS","2023","Ministry of Defence","Project Delivery","EO","80","[c]","26360","27040"
"New entrant CS","2023","Ministry of Defence","Project Delivery","G6/G7","70","[c]","56550","54440"
"New entrant CS","2023","Ministry of Defence","Project Delivery","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Project Delivery","SEO/HEO","275","[c]","36700","35000"
"New entrant CS","2023","Ministry of Defence","Project Delivery","Unknown","75","[c]","33400","32500"
"New entrant CS","2023","Ministry of Defence","Property","AA/AO","45","[c]","19880","19770"
"New entrant CS","2023","Ministry of Defence","Property","EO","45","[c]","27150","27080"
"New entrant CS","2023","Ministry of Defence","Property","G6/G7","10","[c]","57250","55110"
"New entrant CS","2023","Ministry of Defence","Property","SEO/HEO","115","[c]","36500","33990"
"New entrant CS","2023","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","AA/AO","225","[c]","21620","20750"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","EO","55","[c]","26720","27080"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","G6/G7","65","[c]","55050","54150"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","SEO/HEO","560","[c]","35530","33500"
"New entrant CS","2023","Ministry of Defence","Science and Engineering","Unknown","90","[c]","37180","32500"
"New entrant CS","2023","Ministry of Defence","Security","AA/AO","580","[c]","27830","27500"
"New entrant CS","2023","Ministry of Defence","Security","EO","50","[c]","28040","27080"
"New entrant CS","2023","Ministry of Defence","Security","G6/G7","10","[c]","60270","57680"
"New entrant CS","2023","Ministry of Defence","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Security","SEO/HEO","55","[c]","39960","37850"
"New entrant CS","2023","Ministry of Defence","Security","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Statistics","AA/AO","15","[c]","22540","21380"
"New entrant CS","2023","Ministry of Defence","Statistics","EO","10","[c]","29440","28580"
"New entrant CS","2023","Ministry of Defence","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Statistics","SEO/HEO","30","[c]","38350","38250"
"New entrant CS","2023","Ministry of Defence","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Commercial","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Commercial","EO","10","[c]","27810","27390"
"New entrant CS","2023","Ministry of Justice","Commercial","SEO/HEO","20","[c]","36830","37680"
"New entrant CS","2023","Ministry of Justice","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Communications","SEO/HEO","35","[c]","38990","37680"
"New entrant CS","2023","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","EO","20","[c]","27050","25830"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","G6/G7","70","[c]","55970","55720"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","SEO/HEO","100","[c]","37150","37680"
"New entrant CS","2023","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Economics","SEO/HEO","15","[c]","35680","35410"
"New entrant CS","2023","Ministry of Justice","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Finance","EO","15","[c]","27290","25830"
"New entrant CS","2023","Ministry of Justice","Finance","G6/G7","10","[c]","54730","53290"
"New entrant CS","2023","Ministry of Justice","Finance","SEO/HEO","25","[c]","36840","35410"
"New entrant CS","2023","Ministry of Justice","Human Resources","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Human Resources","EO","35","[c]","26760","25830"
"New entrant CS","2023","Ministry of Justice","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Human Resources","SEO/HEO","45","[c]","34180","31270"
"New entrant CS","2023","Ministry of Justice","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Legal","EO","35","[c]","26050","25830"
"New entrant CS","2023","Ministry of Justice","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Legal","SEO/HEO","35","[c]","36480","37680"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","AA/AO","8785","[c]","26410","28160"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","EO","375","[c]","28180","28480"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","G6/G7","10","[c]","60450","56780"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","SEO/HEO","305","[c]","35860","35060"
"New entrant CS","2023","Ministry of Justice","Operational Delivery","Unknown","4040","[c]","23080","23640"
"New entrant CS","2023","Ministry of Justice","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Operational Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Other","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Other","SEO/HEO","65","[c]","35190","35410"
"New entrant CS","2023","Ministry of Justice","Policy","AA/AO","10","[c]","20310","19360"
"New entrant CS","2023","Ministry of Justice","Policy","EO","30","[c]","29480","29660"
"New entrant CS","2023","Ministry of Justice","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Policy","SEO/HEO","85","[c]","37230","35410"
"New entrant CS","2023","Ministry of Justice","Project Delivery","EO","20","[c]","27960","29660"
"New entrant CS","2023","Ministry of Justice","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Project Delivery","SEO/HEO","30","[c]","35710","35410"
"New entrant CS","2023","Ministry of Justice","Property","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Property","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Property","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Property","SEO/HEO","15","[c]","39480","37680"
"New entrant CS","2023","Ministry of Justice","Psychology","AA/AO","25","[c]","24430","24070"
"New entrant CS","2023","Ministry of Justice","Psychology","EO","90","[c]","28790","28480"
"New entrant CS","2023","Ministry of Justice","Psychology","SEO/HEO","40","[c]","35610","30940"
"New entrant CS","2023","Ministry of Justice","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Security","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Social Research","SEO/HEO","20","[c]","36210","35410"
"New entrant CS","2023","Ministry of Justice","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Statistics","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Unknown","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Unknown","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice","Unknown","SEO/HEO","10","[c]","34520","35410"
"New entrant CS","2023","Ministry of Justice","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","EO","15","[c]","31980","30740"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","AA/AO","10","[c]","23310","22950"
"New entrant CS","2023","National Crime Agency","Human Resources","EO","10","[c]","32690","30740"
"New entrant CS","2023","National Crime Agency","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","SEO/HEO","10","[c]","43370","44810"
"New entrant CS","2023","National Crime Agency","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","AA/AO","25","[c]","24450","22950"
"New entrant CS","2023","National Crime Agency","Operational Delivery","EO","255","[c]","34540","34670"
"New entrant CS","2023","National Crime Agency","Operational Delivery","G6/G7","10","[c]","66080","66490"
"New entrant CS","2023","National Crime Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","SEO/HEO","90","[c]","44360","43070"
"New entrant CS","2023","National Crime Agency","Project Delivery","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","SEO/HEO","10","[c]","45130","47380"
"New entrant CS","2023","National Crime Agency","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
