"Status","Year","Disability","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Outside London","Female","65","[c]","24910","22400"
"New entrant CS","2023","Declared disabled","Home Office","Outside London","Male","70","[c]","26210","25750"
"New entrant CS","2023","Declared disabled","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Outside London","Female","105","[c]","29260","27080"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Outside London","Male","130","[c]","32420","30650"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","London","Female","85","[c]","30710","29660"
"New entrant CS","2023","Declared disabled","Ministry of Justice","London","Male","35","[c]","34840","33800"
"New entrant CS","2023","Declared disabled","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Outside London","Female","670","[c]","24480","23640"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Outside London","Male","360","[c]","25430","23640"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Northern Ireland Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Gas and Electricity Markets","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Qualifications and Examinations Regulation","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of Rail and Road","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","Outside London","Female","150","[c]","30410","29100"
"New entrant CS","2023","Declared disabled","Scottish Government","Outside London","Male","80","[c]","30180","29100"
"New entrant CS","2023","Declared disabled","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","The National Archives","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","Outside London","Female","55","[c]","28850","24970"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","Outside London","Male","45","[c]","31410","31060"
"New entrant CS","2023","Declared disabled","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","London","Female","265","[c]","36030","28200"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","London","Male","145","[c]","39220","32660"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","Outside London","Female","325","[c]","29750","24950"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","Outside London","Male","145","[c]","31430","26900"
"New entrant CS","2023","Declared non-disabled","Attorney General's Departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","London","Female","105","[c]","44090","35240"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","London","Male","65","[c]","44680","38340"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Outside London","Female","165","[c]","41540","33000"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Outside London","Male","155","[c]","47120","39860"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","Outside London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","London","Female","50","[c]","44220","34110"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","London","Male","55","[c]","46930","36260"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","Female","50","[c]","36560","34480"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","Male","55","[c]","37520","34440"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","Female","330","[c]","32760","31120"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","Male","290","[c]","31960","31120"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","Female","50","[c]","34940","35040"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","Outside London","Female","60","[c]","37750","37650"
"New entrant CS","2023","Declared non-disabled","Department for Education","Outside London","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","Female","120","[c]","41930","40260"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","Male","125","[c]","41470","35760"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","Female","620","[c]","29860","25920"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","Male","405","[c]","30940","25920"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","London","Female","70","[c]","37620","35010"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","London","Male","70","[c]","38880","35010"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Outside London","Female","95","[c]","40350","39320"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Outside London","Male","110","[c]","43700","40460"
"New entrant CS","2023","Declared non-disabled","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","Female","60","[c]","36940","33880"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","Male","50","[c]","38950","34310"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","Female","75","[c]","37470","41840"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","Male","70","[c]","40800","41840"
"New entrant CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport","London","Female","45","[c]","36360","35400"
"New entrant CS","2023","Declared non-disabled","Department for Transport","London","Male","80","[c]","37960","34900"
"New entrant CS","2023","Declared non-disabled","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport","Outside London","Female","380","[c]","24590","22500"
"New entrant CS","2023","Declared non-disabled","Department for Transport","Outside London","Male","380","[c]","27610","26780"
"New entrant CS","2023","Declared non-disabled","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","London","Female","85","[c]","37870","39150"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","London","Male","80","[c]","38230","39150"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Outside London","Female","1260","[c]","27410","21690"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Outside London","Male","1115","[c]","29180","28120"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","London","Female","35","[c]","48130","53400"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","Outside London","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Outside London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Outside London","Female","30","[c]","34110","30960"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Outside London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","Outside London","Female","35","[c]","28010","23390"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","Outside London","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Land Registry","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","London","Female","125","[c]","34540","31980"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","London","Male","135","[c]","37100","32260"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","Outside London","Female","1245","[c]","26870","22520"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","Outside London","Male","1230","[c]","29280","22520"
"New entrant CS","2023","Declared non-disabled","HM Revenue and Customs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","London","Female","50","[c]","34040","29280"
"New entrant CS","2023","Declared non-disabled","HM Treasury","London","Male","70","[c]","35190","31240"
"New entrant CS","2023","Declared non-disabled","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Outside London","Female","30","[c]","34820","29970"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Outside London","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","London","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Outside London","Female","45","[c]","24810","22400"
"New entrant CS","2023","Declared non-disabled","Home Office","Outside London","Male","40","[c]","26180","25750"
"New entrant CS","2023","Declared non-disabled","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
