"Status","Year","Organisation","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Charity Commission","Charity Commission","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","South West (England)","EO","10","5","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Charity Commission","Charity Commission","South West (England)","SEO/HEO","20","20","35870","38800"
"In post","2023","Charity Commission","Charity Commission","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","AA/AO","10","10","23120","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","EO","10","10","25870","25610"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","AA/AO","20","20","22550","22360"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","EO","20","20","27450","25700"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","AA/AO","405","355","22600","23240"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","EO","255","235","27940","26060"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","G6/G7","100","95","58380","56320"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Wales","SEO/HEO","340","330","39650","40620"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","AA/AO","25","25","23320","23200"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","EO","55","55","28820","28760"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","G6/G7","410","395","67630","66210"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","SCS level","115","110","110610","102320"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","London","SEO/HEO","190","185","38250","35920"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","G6/G7","10","10","66510","70180"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Northern Ireland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Scotland","G6/G7","35","35","66150","62740"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Scotland","SCS level","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Scotland","SEO/HEO","25","25","37530","34370"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Wales","G6/G7","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","AA/AO","135","120","21640","21780"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","EO","90","85","25990","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","G6/G7","15","10","58930","59590"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Scotland","SEO/HEO","95","95","32630","31270"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","EO","15","15","27030","26520"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","G6/G7","30","30","57440","57410"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","East of England","SEO/HEO","95","90","36900","39860"
"In post","2023","Crown Commercial Service","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","London","G6/G7","30","30","61490","61080"
"In post","2023","Crown Commercial Service","Cabinet Office","London","SCS level","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","London","SEO/HEO","20","20","40920","41560"
"In post","2023","Crown Commercial Service","Cabinet Office","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","EO","60","55","26430","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","G6/G7","85","85","54900","52990"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","North West (England)","SEO/HEO","220","215","36630","39860"
"In post","2023","Crown Commercial Service","Cabinet Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","EO","10","10","26180","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","G6/G7","20","20","53410","52990"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","Wales","SEO/HEO","75","75","35360","32250"
"In post","2023","Crown Commercial Service","Cabinet Office","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","West Midlands (England)","EO","5","5","[c]","[c]"
