"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Economics","City of Edinburgh","10","10","47050","34620"
"In post","2023","Analysis","Economics","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Croydon","15","15","57870","61260"
"In post","2023","Analysis","Economics","Darlington","45","45","35050","30510"
"In post","2023","Analysis","Economics","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Glasgow City","15","15","52020","51830"
"In post","2023","Analysis","Economics","Greater Manchester South West","55","55","38490","34700"
"In post","2023","Analysis","Economics","Hackney and Newham","30","30","46340","39450"
"In post","2023","Analysis","Economics","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Leeds","25","25","41720","36040"
"In post","2023","Analysis","Economics","Liverpool","10","10","[c]","[c]"
"In post","2023","Analysis","Economics","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Manchester","35","35","41000","39620"
"In post","2023","Analysis","Economics","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Monmouthshire and Newport","115","110","37120","31560"
"In post","2023","Analysis","Economics","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Sheffield","20","20","50360","52060"
"In post","2023","Analysis","Economics","South Hampshire","25","25","36760","31560"
"In post","2023","Analysis","Economics","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Tower Hamlets","220","215","59030","55950"
"In post","2023","Analysis","Economics","Tyneside","5","5","[c]","[c]"
"In post","2023","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","Westminster","1080","1060","49440","53550"
"In post","2023","Analysis","Economics","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Economics","York","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Croydon","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Nottingham","5","5","[c]","[c]"
"In post","2023","Analysis","Finance","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Finance","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Human Resources","Westminster","10","10","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Hackney and Newham","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Monmouthshire and Newport","30","30","34720","31750"
"In post","2023","Analysis","Intelligence Analysis","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Sefton","5","5","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Tower Hamlets","30","30","57490","55950"
"In post","2023","Analysis","Intelligence Analysis","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","Westminster","10","10","44450","43210"
"In post","2023","Analysis","Intelligence Analysis","Wiltshire","15","15","37590","30650"
"In post","2023","Analysis","Intelligence Analysis","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Intelligence Analysis","York","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","International Trade","Westminster","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Plymouth","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Tower Hamlets","5","5","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Knowledge and Information Management","Westminster","25","20","52000","49940"
"In post","2023","Analysis","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Croydon","20","20","42100","36310"
"In post","2023","Analysis","Operational Delivery","Darlington","15","15","37910","31560"
"In post","2023","Analysis","Operational Delivery","Devon CC","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","East Cumbria","10","10","33400","33810"
"In post","2023","Analysis","Operational Delivery","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Greater Manchester South West","10","10","38920","35330"
"In post","2023","Analysis","Operational Delivery","Hackney and Newham","10","10","34240","34270"
"In post","2023","Analysis","Operational Delivery","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leeds","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Liverpool","20","20","41940","39190"
"In post","2023","Analysis","Operational Delivery","Manchester","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Monmouthshire and Newport","345","330","33920","31660"
"In post","2023","Analysis","Operational Delivery","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Sheffield","15","15","37830","32160"
"In post","2023","Analysis","Operational Delivery","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","South Hampshire","110","105","33570","31060"
"In post","2023","Analysis","Operational Delivery","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Tower Hamlets","45","45","29010","27840"
"In post","2023","Analysis","Operational Delivery","Tyneside","15","15","34260","34170"
"In post","2023","Analysis","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","West Cumbria","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Westminster","60","60","42130","35860"
"In post","2023","Analysis","Operational Delivery","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Delivery","York","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Birmingham","10","10","32230","32670"
"In post","2023","Analysis","Operational Research","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Bristol, City of","20","20","36160","34020"
"In post","2023","Analysis","Operational Research","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Central Hampshire","165","160","42400","39890"
"In post","2023","Analysis","Operational Research","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Croydon","25","25","51380","46560"
"In post","2023","Analysis","Operational Research","Darlington","5","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Greater Manchester South West","40","35","49140","42510"
"In post","2023","Analysis","Operational Research","Hackney and Newham","20","20","48330","45560"
"In post","2023","Analysis","Operational Research","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Leeds","35","35","40520","37680"
"In post","2023","Analysis","Operational Research","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Liverpool","20","20","49640","55780"
"In post","2023","Analysis","Operational Research","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Manchester","20","20","39600","35130"
"In post","2023","Analysis","Operational Research","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Monmouthshire and Newport","15","15","35570","33110"
"In post","2023","Analysis","Operational Research","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Nottingham","10","5","[c]","[c]"
"In post","2023","Analysis","Operational Research","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Sheffield","50","45","46110","43690"
"In post","2023","Analysis","Operational Research","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Tower Hamlets","80","75","51270","47680"
"In post","2023","Analysis","Operational Research","Tyneside","10","10","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Operational Research","Westminster","195","190","51370","48570"
"In post","2023","Analysis","Operational Research","Wiltshire","30","30","43960","49260"
"In post","2023","Analysis","Operational Research","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Birmingham","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Camden and City of London","170","160","72380","67430"
"In post","2023","Analysis","Other","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Analysis","Other","City of Edinburgh","15","10","70680","70000"
"In post","2023","Analysis","Other","Croydon","20","15","37620","36180"
"In post","2023","Analysis","Other","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Dorset","10","10","35540","26190"
"In post","2023","Analysis","Other","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Leeds","35","30","36040","34170"
"In post","2023","Analysis","Other","Liverpool","10","10","34130","34920"
"In post","2023","Analysis","Other","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Manchester","5","5","[c]","[c]"
"In post","2023","Analysis","Other","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Nottingham","15","15","38380","35840"
"In post","2023","Analysis","Other","Sheffield","10","5","[c]","[c]"
"In post","2023","Analysis","Other","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Suffolk CC","35","35","38430","37310"
"In post","2023","Analysis","Other","Tower Hamlets","70","70","41750","39000"
"In post","2023","Analysis","Other","Tyneside","15","10","36190","37110"
"In post","2023","Analysis","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Westminster","130","125","48020","43650"
"In post","2023","Analysis","Other","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Other","York","5","5","[c]","[c]"
"In post","2023","Analysis","Planning","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Policy","Leeds","20","20","46220","43700"
"In post","2023","Analysis","Policy","Manchester","20","20","36260","34170"
"In post","2023","Analysis","Policy","Sheffield","50","45","49330","53190"
"In post","2023","Analysis","Policy","Tyneside","10","10","[c]","[c]"
"In post","2023","Analysis","Policy","Westminster","145","145","51110","46290"
"In post","2023","Analysis","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Project Delivery","Westminster","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Central Hampshire","365","350","46980","49260"
"In post","2023","Analysis","Science and Engineering","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Dorset","125","120","34760","30350"
"In post","2023","Analysis","Science and Engineering","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Sefton","10","10","41230","40820"
"In post","2023","Analysis","Science and Engineering","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","South and West Derbyshire","20","20","44150","40840"
"In post","2023","Analysis","Science and Engineering","Suffolk CC","305","295","36320","31690"
"In post","2023","Analysis","Science and Engineering","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Science and Engineering","Tyneside","[c]","[c]","[c]","[c]"
