"Status","Year","Age","Profession_of_post","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","London","G6","35","[c]","69310","67960"
"Leaver CS","2023","40-49","Legal","London","G7","40","[c]","55240","54100"
"Leaver CS","2023","40-49","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","North West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","London","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South East (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South West (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Medicine","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","AO","75","[c]","21650","21690"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","EO","80","[c]","27610","27570"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East Midlands (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East of England","AA","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East of England","AO","90","[c]","22610","21780"
"Leaver CS","2023","40-49","Operational Delivery","East of England","EO","100","[c]","28310","28120"
"Leaver CS","2023","40-49","Operational Delivery","East of England","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","East of England","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","London","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","London","AO","115","[c]","25310","25480"
"Leaver CS","2023","40-49","Operational Delivery","London","EO","200","[c]","30690","31060"
"Leaver CS","2023","40-49","Operational Delivery","London","G6","30","[c]","68190","67150"
"Leaver CS","2023","40-49","Operational Delivery","London","G7","50","[c]","54930","53920"
"Leaver CS","2023","40-49","Operational Delivery","London","HEO","60","[c]","35350","34260"
"Leaver CS","2023","40-49","Operational Delivery","London","SCS level","30","[c]","91830","84550"
"Leaver CS","2023","40-49","Operational Delivery","London","SEO","60","[c]","43390","41910"
"Leaver CS","2023","40-49","Operational Delivery","London","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","AO","120","[c]","21910","21690"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","EO","35","[c]","26680","27570"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North East (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","AA","25","[c]","20570","20590"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","AO","225","[c]","21930","21690"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","EO","115","[c]","27690","27570"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","HEO","25","[c]","32670","31660"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","SEO","15","[c]","46060","40880"
"Leaver CS","2023","40-49","Operational Delivery","North West (England)","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Northern Ireland","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Northern Ireland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Scotland","AO","150","[c]","22670","21690"
"Leaver CS","2023","40-49","Operational Delivery","Scotland","EO","75","[c]","29570","27570"
"Leaver CS","2023","40-49","Operational Delivery","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Scotland","HEO","15","[c]","34780","33120"
"Leaver CS","2023","40-49","Operational Delivery","Scotland","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","AA","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","AO","160","[c]","22140","21690"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","EO","155","[c]","27820","27570"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","HEO","30","[c]","32980","32170"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","SEO","15","[c]","40640","39350"
"Leaver CS","2023","40-49","Operational Delivery","South East (England)","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","AO","85","[c]","21860","21690"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","EO","95","[c]","27450","27570"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","HEO","10","[c]","34830","33500"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","SEO","10","[c]","39510","39550"
"Leaver CS","2023","40-49","Operational Delivery","South West (England)","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Wales","AA","20","[c]","18690","19000"
"Leaver CS","2023","40-49","Operational Delivery","Wales","AO","140","[c]","22070","21780"
"Leaver CS","2023","40-49","Operational Delivery","Wales","EO","50","[c]","27990","27570"
"Leaver CS","2023","40-49","Operational Delivery","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Wales","HEO","10","[c]","34480","34170"
"Leaver CS","2023","40-49","Operational Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Wales","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Wales","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","AO","135","[c]","22010","21690"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","EO","85","[c]","27670","27570"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","HEO","10","[c]","34620","31720"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","SEO","10","[c]","38370","37710"
"Leaver CS","2023","40-49","Operational Delivery","West Midlands (England)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","AA","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","AO","80","[c]","22250","21690"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","EO","70","[c]","27540","27570"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","G6","15","[c]","64420","62490"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","G7","20","[c]","51280","50160"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","HEO","15","[c]","30880","29970"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","SEO","15","[c]","40990","37920"
"Leaver CS","2023","40-49","Operational Delivery","Yorkshire and The Humber","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Research","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Research","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Operational Research","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","G6","10","[c]","78720","76140"
"Leaver CS","2023","40-49","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","North East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South East (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Unknown","Unknown","20","[c]","34880","33710"
"Leaver CS","2023","40-49","Other","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Wales","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","West Midlands (England)","AO","15","[c]","21570","21690"
"Leaver CS","2023","40-49","Other","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Yorkshire and The Humber","AO","10","[c]","21630","21690"
"Leaver CS","2023","40-49","Other","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Planning","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Planning Inspectors","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Planning Inspectors","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Planning Inspectors","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Planning Inspectors","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Planning Inspectors","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","London","G6","50","[c]","67770","66580"
"Leaver CS","2023","40-49","Policy","London","G7","45","[c]","54520","53600"
"Leaver CS","2023","40-49","Policy","London","HEO","20","[c]","34990","33640"
"Leaver CS","2023","40-49","Policy","London","SCS level","35","[c]","88870","77910"
"Leaver CS","2023","40-49","Policy","London","SEO","25","[c]","42220","42170"
"Leaver CS","2023","40-49","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","North East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Northern Ireland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Policy","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","London","G6","10","[c]","71720","70840"
"Leaver CS","2023","40-49","Project Delivery","London","G7","15","[c]","56040","56840"
"Leaver CS","2023","40-49","Project Delivery","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
