"Status","Year","Disability","Ethnicity","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Asian","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Science and Engineering","SEO/HEO","50","50","37380","37390"
"In post","2023","Unknown","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","AA/AO","30","30","27480","27420"
"In post","2023","Unknown","Asian","Security","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Security","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Security","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Social Research","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Statistics","SEO/HEO","35","35","36950","39020"
"In post","2023","Unknown","Asian","Tax","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Asian","Tax","EO","80","75","29530","28130"
"In post","2023","Unknown","Asian","Tax","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Asian","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Tax","SEO/HEO","110","105","39050","39450"
"In post","2023","Unknown","Asian","Unknown","AA/AO","20","15","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","EO","45","45","29340","29100"
"In post","2023","Unknown","Asian","Unknown","G6/G7","60","55","58760","54690"
"In post","2023","Unknown","Asian","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Asian","Unknown","SEO/HEO","180","180","35170","33520"
"In post","2023","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Asian","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Communications","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Digital, Data and Technology","SEO/HEO","65","65","38000","37720"
"In post","2023","Unknown","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Economics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Finance","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Finance","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Black","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Legal","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Legal","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Medicine","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","AA/AO","215","200","25260","24480"
"In post","2023","Unknown","Black","Operational Delivery","EO","170","165","29640","28530"
"In post","2023","Unknown","Black","Operational Delivery","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Delivery","SEO/HEO","85","85","38390","38480"
"In post","2023","Unknown","Black","Operational Delivery","Unknown","30","30","29390","28580"
"In post","2023","Unknown","Black","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Other","AA/AO","10","5","[c]","[c]"
"In post","2023","Unknown","Black","Other","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning Inspectors","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Policy","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Black","Policy","G6/G7","50","50","58860","57790"
"In post","2023","Unknown","Black","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Policy","SEO/HEO","65","65","38500","39110"
"In post","2023","Unknown","Black","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Project Delivery","SEO/HEO","65","65","38760","39190"
"In post","2023","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Property","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Science and Engineering","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Social Research","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Unknown","Black","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Tax","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Tax","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Unknown","SEO/HEO","80","80","37110","35870"
"In post","2023","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Black","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Unknown","Mixed","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Economics","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Geography","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Geography","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Geography","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Inspector of Education and Training","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","International Trade","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","G6/G7","20","15","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","AA/AO","110","100","23900","22520"
"In post","2023","Unknown","Mixed","Operational Delivery","EO","140","140","30230","28640"
"In post","2023","Unknown","Mixed","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Delivery","SEO/HEO","75","75","39410","39000"
"In post","2023","Unknown","Mixed","Operational Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Mixed","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
