"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cheshire","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cornwall and Isles of Scilly","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Cumbria","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Cumbria","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Derbyshire and Nottinghamshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Devon","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Devon","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","EO","Unknown","25","20","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Dorset and Somerset","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","AO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","EO","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","East Anglia","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","G7","Unknown","30","30","50170","49400"
"In post","2023","Analysis","East Anglia","HEO","Heterosexual / straight","50","45","30940","30350"
"In post","2023","Analysis","East Anglia","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","HEO","Undeclared","10","5","[c]","[c]"
"In post","2023","Analysis","East Anglia","HEO","Unknown","50","50","30560","30350"
"In post","2023","Analysis","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO","Heterosexual / straight","45","45","37990","37310"
"In post","2023","Analysis","East Anglia","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","East Anglia","SEO","Unknown","45","45","37940","37310"
"In post","2023","Analysis","East Wales","AO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Analysis","East Wales","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Heterosexual / straight","70","70","25670","25070"
"In post","2023","Analysis","East Wales","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","EO","Unknown","30","25","[c]","[c]"
"In post","2023","Analysis","East Wales","G6","Heterosexual / straight","35","35","63380","61240"
"In post","2023","Analysis","East Wales","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","G7","Heterosexual / straight","135","130","52650","51460"
"In post","2023","Analysis","East Wales","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","East Wales","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","East Wales","G7","Unknown","50","50","52560","51460"
"In post","2023","Analysis","East Wales","HEO","Heterosexual / straight","240","230","31930","31560"
"In post","2023","Analysis","East Wales","HEO","LGBO","35","35","31450","31560"
"In post","2023","Analysis","East Wales","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","East Wales","HEO","Unknown","70","65","31760","31560"
"In post","2023","Analysis","East Wales","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Wales","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","East Wales","SEO","Heterosexual / straight","235","225","39250","39300"
"In post","2023","Analysis","East Wales","SEO","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","East Wales","SEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","East Wales","SEO","Unknown","80","80","39070","39190"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","East Yorkshire and Northern Lincolnshire","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Eastern Scotland","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Essex","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","40","40","27560","27110"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Heterosexual / straight","185","175","54240","51360"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Unknown","70","65","52850","49260"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Heterosexual / straight","125","120","31710","32250"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Unknown","35","30","29920","30650"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Heterosexual / straight","155","150","40560","39890"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Unknown","45","45","40120","39890"
"In post","2023","Analysis","Greater Manchester","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","EO","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G7","Heterosexual / straight","60","55","56210","56870"
"In post","2023","Analysis","Greater Manchester","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","HEO","Heterosexual / straight","110","110","34330","34400"
"In post","2023","Analysis","Greater Manchester","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO","Heterosexual / straight","75","70","41730","42140"
"In post","2023","Analysis","Greater Manchester","SEO","LGBO","15","10","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Greater Manchester","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Heterosexual / straight","40","35","26150","24970"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G6","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","Heterosexual / straight","280","260","52800","51460"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","G7","Unknown","75","75","53060","50980"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","Heterosexual / straight","190","180","31510","31560"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","HEO","Unknown","70","70","30580","31060"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Analysis","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
