"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","No function","Government Internal Audit Agency","London","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Government Internal Audit Agency","Outside London","30","30","41330","40470"
"In post","2023","Declared non-disabled","No function","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","London","2430","2260","31560","25480"
"In post","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","Outside London","7890","6975","26020","21780"
"In post","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","HM Land Registry","London","155","140","37140","38410"
"In post","2023","Declared non-disabled","No function","HM Land Registry","Outside London","3005","2630","31100","28080"
"In post","2023","Declared non-disabled","No function","HM Prison and Probation Service","London","4505","4345","38130","35260"
"In post","2023","Declared non-disabled","No function","HM Prison and Probation Service","Outside London","37850","35780","31910","30440"
"In post","2023","Declared non-disabled","No function","HM Prison and Probation Service","Unknown","45","45","28600","28880"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","London","1810","1720","46140","39790"
"In post","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","Outside London","19005","17595","32460","28130"
"In post","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","London","925","910","50330","54090"
"In post","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","Outside London","100","100","42740","30510"
"In post","2023","Declared non-disabled","No function","Health and Safety Executive","London","110","105","49450","47320"
"In post","2023","Declared non-disabled","No function","Health and Safety Executive","Outside London","1675","1590","43830","40840"
"In post","2023","Declared non-disabled","No function","Home Office","London","7445","6990","41020","36180"
"In post","2023","Declared non-disabled","No function","Home Office","Outside London","14975","13755","29700","26180"
"In post","2023","Declared non-disabled","No function","Home Office","Overseas","115","115","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Home Office","Unknown","115","105","29250","27330"
"In post","2023","Declared non-disabled","No function","Intellectual Property Office","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Intellectual Property Office","Outside London","750","695","40070","31750"
"In post","2023","Declared non-disabled","No function","Legal Aid Agency","London","110","105","46220","43650"
"In post","2023","Declared non-disabled","No function","Legal Aid Agency","Outside London","695","650","29240","25830"
"In post","2023","Declared non-disabled","No function","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","Outside London","585","565","37510","32950"
"In post","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","London","1255","1220","45550","45540"
"In post","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","Outside London","8405","8020","30930","26060"
"In post","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","Overseas","145","145","55320","52920"
"In post","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","London","1130","1090","46450","43650"
"In post","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","Outside London","280","270","36120","31270"
"In post","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","National Crime Agency","London","330","325","49780","48210"
"In post","2023","Declared non-disabled","No function","National Crime Agency","Outside London","840","810","42990","41910"
"In post","2023","Declared non-disabled","No function","National Crime Agency","Overseas","65","65","48340","47380"
"In post","2023","Declared non-disabled","No function","National Crime Agency","Unknown","40","40","47400","47380"
"In post","2023","Declared non-disabled","No function","National Infrastructure Commission","London","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","No function","National Savings and Investments","London","30","30","64610","52020"
"In post","2023","Declared non-disabled","No function","National Savings and Investments","Outside London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","London","165","165","57730","52750"
"In post","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Outside London","1150","1115","55900","52750"
"In post","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","London","300","295","48950","45000"
"In post","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Outside London","295","290","35530","30950"
"In post","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Outside London","205","195","44980","40480"
"In post","2023","Declared non-disabled","No function","Office of Rail and Road","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of Rail and Road","Outside London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Public Guardian","Outside London","930","860","24780","21780"
"In post","2023","Declared non-disabled","No function","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","London","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Planning Inspectorate","London","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Planning Inspectorate","Outside London","555","505","47710","48660"
"In post","2023","Declared non-disabled","No function","Registers of Scotland","Outside London","435","425","35350","32510"
"In post","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","Outside London","700","655","29210","25060"
"In post","2023","Declared non-disabled","No function","Scottish Prison Service","Outside London","45","40","40360","37060"
"In post","2023","Declared non-disabled","No function","Serious Fraud Office","London","35","35","42910","37020"
"In post","2023","Declared non-disabled","No function","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Teaching Regulation Agency","Outside London","50","45","34270","30520"
"In post","2023","Declared non-disabled","No function","The Insolvency Service","London","135","125","39490","32060"
"In post","2023","Declared non-disabled","No function","The Insolvency Service","Outside London","520","485","30670","26940"
"In post","2023","Declared non-disabled","No function","The National Archives","London","195","185","36940","34940"
"In post","2023","Declared non-disabled","No function","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Health Security Agency","London","830","795","47460","40880"
"In post","2023","Declared non-disabled","No function","UK Health Security Agency","Outside London","1330","1245","42660","37060"
"In post","2023","Declared non-disabled","No function","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Hydrographic Office","Outside London","375","355","35180","34370"
"In post","2023","Declared non-disabled","No function","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Statistics Authority","London","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","No function","UK Statistics Authority","Outside London","1220","990","29200","24320"
"In post","2023","Declared non-disabled","No function","Vehicle Certification Agency","Outside London","130","120","36100","34970"
"In post","2023","Declared non-disabled","No function","Vehicle Certification Agency","Overseas","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
