"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Analysis","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","UK Statistics Authority","Outside London","65","[c]","28410","19860"
"Leaver CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Analysis","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Building Digital UK","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","Outside London","50","[c]","46440","37760"
"Leaver CS","2023","Declared non-disabled","Commercial","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","FCDO Services","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Government Commercial Organisation","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Government Commercial Organisation","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Maritime and Coastguard Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Met Office","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Ministry of Defence (excl. agencies)","Outside London","35","[c]","36310","34720"
"Leaver CS","2023","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Submarine Delivery Agency","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Export Finance","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Commercial","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Cabinet Office (excl. agencies)","London","40","[c]","43120","40600"
"Leaver CS","2023","Declared non-disabled","Communications","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Competition and Markets Authority","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Driver and Vehicle Licensing Agency","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Land Registry","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","HM Treasury (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Home Office","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Defence (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Gas and Electricity Markets","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Export Finance","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","55","[c]","30550","31060"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","225","[c]","27160","27570"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","185","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","Serious Fraud Office","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Counter Fraud","The Insolvency Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions (excl. agencies)","Outside London","200","[c]","22640","21690"
"Leaver CS","2023","Declared non-disabled","Debt","Department for Work and Pensions (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","Outside London","240","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","110","[c]","53410","56430"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Companies House","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Competition and Markets Authority","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Crown Prosecution Service","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Defence Equipment and Support","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","30","[c]","47850","51360"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","50","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","195","[c]","45820","40670"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","FCDO Services","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","FCDO Services","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Land Registry","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Land Registry","Outside London","40","[c]","42470","40600"
"Leaver CS","2023","Declared non-disabled","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","15","[c]","[c]","[c]"
