"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Medicine","East of England","East Anglia","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","East of England","Essex","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","London","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","London","Outer London - West and North West","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South East (England)","Hampshire and Isle of Wight","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South East (England)","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South West (England)","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Wales","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","West Midlands (England)","Shropshire and Staffordshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Yorkshire and The Humber","North Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Medicine","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","435","[c]","24950","22520"
"New entrant CS","2023","Unknown","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","240","[c]","24440","23230"
"New entrant CS","2023","Unknown","Operational Delivery","East Midlands (England)","Lincolnshire","95","[c]","25590","24070"
"New entrant CS","2023","Unknown","Operational Delivery","East of England","Bedfordshire and Hertfordshire","135","[c]","26820","25750"
"New entrant CS","2023","Unknown","Operational Delivery","East of England","East Anglia","360","[c]","24530","22400"
"New entrant CS","2023","Unknown","Operational Delivery","East of England","Essex","190","[c]","25410","23640"
"New entrant CS","2023","Unknown","Operational Delivery","London","Inner London - East","275","[c]","28520","26920"
"New entrant CS","2023","Unknown","Operational Delivery","London","Inner London - West","460","[c]","32780","29710"
"New entrant CS","2023","Unknown","Operational Delivery","London","Outer London - East and North East","145","[c]","30350","30780"
"New entrant CS","2023","Unknown","Operational Delivery","London","Outer London - South","540","[c]","27910","26400"
"New entrant CS","2023","Unknown","Operational Delivery","London","Outer London - West and North West","615","[c]","29720","29750"
"New entrant CS","2023","Unknown","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","360","[c]","24270","22520"
"New entrant CS","2023","Unknown","Operational Delivery","North East (England)","Tees Valley and Durham","460","[c]","24890","23230"
"New entrant CS","2023","Unknown","Operational Delivery","North West (England)","Cheshire","145","[c]","27480","28880"
"New entrant CS","2023","Unknown","Operational Delivery","North West (England)","Cumbria","65","[c]","22520","22150"
"New entrant CS","2023","Unknown","Operational Delivery","North West (England)","Greater Manchester","540","[c]","25100","23640"
"New entrant CS","2023","Unknown","Operational Delivery","North West (England)","Lancashire","270","[c]","25070","23640"
"New entrant CS","2023","Unknown","Operational Delivery","North West (England)","Merseyside","1625","[c]","23550","22400"
"New entrant CS","2023","Unknown","Operational Delivery","Northern Ireland","Northern Ireland","235","[c]","24500","22520"
"New entrant CS","2023","Unknown","Operational Delivery","Overseas","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Delivery","Scotland","Eastern Scotland","270","[c]","26520","24710"
"New entrant CS","2023","Unknown","Operational Delivery","Scotland","Highlands and Islands","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Delivery","Scotland","North Eastern Scotland","40","[c]","27070","25750"
"New entrant CS","2023","Unknown","Operational Delivery","Scotland","Southern Scotland","165","[c]","23490","22520"
"New entrant CS","2023","Unknown","Operational Delivery","Scotland","West Central Scotland","510","[c]","24260","22400"
"New entrant CS","2023","Unknown","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","195","[c]","26810","23640"
"New entrant CS","2023","Unknown","Operational Delivery","South East (England)","Hampshire and Isle of Wight","380","[c]","24890","22520"
"New entrant CS","2023","Unknown","Operational Delivery","South East (England)","Kent","575","[c]","25390","25750"
"New entrant CS","2023","Unknown","Operational Delivery","South East (England)","Surrey, East and West Sussex","260","[c]","26770","26750"
"New entrant CS","2023","Unknown","Operational Delivery","South West (England)","Cornwall and Isles of Scilly","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Delivery","South West (England)","Devon","185","[c]","25450","23640"
"New entrant CS","2023","Unknown","Operational Delivery","South West (England)","Dorset and Somerset","115","[c]","25040","23640"
"New entrant CS","2023","Unknown","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","300","[c]","26500","23640"
"New entrant CS","2023","Unknown","Operational Delivery","Unknown","Unknown","80","[c]","25050","23230"
"New entrant CS","2023","Unknown","Operational Delivery","Wales","East Wales","385","[c]","24770","23230"
"New entrant CS","2023","Unknown","Operational Delivery","Wales","West Wales and The Valleys","275","[c]","23070","22500"
"New entrant CS","2023","Unknown","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","125","[c]","26030","25410"
"New entrant CS","2023","Unknown","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","235","[c]","26050","23640"
"New entrant CS","2023","Unknown","Operational Delivery","West Midlands (England)","West Midlands","675","[c]","24110","22520"
"New entrant CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","110","[c]","25830","25750"
"New entrant CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","North Yorkshire","50","[c]","25260","23640"
"New entrant CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","South Yorkshire","760","[c]","24410","23230"
"New entrant CS","2023","Unknown","Operational Delivery","Yorkshire and The Humber","West Yorkshire","570","[c]","25180","23640"
"New entrant CS","2023","Unknown","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","London","Inner London - West","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","North East (England)","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","North West (England)","Lancashire","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","Scotland","Southern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","Scotland","West Central Scotland","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","South East (England)","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","Wales","East Wales","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Operational Research","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","East of England","East Anglia","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","London","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","London","Inner London - West","50","[c]","31030","29750"
"New entrant CS","2023","Unknown","Other","London","Outer London - South","35","[c]","30000","29890"
"New entrant CS","2023","Unknown","Other","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","North West (England)","Greater Manchester","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","North West (England)","Merseyside","30","[c]","24320","22400"
"New entrant CS","2023","Unknown","Other","Scotland","Eastern Scotland","35","[c]","28760","22920"
"New entrant CS","2023","Unknown","Other","Scotland","Highlands and Islands","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","Scotland","North Eastern Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","Scotland","West Central Scotland","30","[c]","25980","22920"
"New entrant CS","2023","Unknown","Other","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","South East (England)","Hampshire and Isle of Wight","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","South West (England)","Devon","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","South West (England)","Dorset and Somerset","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","65","[c]","35190","30960"
"New entrant CS","2023","Unknown","Other","Unknown","Unknown","150","[c]","22480","17660"
"New entrant CS","2023","Unknown","Other","Wales","East Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","Wales","West Wales and The Valleys","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","West Midlands (England)","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","West Midlands (England)","West Midlands","50","[c]","21680","21690"
"New entrant CS","2023","Unknown","Other","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","Yorkshire and The Humber","South Yorkshire","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning","London","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Planning Inspectors","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
